Model,Covariates,Window,Horizon,MAPE_mean,MAPE_std,MAE_mean,RMSE_mean,RMSE_std,R2_mean,DA_mean,DA_std
XGBoost,Nickel,20,20,2.3081,0.5136,140.8985,211.1426,31.923,0.5202,49.13,1.28
XGBoost,Nickel,120,1,0.7007,0.1531,43.0444,58.0502,8.1422,0.9635,49.57,1.97
XGBoost,Nickel,120,5,1.181,0.3464,71.2634,100.5862,22.4531,0.9013,49.61,3.31
XGBoost,Nickel,120,20,2.4111,0.5911,145.9911,210.5922,44.9759,0.5146,48.18,1.78
XGBoost,Silver,20,1,0.7038,0.1624,43.1952,58.4615,8.4204,0.9635,52.98,1.4
XGBoost,Silver,20,5,1.1743,0.3273,71.3345,101.8364,21.4471,0.8999,50.08,2.99
XGBoost,Silver,20,20,2.4451,0.5573,148.4942,223.0623,43.1119,0.4834,48.92,1.34
XGBoost,Silver,120,1,0.7063,0.1588,43.4056,58.0683,8.9562,0.9642,51.15,1.58
XGBoost,Silver,120,5,1.1571,0.3379,69.8273,99.4172,22.999,0.9065,50.75,2.78
XGBoost,Silver,120,20,2.3626,0.7067,141.9805,211.3105,49.4095,0.5894,49.23,2.62
XGBoost,Tin,20,1,0.7144,0.1459,43.982,59.5054,7.4306,0.961,50.38,2.3
XGBoost,Tin,20,5,1.1684,0.312,70.8304,101.1694,20.4319,0.8949,50.85,1.72
XGBoost,Tin,20,20,2.4242,0.5698,147.1694,217.5659,45.6063,0.5534,48.34,2.01
XGBoost,Tin,120,1,0.7148,0.1534,43.9572,58.9725,7.4803,0.9613,50.59,0.76
XGBoost,Tin,120,5,1.1686,0.3372,70.5673,101.2162,20.9726,0.8956,51.11,3.34
XGBoost,Tin,120,20,2.4972,0.6406,151.3026,220.5086,48.3411,0.4849,48.55,1.41
XGBoost,Gold,20,1,0.6933,0.1731,42.3948,57.4235,9.3083,0.966,51.55,3.15
XGBoost,Gold,20,5,1.1084,0.3198,67.1237,97.8216,21.3038,0.9112,51.31,2.58
XGBoost,Gold,20,20,2.3877,0.6617,144.4007,215.3866,45.2644,0.5558,50.45,2.28
XGBoost,Gold,120,1,0.6989,0.1585,42.9192,57.8944,8.3792,0.9641,49.52,3.47
XGBoost,Gold,120,5,1.1459,0.327,69.2263,100.2365,21.4758,0.9029,51.16,2.48
XGBoost,Gold,120,20,2.3421,0.6678,140.7619,208.9303,47.9108,0.5493,49.45,0.86
XGBoost,WTI,20,1,0.7043,0.1657,43.1408,58.2746,8.6322,0.9646,50.53,3.26
XGBoost,WTI,20,5,1.172,0.3349,70.9003,101.6222,22.3258,0.9073,51.36,1.95
XGBoost,WTI,20,20,2.2965,0.5818,139.6724,206.6303,45.3152,0.6035,50.66,2.53
XGBoost,WTI,120,1,0.7041,0.1653,43.203,57.9316,8.7881,0.965,50.84,2.37
XGBoost,WTI,120,5,1.1875,0.3346,71.7953,101.9531,20.0299,0.8901,48.95,2.72
XGBoost,WTI,120,20,2.3514,0.7156,141.2882,206.5144,49.7926,0.6103,48.34,1.15
XGBoost,STI,20,1,0.7001,0.159,42.9353,58.1987,8.9027,0.9651,51.45,1.93
XGBoost,STI,20,5,1.1382,0.3158,68.8682,99.8238,22.8698,0.9079,51.67,2.58
XGBoost,STI,20,20,2.2295,0.6113,134.3777,206.19,48.6065,0.5978,48.92,1.95
XGBoost,STI,120,1,0.6976,0.1686,42.7073,57.844,9.2,0.9655,50.69,1.57
XGBoost,STI,120,5,1.1442,0.3348,69.1092,100.3409,22.4165,0.906,50.44,1.82
XGBoost,STI,120,20,2.4168,0.7765,144.9782,212.647,55.9124,0.6277,49.71,3.31
LightGBM,None,20,1,0.7057,0.174,43.1483,58.8242,9.3053,0.9635,52.11,1.82
LightGBM,None,20,5,1.1676,0.3247,70.8326,100.5674,20.3475,0.9014,51.21,2.49
LightGBM,None,20,20,2.3094,0.5953,140.0637,207.3292,40.6623,0.5864,49.82,1.85
LightGBM,None,120,1,0.7043,0.1721,43.1054,57.8893,9.1775,0.9651,50.59,2.08
LightGBM,None,120,5,1.1848,0.3519,71.5599,101.3386,22.7035,0.8981,49.87,3.25
LightGBM,None,120,20,2.3944,0.772,143.6607,207.9074,54.7392,0.607,48.55,2.0
LightGBM,BI_Rate,20,1,0.7088,0.1713,43.3922,59.0388,9.1956,0.963,51.25,1.51
LightGBM,BI_Rate,20,5,1.1518,0.3353,69.7698,99.0833,21.1011,0.9069,51.98,2.83
LightGBM,BI_Rate,20,20,2.3076,0.6093,140.2208,203.9199,44.6275,0.6204,48.44,1.93
LightGBM,BI_Rate,120,1,0.7066,0.17,43.2537,58.068,8.8969,0.9642,50.94,2.03
LightGBM,BI_Rate,120,5,1.1827,0.354,71.4285,102.0964,22.1774,0.8969,50.59,4.09
LightGBM,BI_Rate,120,20,2.4184,0.7303,145.5869,210.5944,50.4278,0.5968,48.65,2.06
LightGBM,CPI,20,1,0.7065,0.1677,43.2646,58.6332,9.1796,0.9648,51.4,2.0
LightGBM,CPI,20,5,1.1666,0.3413,70.6365,100.6074,20.8122,0.9046,51.31,2.56
LightGBM,CPI,20,20,2.3428,0.5921,142.3638,211.3463,42.2179,0.5848,49.39,2.77
LightGBM,CPI,120,1,0.7074,0.1751,43.3069,58.1391,9.3032,0.9645,51.5,2.3
LightGBM,CPI,120,5,1.1744,0.3485,70.9008,100.2722,23.8369,0.905,50.59,4.17
LightGBM,CPI,120,20,2.3722,0.6814,142.8095,206.1339,49.2355,0.6143,49.5,1.32
LightGBM,M2,20,1,0.7108,0.1698,43.4989,58.8024,8.8457,0.9638,52.21,0.71
LightGBM,M2,20,5,1.1751,0.3277,71.1884,100.9648,20.8028,0.9015,49.77,2.3
LightGBM,M2,20,20,2.3688,0.5199,144.3448,211.0905,36.4265,0.5396,49.5,2.39
LightGBM,M2,120,1,0.7011,0.1685,42.9352,57.8953,9.2137,0.9651,51.86,1.83
LightGBM,M2,120,5,1.1783,0.3626,70.9812,101.3963,23.7967,0.9033,51.36,3.32
LightGBM,M2,120,20,2.3393,0.775,140.1479,202.7107,56.9557,0.6398,49.45,1.75
LightGBM,NPL_Ratio,20,1,0.7124,0.1703,43.6559,59.1138,8.7903,0.9627,50.64,2.69
LightGBM,NPL_Ratio,20,5,1.1781,0.3273,71.3496,101.0752,21.1386,0.8987,50.44,1.61
LightGBM,NPL_Ratio,20,20,2.3676,0.6105,143.248,210.8648,45.6216,0.5749,48.87,2.64
LightGBM,NPL_Ratio,120,1,0.7084,0.1658,43.4195,58.5402,9.1429,0.9636,49.87,1.78
LightGBM,NPL_Ratio,120,5,1.1782,0.357,71.1066,102.3211,22.4469,0.8976,50.59,2.96
LightGBM,NPL_Ratio,120,20,2.3502,0.7445,141.2916,202.4602,50.7179,0.6378,49.82,2.75
LightGBM,USDIDR,20,1,0.7032,0.1606,43.1327,58.0568,8.0747,0.9644,51.91,2.08
LightGBM,USDIDR,20,5,1.1736,0.3422,71.0507,99.2097,21.2908,0.908,51.88,3.23
LightGBM,USDIDR,20,20,2.3277,0.6519,140.3144,207.8936,51.7646,0.5952,49.82,2.44
LightGBM,USDIDR,120,1,0.7013,0.1619,43.0182,58.1337,8.1892,0.9635,51.04,3.18
LightGBM,USDIDR,120,5,1.1748,0.3409,70.9066,100.6725,22.141,0.9016,49.87,3.24
LightGBM,USDIDR,120,20,2.3744,0.6363,143.3149,206.1968,50.1657,0.6047,49.66,2.05
LightGBM,GDP,20,1,0.7074,0.1713,43.3126,58.9121,9.0033,0.9633,52.16,3.1
LightGBM,GDP,20,5,1.1585,0.334,70.1338,99.4161,20.6602,0.906,49.97,2.39
LightGBM,GDP,20,20,2.3385,0.5443,142.37,211.0878,35.3332,0.5406,49.23,1.26
LightGBM,GDP,120,1,0.7061,0.1738,43.2258,57.9914,9.0395,0.9644,50.59,2.26
LightGBM,GDP,120,5,1.1721,0.3569,70.7242,101.4499,23.0399,0.9016,51.52,3.76
LightGBM,GDP,120,20,2.3497,0.6859,141.591,206.1293,48.031,0.6019,50.29,1.75
LightGBM,US_Treasury_10Y,20,1,0.7197,0.1555,44.2488,59.6286,8.3945,0.9612,51.45,2.52
LightGBM,US_Treasury_10Y,20,5,1.2005,0.2754,73.105,105.2938,19.0924,0.8855,51.0,1.71
LightGBM,US_Treasury_10Y,20,20,2.4271,0.5338,147.2482,226.0797,45.0369,0.4615,50.34,2.5
LightGBM,US_Treasury_10Y,120,1,0.7214,0.1312,44.4952,59.4702,6.5543,0.9591,51.2,3.98
LightGBM,US_Treasury_10Y,120,5,1.2314,0.2723,75.1093,106.2061,17.6894,0.8754,49.1,2.17
LightGBM,US_Treasury_10Y,120,20,2.6433,0.49,162.3567,232.5767,33.3981,0.2436,49.5,1.32
LightGBM,Coal,20,1,0.7161,0.1575,44.0165,58.9751,8.4224,0.9632,49.01,1.68
LightGBM,Coal,20,5,1.1718,0.3343,71.1382,101.0316,22.2181,0.905,50.75,2.71
LightGBM,Coal,20,20,2.4392,0.5353,149.0303,217.5073,40.3128,0.5426,49.18,1.89
LightGBM,Coal,120,1,0.7187,0.1613,44.1283,58.7888,7.9526,0.9623,49.72,0.77
LightGBM,Coal,120,5,1.1862,0.3102,71.9888,101.7841,19.7155,0.894,50.49,2.32
LightGBM,Coal,120,20,2.4731,0.6184,149.9683,216.6134,44.2538,0.4839,49.39,2.4
LightGBM,Copper,20,1,0.7007,0.1615,42.9658,58.4872,8.5757,0.9634,51.81,1.86
LightGBM,Copper,20,5,1.1365,0.3186,68.8554,98.9488,20.7345,0.9061,52.7,3.86
LightGBM,Copper,20,20,2.2807,0.5263,137.9633,210.3856,41.91,0.5336,49.76,2.09
LightGBM,Copper,120,1,0.7118,0.1676,43.648,58.6008,8.8998,0.964,50.28,1.27
LightGBM,Copper,120,5,1.1855,0.3168,71.6851,103.6062,21.013,0.8962,52.13,2.56
LightGBM,Copper,120,20,2.2549,0.5839,136.1094,201.5107,43.6036,0.5876,49.82,2.39
LightGBM,Nickel,20,1,0.7118,0.156,43.7045,59.2352,8.396,0.9625,49.72,2.53
LightGBM,Nickel,20,5,1.1682,0.3068,70.8821,101.795,20.7216,0.9005,50.39,1.93
LightGBM,Nickel,20,20,2.3402,0.4455,143.2703,212.4666,30.836,0.5126,50.13,1.2
LightGBM,Nickel,120,1,0.7008,0.1597,43.021,57.6759,8.3157,0.9629,49.97,1.6
LightGBM,Nickel,120,5,1.1925,0.2923,72.5006,102.7346,18.731,0.889,49.36,1.82
LightGBM,Nickel,120,20,2.4864,0.5126,151.1258,220.9914,38.392,0.4725,49.08,0.99
LightGBM,Silver,20,1,0.7063,0.1633,43.3775,58.8251,8.7078,0.9635,53.28,1.33
LightGBM,Silver,20,5,1.1447,0.2896,69.5998,100.6978,19.094,0.8977,51.72,2.43
LightGBM,Silver,20,20,2.4036,0.5276,146.0156,221.9784,43.0877,0.4883,49.55,1.92
LightGBM,Silver,120,1,0.6987,0.1567,42.9596,57.5657,8.5872,0.9653,52.06,4.65
LightGBM,Silver,120,5,1.1701,0.3364,70.5898,101.2871,22.3441,0.8983,49.97,2.64
LightGBM,Silver,120,20,2.3118,0.702,138.7114,207.5006,53.3738,0.5684,50.61,1.85
LightGBM,Tin,20,1,0.7205,0.141,44.4092,59.8256,6.9421,0.9592,51.04,2.74
LightGBM,Tin,20,5,1.1542,0.2752,70.1915,100.5144,18.3103,0.8961,50.95,2.9
LightGBM,Tin,20,20,2.4256,0.577,146.6821,220.3183,44.1009,0.5252,48.5,2.74
LightGBM,Tin,120,1,0.7143,0.1579,43.86,59.165,7.8184,0.9613,50.84,0.96
LightGBM,Tin,120,5,1.1827,0.2918,71.7199,100.8987,19.0539,0.8938,49.72,1.43
LightGBM,Tin,120,20,2.3825,0.599,143.4966,214.9809,47.4189,0.5611,49.34,1.79
LightGBM,Gold,20,1,0.7045,0.1682,43.1043,58.2642,8.9957,0.9645,50.99,1.93
LightGBM,Gold,20,5,1.1356,0.3012,69.0026,98.8159,19.5219,0.9049,50.08,1.91
LightGBM,Gold,20,20,2.4149,0.6419,146.0346,221.7925,46.2176,0.4795,49.76,1.18
LightGBM,Gold,120,1,0.7096,0.1632,43.5379,58.3081,8.5604,0.9632,50.13,2.1
LightGBM,Gold,120,5,1.1556,0.3251,69.9404,100.6305,20.7794,0.9003,50.64,1.87
LightGBM,Gold,120,20,2.2416,0.6302,135.0243,203.3846,50.7709,0.6141,49.76,2.31
LightGBM,WTI,20,1,0.7107,0.1584,43.6647,59.0927,7.8539,0.9619,51.6,2.76
LightGBM,WTI,20,5,1.183,0.3317,71.7632,103.0943,21.1414,0.8979,50.13,1.79
LightGBM,WTI,20,20,2.2857,0.6239,138.366,203.8556,50.1704,0.6376,49.5,2.4
LightGBM,WTI,120,1,0.7094,0.1625,43.5367,58.1311,8.1835,0.9637,49.21,2.69
LightGBM,WTI,120,5,1.1782,0.3243,71.3251,101.2751,19.8828,0.899,50.03,2.68
LightGBM,WTI,120,20,2.3002,0.7334,137.9553,198.5639,49.1078,0.6123,49.29,1.98
LightGBM,STI,20,1,0.7118,0.1565,43.6916,59.2755,8.191,0.9628,50.28,1.04
LightGBM,STI,20,5,1.1611,0.3113,70.4282,101.1714,20.147,0.9014,52.34,1.93
LightGBM,STI,20,20,2.402,0.6115,145.1979,215.8708,46.1698,0.5791,48.18,2.75
LightGBM,STI,120,1,0.696,0.1667,42.6367,57.925,8.8932,0.9653,52.93,2.13
LightGBM,STI,120,5,1.1821,0.3518,71.3702,102.1641,23.0353,0.9045,50.39,2.56
LightGBM,STI,120,20,2.3754,0.7116,143.0658,206.1989,51.3603,0.6399,49.71,3.74
