Model,Covariates,Window,Horizon,mape,mae,rmse,r2,da,mase,hit_large
XGBoost,WTI,120,1,0.5126,36.4143,48.3452,0.9714,52.85,0.9843,54.74
XGBoost,WTI,120,5,0.8502,60.3394,80.2434,0.9215,49.62,1.631,55.47
XGBoost,WTI,120,20,1.3789,98.4049,140.3803,0.7618,47.98,2.6599,52.21
XGBoost,STI,20,1,0.5044,35.8449,47.9657,0.9718,53.42,0.9689,48.18
XGBoost,STI,20,5,0.8581,60.9809,79.7538,0.9224,45.8,1.6483,50.36
XGBoost,STI,20,20,1.3681,97.643,139.3235,0.7654,48.55,2.6393,52.21
XGBoost,STI,120,1,0.5124,36.4013,48.5514,0.9711,50.38,0.9839,51.82
XGBoost,STI,120,5,0.8449,60.0459,78.6184,0.9246,46.76,1.623,54.74
XGBoost,STI,120,20,1.3547,96.7402,135.1515,0.7793,48.75,2.6149,55.15
LightGBM,None,20,1,0.5046,35.8743,47.886,0.9719,54.18,0.9697,51.82
LightGBM,None,20,5,0.8531,60.6346,79.6521,0.9226,48.28,1.6389,51.09
LightGBM,None,20,20,1.3996,99.9117,142.3469,0.7551,49.33,2.7006,52.21
LightGBM,None,120,1,0.5099,36.2415,47.9846,0.9718,50.57,0.9796,56.93
LightGBM,None,120,5,0.8514,60.5001,79.6434,0.9227,47.52,1.6353,54.74
LightGBM,None,120,20,1.3849,98.751,138.0916,0.7696,47.21,2.6692,52.94
LightGBM,BI_Rate,20,1,0.5046,35.8743,47.886,0.9719,54.18,0.9697,51.82
LightGBM,BI_Rate,20,5,0.8531,60.6346,79.6521,0.9226,48.28,1.6389,51.09
LightGBM,BI_Rate,20,20,1.3996,99.9117,142.3469,0.7551,49.33,2.7006,52.21
LightGBM,BI_Rate,120,1,0.5099,36.2415,47.9846,0.9718,50.57,0.9796,56.93
LightGBM,BI_Rate,120,5,0.8514,60.5001,79.6434,0.9227,47.52,1.6353,54.74
LightGBM,BI_Rate,120,20,1.3849,98.751,138.0916,0.7696,47.21,2.6692,52.94
LightGBM,CPI,20,1,0.5047,35.8779,47.8808,0.9719,53.99,0.9698,52.55
LightGBM,CPI,20,5,0.8528,60.6199,79.6419,0.9227,48.28,1.6386,51.82
LightGBM,CPI,20,20,1.3974,99.7564,142.2268,0.7555,49.52,2.6964,52.21
LightGBM,CPI,120,1,0.5098,36.2346,47.9898,0.9718,50.76,0.9794,55.47
LightGBM,CPI,120,5,0.8526,60.5852,79.7479,0.9225,48.09,1.6376,54.74
LightGBM,CPI,120,20,1.392,99.2448,138.9119,0.7668,47.4,2.6826,52.94
LightGBM,M2,20,1,0.5047,35.8779,47.8808,0.9719,53.99,0.9698,52.55
LightGBM,M2,20,5,0.8528,60.6199,79.6419,0.9227,48.28,1.6386,51.82
LightGBM,M2,20,20,1.3974,99.7564,142.2268,0.7555,49.52,2.6964,52.21
LightGBM,M2,120,1,0.5102,36.2638,48.0132,0.9718,50.95,0.9802,57.66
LightGBM,M2,120,5,0.8518,60.524,79.6953,0.9226,47.9,1.636,54.74
LightGBM,M2,120,20,1.3899,99.1025,138.4947,0.7682,47.59,2.6787,52.94
LightGBM,NPL_Ratio,20,1,0.5047,35.8779,47.8808,0.9719,53.99,0.9698,52.55
LightGBM,NPL_Ratio,20,5,0.8528,60.6199,79.6419,0.9227,48.28,1.6386,51.82
LightGBM,NPL_Ratio,20,20,1.3974,99.7564,142.2268,0.7555,49.52,2.6964,52.21
LightGBM,NPL_Ratio,120,1,0.5102,36.2638,48.0132,0.9718,50.95,0.9802,57.66
LightGBM,NPL_Ratio,120,5,0.8518,60.524,79.6953,0.9226,47.9,1.636,54.74
LightGBM,NPL_Ratio,120,20,1.3899,99.1025,138.4947,0.7682,47.59,2.6787,52.94
LightGBM,USDIDR,20,1,0.5028,35.7346,47.7901,0.972,53.42,0.9659,52.55
LightGBM,USDIDR,20,5,0.8471,60.2033,79.457,0.923,48.47,1.6273,55.47
LightGBM,USDIDR,20,20,1.4106,100.6895,143.723,0.7504,49.52,2.7216,54.41
LightGBM,USDIDR,120,1,0.5094,36.2014,48.2357,0.9715,48.48,0.9785,48.18
LightGBM,USDIDR,120,5,0.8494,60.3818,79.4482,0.923,48.66,1.6321,54.74
LightGBM,USDIDR,120,20,1.4166,100.9866,139.1047,0.7662,47.4,2.7297,50.0
LightGBM,GDP,20,1,0.5047,35.8779,47.8808,0.9719,53.99,0.9698,52.55
LightGBM,GDP,20,5,0.8528,60.6199,79.6419,0.9227,48.28,1.6386,51.82
LightGBM,GDP,20,20,1.3974,99.7564,142.2268,0.7555,49.52,2.6964,52.21
LightGBM,GDP,120,1,0.5102,36.2638,48.0132,0.9718,50.95,0.9802,57.66
LightGBM,GDP,120,5,0.8518,60.524,79.6953,0.9226,47.9,1.636,54.74
LightGBM,GDP,120,20,1.3899,99.1025,138.4947,0.7682,47.59,2.6787,52.94
LightGBM,US_Treasury_10Y,20,1,0.5076,36.0888,48.0256,0.9718,52.66,0.9755,54.01
LightGBM,US_Treasury_10Y,20,5,0.8572,60.9361,80.0236,0.9219,46.56,1.6471,52.55
LightGBM,US_Treasury_10Y,20,20,1.423,101.6208,146.1406,0.7419,48.55,2.7468,52.21
LightGBM,US_Treasury_10Y,120,1,0.5123,36.4197,48.1251,0.9717,53.04,0.9844,58.39
LightGBM,US_Treasury_10Y,120,5,0.8701,61.8583,81.0093,0.92,47.14,1.672,51.82
LightGBM,US_Treasury_10Y,120,20,1.4184,101.2219,145.8967,0.7428,47.98,2.736,52.21
LightGBM,Coal,20,1,0.5043,35.8506,47.824,0.972,50.76,0.969,54.01
LightGBM,Coal,20,5,0.8442,60.0126,79.2595,0.9234,49.05,1.6221,56.93
LightGBM,Coal,20,20,1.4002,99.9871,141.6333,0.7576,48.94,2.7026,56.62
LightGBM,Coal,120,1,0.5138,36.525,48.0949,0.9717,50.0,0.9873,59.12
LightGBM,Coal,120,5,0.8558,60.8773,80.5686,0.9209,48.47,1.6455,55.47
LightGBM,Coal,120,20,1.38,98.4253,138.8223,0.7671,48.17,2.6604,51.47
LightGBM,Copper,20,1,0.5085,36.1381,48.1104,0.9717,51.14,0.9768,56.2
LightGBM,Copper,20,5,0.8565,60.8922,80.3754,0.9212,47.14,1.6459,53.28
LightGBM,Copper,20,20,1.3871,99.0941,142.9228,0.7531,49.33,2.6785,55.15
LightGBM,Copper,120,1,0.5146,36.5696,48.4955,0.9712,50.38,0.9885,54.74
LightGBM,Copper,120,5,0.8655,61.5121,81.4615,0.9191,47.52,1.6627,51.82
LightGBM,Copper,120,20,1.4067,100.4198,143.7046,0.7504,48.36,2.7143,52.94
LightGBM,Nickel,20,1,0.5107,36.3075,48.2471,0.9715,49.81,0.9814,48.91
LightGBM,Nickel,20,5,0.8459,60.1602,79.637,0.9227,48.28,1.6261,54.01
LightGBM,Nickel,20,20,1.3933,99.4974,142.3495,0.7551,49.52,2.6894,55.15
LightGBM,Nickel,120,1,0.5152,36.6146,48.4854,0.9712,48.86,0.9897,50.36
LightGBM,Nickel,120,5,0.8505,60.4753,79.6327,0.9227,48.66,1.6346,56.93
LightGBM,Nickel,120,20,1.4265,101.7955,143.9796,0.7495,48.75,2.7515,52.94
LightGBM,Silver,20,1,0.5034,35.7867,47.8651,0.972,55.13,0.9673,56.2
LightGBM,Silver,20,5,0.8408,59.7369,78.7023,0.9245,48.85,1.6147,54.74
LightGBM,Silver,20,20,1.3645,97.4137,139.3689,0.7653,49.71,2.6331,53.68
LightGBM,Silver,120,1,0.505,35.8936,47.9769,0.9718,53.42,0.9702,53.28
LightGBM,Silver,120,5,0.844,59.9295,79.0097,0.9239,48.47,1.6199,55.47
LightGBM,Silver,120,20,1.377,98.086,137.3484,0.772,47.98,2.6513,50.0
LightGBM,Tin,20,1,0.5041,35.8336,47.6484,0.9722,52.28,0.9686,57.66
LightGBM,Tin,20,5,0.8504,60.4404,78.9597,0.924,46.95,1.6337,54.01
LightGBM,Tin,20,20,1.3867,99.0338,141.0356,0.7596,48.75,2.6769,52.94
LightGBM,Tin,120,1,0.5047,35.8834,47.7526,0.9721,52.28,0.9699,56.93
LightGBM,Tin,120,5,0.8577,60.9836,79.8739,0.9222,48.09,1.6484,55.47
LightGBM,Tin,120,20,1.3916,99.24,138.3178,0.7688,47.78,2.6825,50.0
LightGBM,Gold,20,1,0.5041,35.8327,47.8161,0.972,52.47,0.9686,54.01
LightGBM,Gold,20,5,0.8399,59.6824,78.6337,0.9246,45.23,1.6132,52.55
LightGBM,Gold,20,20,1.3852,98.9308,141.9842,0.7564,50.87,2.6741,54.41
LightGBM,Gold,120,1,0.5076,36.0739,48.1375,0.9716,50.76,0.9751,52.55
LightGBM,Gold,120,5,0.837,59.4435,78.5627,0.9247,45.61,1.6068,51.09
LightGBM,Gold,120,20,1.3712,97.666,136.1892,0.7759,49.52,2.6399,50.0
LightGBM,WTI,20,1,0.5047,35.8719,47.9446,0.9719,55.51,0.9696,56.2
LightGBM,WTI,20,5,0.8502,60.4323,79.4805,0.923,49.24,1.6335,55.47
LightGBM,WTI,20,20,1.3892,99.2546,142.5133,0.7546,48.55,2.6828,52.94
LightGBM,WTI,120,1,0.5121,36.3832,48.3614,0.9714,52.85,0.9834,54.74
LightGBM,WTI,120,5,0.8474,60.204,80.1779,0.9216,50.57,1.6273,58.39
LightGBM,WTI,120,20,1.3853,98.9334,143.6733,0.7505,48.55,2.6742,53.68
LightGBM,STI,20,1,0.5054,35.9221,48.0069,0.9718,50.95,0.971,46.72
LightGBM,STI,20,5,0.8479,60.265,79.2841,0.9234,46.37,1.629,49.64
LightGBM,STI,20,20,1.3819,98.6502,141.4491,0.7582,48.17,2.6665,53.68
LightGBM,STI,120,1,0.5066,35.9967,48.0508,0.9717,52.66,0.973,51.09
LightGBM,STI,120,5,0.8401,59.6979,78.4475,0.925,47.9,1.6136,54.74
LightGBM,STI,120,20,1.3771,98.3168,136.8288,0.7737,47.78,2.6575,53.68
