Date,IHSG
05/07/2024,7253.372
04/07/2024,7220.889
03/07/2024,7196.755
02/07/2024,7125.142
01/07/2024,7139.626
28/06/2024,7063.577
27/06/2024,6967.951
26/06/2024,6905.642
25/06/2024,6882.704
24/06/2024,6889.165
21/06/2024,6879.978
20/06/2024,6819.321
19/06/2024,6726.919
14/06/2024,6734.832
13/06/2024,6831.564
12/06/2024,6850.097
11/06/2024,6855.691
10/06/2024,6921.548
07/06/2024,6897.95
06/06/2024,6974.897
05/06/2024,6947.67
04/06/2024,7099.312
03/06/2024,7036.191
31/05/2024,6970.736
30/05/2024,7034.142
29/05/2024,7140.229
28/05/2024,7253.626
27/05/2024,7176.42
22/05/2024,7222.382
21/05/2024,7186.037
20/05/2024,7266.691
17/05/2024,7317.238
16/05/2024,7246.696
15/05/2024,7179.831
14/05/2024,7083.763
13/05/2024,7099.261
08/05/2024,7088.795
07/05/2024,7123.612
06/05/2024,7135.89
03/05/2024,7134.724
02/05/2024,7117.425
30/04/2024,7234.197
29/04/2024,7155.784
26/04/2024,7036.075
25/04/2024,7155.294
24/04/2024,7174.533
23/04/2024,7110.813
22/04/2024,7073.82
19/04/2024,7087.317
18/04/2024,7166.814
17/04/2024,7130.841
16/04/2024,7164.807
05/04/2024,7286.882
04/04/2024,7254.399
03/04/2024,7166.844
02/04/2024,7236.984
01/04/2024,7205.061
28/03/2024,7288.813
27/03/2024,7310.092
26/03/2024,7365.664
25/03/2024,7377.76
22/03/2024,7350.152
21/03/2024,7338.353
20/03/2024,7331.128
19/03/2024,7336.746
18/03/2024,7302.449
15/03/2024,7328.054
14/03/2024,7433.315
13/03/2024,7421.207
08/03/2024,7381.907
07/03/2024,7373.964
06/03/2024,7329.801
05/03/2024,7247.46
04/03/2024,7276.749
01/03/2024,7311.907
29/02/2024,7316.111
28/02/2024,7328.636
27/02/2024,7285.317
26/02/2024,7283.823
23/02/2024,7295.095
22/02/2024,7339.636
21/02/2024,7349.021
20/02/2024,7352.601
19/02/2024,7296.702
16/02/2024,7335.545
15/02/2024,7303.281
13/02/2024,7209.741
12/02/2024,7297.669
07/02/2024,7235.152
06/02/2024,7247.408
05/02/2024,7198.615
02/02/2024,7238.785
01/02/2024,7201.696
31/01/2024,7207.941
30/01/2024,7192.216
29/01/2024,7157.175
26/01/2024,7137.088
25/01/2024,7178.042
24/01/2024,7227.823
23/01/2024,7256.229
22/01/2024,7247.928
19/01/2024,7227.402
18/01/2024,7252.967
17/01/2024,7200.635
16/01/2024,7242.787
15/01/2024,7224.001
12/01/2024,7241.138
11/01/2024,7219.964
10/01/2024,7227.297
09/01/2024,7200.203
08/01/2024,7283.575
05/01/2024,7350.619
04/01/2024,7359.763
03/01/2024,7279.091
02/01/2024,7323.588
29/12/2023,7272.797
28/12/2023,7303.888
27/12/2023,7245.916
22/12/2023,7237.519
21/12/2023,7209.619
20/12/2023,7219.667
19/12/2023,7187.846
18/12/2023,7119.525
15/12/2023,7190.988
14/12/2023,7176.016
13/12/2023,7075.341
12/12/2023,7125.307
11/12/2023,7088.785
08/12/2023,7159.598
07/12/2023,7134.623
06/12/2023,7087.395
05/12/2023,7100.855
04/12/2023,7093.6
01/12/2023,7059.906
30/11/2023,7080.741
29/11/2023,7036.087
28/11/2023,7041.073
27/11/2023,7013.406
24/11/2023,7009.631
23/11/2023,7004.344
22/11/2023,6906.953
21/11/2023,6961.79
20/11/2023,6994.888
17/11/2023,6977.668
16/11/2023,6958.008
15/11/2023,6958.205
14/11/2023,6862.055
13/11/2023,6838.312
10/11/2023,6809.263
09/11/2023,6838.233
08/11/2023,6804.106
07/11/2023,6843.79
06/11/2023,6878.836
03/11/2023,6788.85
02/11/2023,6751.386
01/11/2023,6642.418
31/10/2023,6752.211
30/10/2023,6735.892
27/10/2023,6758.793
26/10/2023,6714.519
25/10/2023,6834.388
24/10/2023,6806.762
23/10/2023,6741.964
20/10/2023,6849.168
19/10/2023,6846.427
18/10/2023,6927.906
17/10/2023,6939.615
16/10/2023,6896.292
13/10/2023,6926.78
12/10/2023,6935.151
11/10/2023,6931.753
10/10/2023,6922.188
09/10/2023,6891.455
06/10/2023,6888.518
05/10/2023,6874.826
04/10/2023,6886.576
03/10/2023,6940.887
02/10/2023,6961.459
29/09/2023,6939.892
27/09/2023,6937.828
26/09/2023,6923.8
25/09/2023,6998.381
22/09/2023,7016.844
21/09/2023,6991.466
20/09/2023,7011.681
19/09/2023,6980.321
18/09/2023,6936.083
15/09/2023,6982.791
14/09/2023,6959.333
13/09/2023,6935.476
12/09/2023,6933.969
11/09/2023,6963.393
08/09/2023,6924.78
07/09/2023,6954.808
06/09/2023,6995.953
05/09/2023,6991.708
04/09/2023,6996.75
01/09/2023,6977.654
31/08/2023,6953.26
30/08/2023,6966.656
29/08/2023,6957.835
28/08/2023,6921.727
25/08/2023,6895.443
24/08/2023,6899.392
23/08/2023,6921.41
22/08/2023,6916.45
21/08/2023,6866.033
18/08/2023,6859.912
16/08/2023,6900.538
15/08/2023,6915.101
14/08/2023,6910.172
11/08/2023,6879.979
10/08/2023,6893.276
09/08/2023,6875.112
08/08/2023,6868.813
07/08/2023,6886.366
04/08/2023,6852.842
03/08/2023,6898.077
02/08/2023,6854.51
01/08/2023,6886.496
31/07/2023,6931.359
28/07/2023,6900.23
27/07/2023,6896.663
26/07/2023,6948.279
25/07/2023,6917.711
24/07/2023,6899.396
21/07/2023,6880.802
20/07/2023,6864.189
18/07/2023,6830.203
17/07/2023,6867.144
14/07/2023,6869.572
13/07/2023,6810.213
12/07/2023,6808.209
11/07/2023,6796.924
10/07/2023,6731.038
07/07/2023,6716.459
06/07/2023,6757.331
05/07/2023,6718.977
04/07/2023,6681.754
03/07/2023,6696.716
27/06/2023,6661.879
26/06/2023,6664.668
23/06/2023,6639.733
22/06/2023,6652.261
21/06/2023,6702.625
20/06/2023,6660.455
19/06/2023,6686.059
16/06/2023,6698.547
15/06/2023,6713.795
14/06/2023,6699.717
13/06/2023,6719.014
12/06/2023,6722.373
09/06/2023,6694.024
08/06/2023,6666.33
07/06/2023,6619.755
06/06/2023,6618.923
05/06/2023,6633.437
31/05/2023,6633.261
30/05/2023,6636.423
29/05/2023,6681.102
26/05/2023,6687.001
25/05/2023,6704.231
24/05/2023,6745.804
23/05/2023,6736.684
22/05/2023,6729.647
19/05/2023,6700.561
17/05/2023,6663.114
16/05/2023,6676.564
15/05/2023,6711.74
12/05/2023,6707.763
11/05/2023,6755.938
10/05/2023,6811.905
09/05/2023,6779.98
08/05/2023,6769.631
05/05/2023,6787.631
04/05/2023,6844.027
03/05/2023,6812.722
02/05/2023,6863.302
28/04/2023,6915.716
27/04/2023,6945.477
26/04/2023,6910.147
18/04/2023,6821.807
17/04/2023,6787.582
14/04/2023,6818.574
13/04/2023,6785.598
12/04/2023,6798.964
11/04/2023,6811.314
10/04/2023,6771.235
06/04/2023,6792.765
05/04/2023,6819.675
04/04/2023,6833.178
03/04/2023,6827.175
31/03/2023,6805.277
30/03/2023,6808.951
29/03/2023,6839.436
28/03/2023,6760.328
27/03/2023,6708.933
24/03/2023,6762.254
21/03/2023,6691.611
20/03/2023,6612.49
17/03/2023,6678.237
16/03/2023,6565.728
15/03/2023,6628.137
14/03/2023,6641.814
13/03/2023,6786.955
10/03/2023,6765.302
09/03/2023,6799.795
08/03/2023,6776.37
07/03/2023,6766.758
06/03/2023,6807.001
03/03/2023,6813.636
02/03/2023,6857.415
01/03/2023,6844.936
28/02/2023,6843.239
27/02/2023,6854.777
24/02/2023,6856.576
23/02/2023,6839.454
22/02/2023,6809.968
21/02/2023,6873.405
20/02/2023,6894.717
17/02/2023,6895.714
16/02/2023,6895.664
15/02/2023,6914.538
14/02/2023,6941.855
13/02/2023,6900.14
10/02/2023,6880.329
09/02/2023,6897.365
08/02/2023,6940.124
07/02/2023,6935.301
06/02/2023,6873.791
03/02/2023,6911.732
02/02/2023,6890.572
01/02/2023,6862.258
31/01/2023,6839.342
30/01/2023,6872.481
27/01/2023,6898.981
26/01/2023,6864.818
25/01/2023,6829.93
24/01/2023,6860.854
20/01/2023,6874.931
19/01/2023,6819.907
18/01/2023,6765.786
17/01/2023,6767.34
16/01/2023,6688.057
13/01/2023,6641.83
12/01/2023,6629.934
11/01/2023,6584.453
10/01/2023,6622.499
09/01/2023,6688.265
06/01/2023,6684.558
05/01/2023,6653.841
04/01/2023,6813.239
03/01/2023,6888.758
02/01/2023,6850.984
30/12/2022,6850.619
29/12/2022,6860.077
28/12/2022,6850.52
27/12/2022,6923.027
26/12/2022,6835.808
23/12/2022,6800.673
22/12/2022,6824.432
21/12/2022,6820.663
20/12/2022,6768.316
19/12/2022,6779.698
16/12/2022,6812.193
15/12/2022,6751.86
14/12/2022,6801.749
13/12/2022,6810.316
12/12/2022,6734.452
09/12/2022,6715.118
08/12/2022,6804.227
07/12/2022,6818.752
06/12/2022,6892.57
05/12/2022,6987.328
02/12/2022,7019.639
01/12/2022,7020.803
30/11/2022,7081.313
29/11/2022,7012.069
28/11/2022,7017.358
25/11/2022,7053.15
24/11/2022,7080.515
23/11/2022,7054.123
22/11/2022,7030.588
21/11/2022,7063.247
18/11/2022,7082.181
17/11/2022,7044.986
16/11/2022,7014.384
15/11/2022,7035.5
14/11/2022,7019.392
11/11/2022,7089.206
10/11/2022,6966.837
09/11/2022,7070.084
08/11/2022,7050.126
07/11/2022,7102.396
04/11/2022,7045.527
03/11/2022,7034.573
02/11/2022,7015.69
01/11/2022,7052.303
31/10/2022,7098.89
28/10/2022,7056.04
27/10/2022,7091.761
26/10/2022,7043.939
25/10/2022,7048.38
24/10/2022,7053.044
21/10/2022,7017.771
20/10/2022,6980.652
19/10/2022,6860.416
18/10/2022,6834.494
17/10/2022,6831.115
14/10/2022,6814.53
13/10/2022,6880.625
12/10/2022,6909.209
11/10/2022,6939.145
10/10/2022,6994.395
07/10/2022,7026.783
06/10/2022,7076.623
05/10/2022,7075.385
04/10/2022,7072.256
03/10/2022,7009.718
30/09/2022,7040.798
29/09/2022,7036.198
28/09/2022,7077.031
27/09/2022,7112.449
26/09/2022,7127.503
23/09/2022,7178.583
22/09/2022,7218.906
21/09/2022,7188.314
20/09/2022,7196.951
19/09/2022,7195.488
16/09/2022,7168.87
15/09/2022,7305.601
14/09/2022,7278.078
13/09/2022,7318.016
12/09/2022,7254.464
09/09/2022,7242.656
08/09/2022,7232.017
07/09/2022,7186.757
06/09/2022,7233.155
05/09/2022,7231.883
02/09/2022,7177.179
01/09/2022,7153.104
31/08/2022,7178.59
30/08/2022,7159.473
29/08/2022,7132.045
26/08/2022,7135.248
25/08/2022,7174.208
24/08/2022,7194.706
23/08/2022,7163.265
22/08/2022,7107.983
19/08/2022,7172.434
18/08/2022,7186.558
16/08/2022,7133.453
15/08/2022,7093.276
12/08/2022,7129.277
11/08/2022,7160.385
10/08/2022,7086.236
09/08/2022,7102.88
08/08/2022,7086.849
05/08/2022,7084.655
04/08/2022,7057.348
03/08/2022,7046.635
02/08/2022,6988.157
01/08/2022,6968.783
29/07/2022,6951.123
28/07/2022,6956.817
27/07/2022,6898.216
26/07/2022,6871.537
25/07/2022,6858.407
22/07/2022,6886.962
21/07/2022,6864.131
20/07/2022,6874.743
19/07/2022,6736.092
18/07/2022,6659.253
15/07/2022,6651.905
14/07/2022,6690.087
13/07/2022,6640.99
12/07/2022,6718.294
11/07/2022,6722.145
08/07/2022,6740.219
07/07/2022,6652.587
06/07/2022,6646.41
05/07/2022,6703.266
04/07/2022,6639.172
01/07/2022,6794.328
30/06/2022,6911.582
29/06/2022,6942.351
28/06/2022,6996.456
27/06/2022,7016.055
24/06/2022,7042.937
23/06/2022,6998.267
22/06/2022,6984.311
21/06/2022,7044.071
20/06/2022,6976.377
17/06/2022,6936.967
16/06/2022,7050.326
15/06/2022,7007.05
14/06/2022,7049.882
13/06/2022,6995.442
10/06/2022,7086.648
09/06/2022,7182.83
08/06/2022,7193.314
07/06/2022,7141.045
06/06/2022,7096.582
03/06/2022,7182.961
02/06/2022,7148.723
31/05/2022,7148.97
30/05/2022,7037.565
27/05/2022,7026.256
25/05/2022,6883.504
24/05/2022,6914.141
23/05/2022,6840.775
20/05/2022,6918.144
19/05/2022,6823.335
18/05/2022,6793.414
17/05/2022,6644.467
13/05/2022,6597.993
12/05/2022,6599.84
11/05/2022,6816.203
10/05/2022,6819.794
09/05/2022,6909.751
28/04/2022,7228.914
27/04/2022,7196.764
26/04/2022,7232.153
25/04/2022,7215.979
22/04/2022,7225.606
21/04/2022,7276.193
20/04/2022,7227.362
19/04/2022,7199.232
18/04/2022,7275.289
14/04/2022,7235.532
13/04/2022,7262.777
12/04/2022,7214.781
11/04/2022,7203.794
08/04/2022,7210.835
07/04/2022,7127.367
06/04/2022,7104.216
05/04/2022,7148.299
04/04/2022,7116.218
01/04/2022,7078.76
31/03/2022,7071.442
30/03/2022,7053.19
29/03/2022,7011.689
28/03/2022,7049.603
25/03/2022,7002.532
24/03/2022,7049.685
23/03/2022,6996.115
22/03/2022,7000.822
21/03/2022,6955.181
18/03/2022,6954.965
17/03/2022,6964.385
16/03/2022,6992.395
15/03/2022,6918.185
14/03/2022,6952.204
11/03/2022,6922.602
10/03/2022,6924.008
09/03/2022,6864.441
08/03/2022,6814.183
07/03/2022,6869.066
04/03/2022,6928.328
02/03/2022,6868.402
01/03/2022,6921.441
25/02/2022,6888.171
24/02/2022,6817.82
23/02/2022,6920.056
22/02/2022,6861.994
21/02/2022,6902.965
18/02/2022,6892.818
17/02/2022,6835.117
16/02/2022,6850.198
15/02/2022,6807.497
14/02/2022,6734.486
11/02/2022,6815.607
10/02/2022,6823.642
09/02/2022,6834.606
08/02/2022,6789.522
07/02/2022,6804.937
04/02/2022,6731.391
03/02/2022,6683.851
02/02/2022,6707.652
31/01/2022,6631.151
28/01/2022,6645.511
27/01/2022,6611.161
26/01/2022,6600.819
25/01/2022,6568.173
24/01/2022,6655.166
21/01/2022,6726.373
20/01/2022,6626.871
19/01/2022,6591.981
18/01/2022,6614.059
17/01/2022,6645.048
14/01/2022,6693.401
13/01/2022,6658.356
12/01/2022,6647.065
11/01/2022,6647.97
10/01/2022,6691.124
07/01/2022,6701.316
06/01/2022,6653.351
05/01/2022,6662.299
04/01/2022,6695.373
03/01/2022,6665.308
30/12/2021,6581.482
29/12/2021,6600.677
28/12/2021,6598.343
27/12/2021,6575.444
24/12/2021,6562.9
23/12/2021,6555.551
22/12/2021,6529.593
21/12/2021,6554.309
20/12/2021,6547.112
17/12/2021,6601.932
16/12/2021,6594.798
15/12/2021,6626.257
14/12/2021,6615.637
13/12/2021,6662.871
10/12/2021,6652.922
09/12/2021,6643.932
08/12/2021,6603.798
07/12/2021,6602.569
06/12/2021,6547.116
03/12/2021,6538.506
02/12/2021,6583.82
01/12/2021,6507.677
30/11/2021,6533.932
29/11/2021,6608.29
26/11/2021,6561.553
25/11/2021,6699.346
24/11/2021,6683.277
23/11/2021,6677.876
22/11/2021,6723.386
19/11/2021,6720.263
18/11/2021,6636.469
17/11/2021,6675.804
16/11/2021,6651.207
15/11/2021,6616.029
12/11/2021,6651.054
11/11/2021,6691.342
10/11/2021,6683.145
09/11/2021,6669.925
08/11/2021,6632.297
05/11/2021,6581.785
04/11/2021,6586.443
03/11/2021,6552.13
02/11/2021,6493.275
01/11/2021,6552.889
29/10/2021,6591.346
28/10/2021,6524.076
27/10/2021,6602.209
26/10/2021,6656.937
25/10/2021,6625.697
22/10/2021,6643.738
21/10/2021,6632.972
19/10/2021,6655.998
18/10/2021,6658.768
15/10/2021,6633.338
14/10/2021,6626.114
13/10/2021,6536.904
12/10/2021,6486.267
11/10/2021,6459.697
08/10/2021,6481.769
07/10/2021,6416.396
06/10/2021,6417.323
05/10/2021,6288.049
04/10/2021,6342.686
01/10/2021,6228.845
30/09/2021,6286.943
29/09/2021,6162.554
28/09/2021,6113.112
27/09/2021,6122.495
24/09/2021,6144.815
23/09/2021,6142.712
22/09/2021,6108.265
21/09/2021,6060.757
20/09/2021,6076.315
17/09/2021,6133.246
16/09/2021,6109.942
15/09/2021,6110.229
14/09/2021,6129.095
13/09/2021,6088.157
10/09/2021,6094.873
09/09/2021,6068.219
08/09/2021,6026.02
07/09/2021,6112.4
06/09/2021,6126.938
03/09/2021,6126.921
02/09/2021,6078.229
01/09/2021,6090.933
31/08/2021,6150.299
30/08/2021,6144.902
27/08/2021,6041.366
26/08/2021,6058.08
25/08/2021,6113.24
24/08/2021,6089.497
23/08/2021,6109.828
20/08/2021,6030.772
19/08/2021,5992.322
18/08/2021,6118.15
16/08/2021,6087.913
13/08/2021,6139.492
12/08/2021,6139.652
10/08/2021,6088.408
09/08/2021,6127.456
06/08/2021,6203.431
05/08/2021,6205.417
04/08/2021,6159.035
03/08/2021,6130.571
02/08/2021,6096.543
30/07/2021,6070.039
29/07/2021,6120.727
28/07/2021,6088.523
27/07/2021,6097.049
26/07/2021,6106.394
23/07/2021,6101.69
22/07/2021,6137.547
21/07/2021,6029.976
19/07/2021,6017.394
16/07/2021,6072.51
15/07/2021,6046.754
14/07/2021,5979.215
13/07/2021,6012.032
12/07/2021,6078.568
09/07/2021,6039.844
08/07/2021,6039.896
07/07/2021,6044.037
06/07/2021,6047.111
05/07/2021,6005.609
02/07/2021,6023.008
01/07/2021,6005.958
30/06/2021,5985.489
29/06/2021,5949.05
28/06/2021,5939.471
25/06/2021,6022.399
24/06/2021,6012.056
23/06/2021,6034.543
22/06/2021,6087.842
21/06/2021,5996.253
18/06/2021,6007.12
17/06/2021,6068.447
16/06/2021,6078.568
15/06/2021,6089.038
14/06/2021,6080.384
11/06/2021,6095.497
10/06/2021,6107.538
09/06/2021,6047.475
08/06/2021,5999.369
07/06/2021,6069.935
04/06/2021,6065.166
03/06/2021,6091.513
02/06/2021,6031.578
31/05/2021,5947.463
28/05/2021,5848.616
27/05/2021,5841.828
25/05/2021,5815.84
24/05/2021,5763.632
21/05/2021,5773.12
20/05/2021,5797.597
19/05/2021,5760.584
18/05/2021,5834.394
17/05/2021,5833.86
11/05/2021,5938.351
10/05/2021,5975.787
07/05/2021,5928.309
06/05/2021,5970.24
05/05/2021,5975.911
04/05/2021,5963.82
03/05/2021,5952.597
30/04/2021,5995.616
29/04/2021,6012.961
28/04/2021,5974.479
27/04/2021,5959.621
26/04/2021,5964.821
23/04/2021,6016.864
22/04/2021,5994.184
21/04/2021,5993.242
20/04/2021,6038.322
19/04/2021,6052.54
16/04/2021,6086.258
15/04/2021,6079.501
14/04/2021,6050.276
13/04/2021,5927.435
12/04/2021,5948.569
09/04/2021,6070.209
08/04/2021,6071.724
07/04/2021,6036.616
06/04/2021,6002.77
05/04/2021,5970.286
01/04/2021,6011.456
31/03/2021,5985.522
30/03/2021,6071.442
29/03/2021,6166.818
26/03/2021,6195.562
25/03/2021,6122.876
24/03/2021,6156.14
23/03/2021,6252.712
22/03/2021,6301.131
19/03/2021,6356.16
18/03/2021,6347.829
17/03/2021,6277.228
16/03/2021,6309.699
15/03/2021,6324.259
12/03/2021,6358.209
10/03/2021,6264.679
09/03/2021,6199.647
08/03/2021,6248.465
05/03/2021,6258.749
04/03/2021,6290.799
03/03/2021,6376.757
02/03/2021,6359.205
