Date,IHSG
01/03/2021,6338.513
26/02/2021,6241.796
25/02/2021,6289.646
24/02/2021,6251.054
23/02/2021,6272.807
22/02/2021,6255.312
19/02/2021,6231.932
18/02/2021,6200.308
17/02/2021,6227.728
16/02/2021,6292.396
15/02/2021,6270.324
11/02/2021,6222.521
10/02/2021,6201.828
09/02/2021,6181.672
08/02/2021,6208.866
05/02/2021,6151.729
04/02/2021,6107.216
03/02/2021,6077.745
02/02/2021,6043.841
01/02/2021,6067.545
29/01/2021,5862.352
28/01/2021,5979.387
27/01/2021,6109.168
26/01/2021,6140.171
25/01/2021,6258.572
22/01/2021,6307.127
21/01/2021,6413.892
20/01/2021,6429.758
19/01/2021,6321.856
18/01/2021,6389.834
15/01/2021,6373.412
14/01/2021,6428.315
13/01/2021,6435.205
12/01/2021,6395.669
11/01/2021,6382.937
08/01/2021,6257.835
07/01/2021,6153.633
06/01/2021,6065.682
05/01/2021,6137.343
04/01/2021,6104.898
30/12/2020,5979.073
29/12/2020,6036.174
28/12/2020,6093.554
23/12/2020,6008.709
22/12/2020,6023.289
21/12/2020,6165.624
18/12/2020,6104.324
17/12/2020,6113.382
16/12/2020,6118.402
15/12/2020,6010.128
14/12/2020,6012.516
11/12/2020,5938.329
10/12/2020,5933.698
08/12/2020,5944.409
07/12/2020,5930.759
04/12/2020,5810.483
03/12/2020,5822.942
02/12/2020,5813.987
01/12/2020,5724.742
30/11/2020,5612.415
27/11/2020,5783.335
26/11/2020,5759.916
25/11/2020,5679.247
24/11/2020,5701.029
23/11/2020,5652.764
20/11/2020,5571.656
19/11/2020,5594.059
18/11/2020,5557.518
17/11/2020,5529.94
16/11/2020,5494.872
13/11/2020,5461.058
12/11/2020,5458.602
11/11/2020,5509.513
10/11/2020,5462.739
09/11/2020,5356.005
06/11/2020,5335.529
05/11/2020,5260.326
04/11/2020,5105.199
03/11/2020,5159.452
02/11/2020,5115.128
27/10/2020,5128.225
26/10/2020,5144.049
23/10/2020,5112.188
22/10/2020,5091.816
21/10/2020,5096.446
20/10/2020,5099.84
19/10/2020,5126.33
16/10/2020,5103.414
15/10/2020,5105.15
14/10/2020,5176.099
13/10/2020,5132.572
12/10/2020,5093.099
09/10/2020,5053.663
08/10/2020,5039.142
07/10/2020,5004.327
06/10/2020,4999.221
05/10/2020,4958.769
02/10/2020,4926.734
01/10/2020,4970.094
30/09/2020,4870.039
29/09/2020,4879.098
28/09/2020,4906.548
25/09/2020,4945.791
24/09/2020,4842.756
23/09/2020,4917.955
22/09/2020,4934.093
21/09/2020,4999.36
18/09/2020,5059.223
17/09/2020,5038.401
16/09/2020,5058.482
15/09/2020,5100.865
14/09/2020,5161.828
11/09/2020,5016.712
10/09/2020,4891.461
09/09/2020,5149.376
08/09/2020,5244.072
07/09/2020,5230.196
04/09/2020,5239.851
03/09/2020,5280.813
02/09/2020,5311.97
01/09/2020,5310.679
31/08/2020,5238.487
28/08/2020,5346.659
27/08/2020,5371.472
26/08/2020,5340.328
25/08/2020,5338.888
24/08/2020,5277.041
19/08/2020,5272.81
18/08/2020,5295.174
14/08/2020,5247.69
13/08/2020,5239.25
12/08/2020,5233.452
11/08/2020,5190.166
10/08/2020,5157.834
07/08/2020,5143.893
06/08/2020,5178.272
05/08/2020,5127.051
04/08/2020,5075.002
03/08/2020,5006.223
30/07/2020,5149.627
29/07/2020,5111.113
28/07/2020,5112.989
27/07/2020,5116.666
24/07/2020,5082.991
23/07/2020,5145.011
22/07/2020,5110.187
21/07/2020,5114.709
20/07/2020,5051.106
17/07/2020,5079.585
16/07/2020,5098.374
15/07/2020,5075.798
14/07/2020,5079.122
13/07/2020,5064.447
10/07/2020,5031.256
09/07/2020,5052.794
08/07/2020,5076.174
07/07/2020,4987.082
06/07/2020,4988.866
03/07/2020,4973.794
02/07/2020,4966.78
01/07/2020,4914.388
30/06/2020,4905.392
29/06/2020,4901.818
26/06/2020,4904.088
25/06/2020,4896.73
24/06/2020,4964.735
23/06/2020,4879.133
22/06/2020,4918.831
19/06/2020,4942.275
18/06/2020,4925.248
17/06/2020,4987.776
16/06/2020,4986.458
15/06/2020,4816.336
12/06/2020,4880.359
11/06/2020,4854.754
10/06/2020,4920.682
09/06/2020,5035.055
08/06/2020,5070.561
05/06/2020,4947.782
04/06/2020,4916.704
03/06/2020,4941.006
02/06/2020,4847.507
29/05/2020,4753.612
28/05/2020,4716.185
27/05/2020,4641.555
26/05/2020,4626.799
20/05/2020,4545.952
19/05/2020,4548.656
18/05/2020,4511.058
15/05/2020,4507.607
14/05/2020,4513.834
13/05/2020,4554.359
12/05/2020,4588.734
11/05/2020,4639.105
08/05/2020,4597.43
06/05/2020,4608.79
05/05/2020,4630.133
04/05/2020,4605.487
30/04/2020,4716.403
29/04/2020,4567.323
28/04/2020,4529.554
27/04/2020,4513.141
24/04/2020,4496.064
23/04/2020,4593.554
22/04/2020,4567.562
21/04/2020,4501.919
20/04/2020,4575.905
17/04/2020,4634.821
16/04/2020,4480.607
15/04/2020,4625.905
14/04/2020,4706.491
13/04/2020,4623.894
09/04/2020,4649.079
08/04/2020,4626.695
07/04/2020,4778.639
06/04/2020,4811.827
03/04/2020,4623.429
02/04/2020,4531.685
01/04/2020,4466.037
31/03/2020,4538.93
30/03/2020,4414.5
27/03/2020,4545.571
26/03/2020,4338.904
24/03/2020,3937.632
23/03/2020,3989.517
20/03/2020,4194.944
19/03/2020,4105.422
18/03/2020,4330.674
17/03/2020,4456.749
16/03/2020,4690.657
13/03/2020,4907.571
12/03/2020,4895.748
11/03/2020,5154.105
10/03/2020,5220.826
09/03/2020,5136.809
06/03/2020,5498.54
05/03/2020,5638.13
04/03/2020,5650.136
03/03/2020,5518.628
02/03/2020,5361.246
28/02/2020,5452.704
27/02/2020,5535.694
26/02/2020,5688.921
25/02/2020,5787.138
24/02/2020,5807.05
21/02/2020,5882.255
20/02/2020,5942.487
19/02/2020,5928.791
18/02/2020,5886.962
17/02/2020,5867.523
14/02/2020,5866.945
13/02/2020,5871.954
12/02/2020,5913.081
11/02/2020,5954.397
10/02/2020,5952.083
07/02/2020,5999.607
06/02/2020,5987.145
05/02/2020,5978.51
04/02/2020,5922.339
03/02/2020,5884.17
31/01/2020,5940.048
30/01/2020,6057.596
29/01/2020,6113.045
28/01/2020,6111.184
27/01/2020,6133.208
24/01/2020,6244.109
23/01/2020,6249.21
22/01/2020,6233.453
21/01/2020,6238.153
20/01/2020,6245.043
17/01/2020,6291.657
16/01/2020,6286.048
15/01/2020,6283.365
14/01/2020,6325.406
13/01/2020,6296.567
10/01/2020,6274.941
09/01/2020,6274.493
08/01/2020,6225.686
07/01/2020,6279.346
06/01/2020,6257.403
03/01/2020,6323.466
02/01/2020,6283.581
30/12/2019,6299.539
27/12/2019,6329.314
26/12/2019,6319.443
23/12/2019,6305.91
20/12/2019,6284.372
19/12/2019,6249.93
18/12/2019,6287.25
17/12/2019,6244.352
16/12/2019,6211.592
13/12/2019,6197.318
12/12/2019,6139.397
11/12/2019,6180.099
10/12/2019,6183.505
09/12/2019,6193.791
06/12/2019,6186.868
05/12/2019,6152.117
04/12/2019,6112.879
03/12/2019,6133.896
02/12/2019,6130.055
29/11/2019,6011.83
28/11/2019,5953.06
27/11/2019,6023.039
26/11/2019,6026.188
25/11/2019,6070.762
22/11/2019,6100.242
21/11/2019,6117.364
20/11/2019,6155.109
19/11/2019,6152.09
18/11/2019,6122.625
15/11/2019,6128.345
14/11/2019,6098.95
13/11/2019,6142.501
12/11/2019,6180.992
11/11/2019,6148.74
08/11/2019,6177.986
07/11/2019,6165.624
06/11/2019,6217.545
05/11/2019,6264.152
04/11/2019,6180.344
01/11/2019,6207.191
31/10/2019,6228.317
30/10/2019,6295.747
29/10/2019,6281.138
28/10/2019,6265.384
25/10/2019,6252.345
24/10/2019,6339.647
23/10/2019,6257.806
22/10/2019,6225.497
21/10/2019,6198.987
18/10/2019,6191.947
17/10/2019,6181.014
16/10/2019,6169.592
15/10/2019,6158.166
14/10/2019,6126.877
11/10/2019,6105.8
10/10/2019,6023.641
09/10/2019,6029.16
08/10/2019,6039.601
07/10/2019,6000.582
04/10/2019,6061.252
03/10/2019,6038.529
02/10/2019,6055.425
01/10/2019,6138.25
30/09/2019,6169.102
27/09/2019,6196.889
26/09/2019,6230.334
25/09/2019,6146.404
24/09/2019,6137.608
23/09/2019,6206.199
20/09/2019,6231.473
19/09/2019,6244.47
18/09/2019,6276.633
17/09/2019,6236.69
16/09/2019,6219.435
13/09/2019,6334.843
12/09/2019,6342.174
11/09/2019,6381.954
10/09/2019,6336.673
09/09/2019,6326.213
06/09/2019,6308.95
05/09/2019,6306.803
04/09/2019,6269.664
03/09/2019,6261.59
02/09/2019,6290.546
30/08/2019,6328.47
29/08/2019,6289.119
28/08/2019,6281.646
27/08/2019,6278.171
26/08/2019,6214.51
23/08/2019,6255.597
22/08/2019,6239.245
21/08/2019,6252.967
20/08/2019,6295.738
19/08/2019,6296.715
16/08/2019,6286.657
15/08/2019,6257.586
14/08/2019,6267.335
13/08/2019,6210.962
12/08/2019,6250.595
09/08/2019,6282.132
08/08/2019,6274.671
07/08/2019,6204.195
06/08/2019,6119.471
05/08/2019,6175.703
02/08/2019,6340.18
01/08/2019,6381.542
31/07/2019,6390.505
30/07/2019,6376.996
29/07/2019,6299.035
26/07/2019,6325.237
25/07/2019,6401.365
24/07/2019,6384.987
23/07/2019,6403.81
22/07/2019,6433.547
19/07/2019,6456.539
18/07/2019,6403.294
17/07/2019,6394.609
16/07/2019,6401.88
15/07/2019,6418.234
12/07/2019,6373.345
11/07/2019,6417.066
10/07/2019,6410.683
09/07/2019,6388.323
08/07/2019,6351.827
05/07/2019,6373.477
04/07/2019,6375.967
03/07/2019,6362.622
02/07/2019,6384.898
01/07/2019,6379.688
28/06/2019,6358.629
27/06/2019,6352.71
26/06/2019,6310.489
25/06/2019,6320.445
24/06/2019,6288.465
21/06/2019,6315.436
20/06/2019,6335.698
19/06/2019,6339.262
18/06/2019,6257.33
17/06/2019,6190.525
14/06/2019,6250.265
13/06/2019,6273.082
12/06/2019,6276.177
11/06/2019,6305.992
10/06/2019,6289.61
31/05/2019,6209.117
29/05/2019,6104.106
28/05/2019,6033.142
27/05/2019,6098.974
24/05/2019,6057.353
23/05/2019,6032.696
22/05/2019,5939.636
21/05/2019,5951.372
20/05/2019,5907.121
17/05/2019,5826.868
16/05/2019,5895.738
15/05/2019,5980.885
14/05/2019,6071.202
13/05/2019,6135.396
10/05/2019,6209.118
09/05/2019,6198.804
08/05/2019,6270.202
07/05/2019,6297.318
06/05/2019,6256.352
03/05/2019,6319.459
02/05/2019,6374.422
30/04/2019,6455.352
29/04/2019,6425.895
26/04/2019,6401.08
25/04/2019,6372.787
24/04/2019,6447.885
23/04/2019,6462.822
22/04/2019,6414.743
18/04/2019,6507.221
16/04/2019,6481.541
15/04/2019,6435.151
12/04/2019,6405.866
11/04/2019,6410.166
10/04/2019,6478.326
09/04/2019,6484.348
08/04/2019,6425.734
05/04/2019,6474.018
04/04/2019,6494.63
02/04/2019,6476.066
01/04/2019,6452.611
29/03/2019,6468.755
28/03/2019,6480.788
27/03/2019,6444.738
26/03/2019,6469.999
25/03/2019,6411.251
22/03/2019,6525.274
21/03/2019,6501.776
20/03/2019,6482.71
19/03/2019,6480.276
18/03/2019,6509.447
15/03/2019,6461.183
14/03/2019,6413.266
13/03/2019,6377.575
12/03/2019,6353.774
11/03/2019,6366.434
08/03/2019,6383.068
06/03/2019,6457.956
05/03/2019,6441.28
04/03/2019,6488.42
01/03/2019,6499.884
28/02/2019,6443.348
27/02/2019,6525.683
26/02/2019,6540.95
25/02/2019,6525.358
22/02/2019,6501.378
21/02/2019,6537.766
20/02/2019,6512.784
19/02/2019,6494.667
18/02/2019,6497.815
15/02/2019,6389.085
14/02/2019,6420.018
13/02/2019,6419.116
12/02/2019,6426.325
11/02/2019,6495.002
08/02/2019,6521.663
07/02/2019,6536.457
06/02/2019,6547.877
04/02/2019,6481.451
01/02/2019,6538.638
31/01/2019,6532.969
30/01/2019,6464.189
29/01/2019,6436.48
28/01/2019,6458.712
25/01/2019,6482.843
24/01/2019,6466.655
23/01/2019,6451.17
22/01/2019,6468.562
21/01/2019,6450.834
18/01/2019,6448.156
17/01/2019,6423.78
16/01/2019,6413.36
15/01/2019,6408.784
14/01/2019,6336.116
11/01/2019,6361.465
10/01/2019,6328.714
09/01/2019,6272.238
08/01/2019,6262.847
07/01/2019,6287.224
04/01/2019,6274.54
03/01/2019,6221.01
02/01/2019,6181.175
28/12/2018,6194.498
27/12/2018,6190.643
26/12/2018,6127.85
21/12/2018,6163.596
20/12/2018,6147.876
19/12/2018,6176.094
18/12/2018,6081.867
17/12/2018,6089.305
14/12/2018,6169.843
13/12/2018,6177.72
12/12/2018,6115.577
11/12/2018,6076.587
10/12/2018,6111.36
07/12/2018,6126.356
06/12/2018,6115.493
05/12/2018,6133.12
04/12/2018,6152.86
03/12/2018,6118.32
30/11/2018,6056.124
29/11/2018,6107.168
28/11/2018,5991.246
27/11/2018,6013.589
26/11/2018,6022.778
23/11/2018,6006.202
22/11/2018,5990.81
21/11/2018,5948.052
19/11/2018,6005.297
16/11/2018,6012.35
15/11/2018,5955.736
14/11/2018,5858.293
13/11/2018,5835.198
12/11/2018,5777.053
09/11/2018,5874.154
08/11/2018,5976.806
07/11/2018,5939.886
06/11/2018,5923.93
05/11/2018,5920.594
02/11/2018,5906.292
01/11/2018,5835.92
31/10/2018,5831.65
30/10/2018,5789.1
29/10/2018,5754.607
26/10/2018,5784.921
25/10/2018,5754.965
24/10/2018,5709.417
23/10/2018,5797.891
22/10/2018,5840.435
19/10/2018,5837.291
18/10/2018,5845.242
17/10/2018,5868.62
16/10/2018,5800.817
15/10/2018,5727.256
12/10/2018,5756.49
11/10/2018,5702.822
10/10/2018,5820.668
09/10/2018,5796.79
08/10/2018,5761.073
05/10/2018,5731.935
04/10/2018,5756.619
03/10/2018,5867.737
02/10/2018,5875.619
01/10/2018,5944.601
28/09/2018,5976.553
27/09/2018,5929.216
26/09/2018,5873.271
25/09/2018,5874.299
24/09/2018,5882.22
21/09/2018,5957.744
20/09/2018,5931.266
19/09/2018,5873.597
18/09/2018,5811.79
17/09/2018,5824.257
14/09/2018,5931.281
13/09/2018,5858.274
12/09/2018,5798.151
10/09/2018,5831.117
07/09/2018,5851.465
06/09/2018,5776.095
05/09/2018,5683.501
04/09/2018,5905.301
03/09/2018,5967.579
31/08/2018,6018.46
30/08/2018,6018.964
29/08/2018,6065.149
28/08/2018,6042.65
27/08/2018,6025.968
24/08/2018,5968.75
23/08/2018,5982.985
21/08/2018,5944.301
20/08/2018,5892.192
16/08/2018,5783.798
15/08/2018,5816.59
14/08/2018,5769.873
13/08/2018,5861.246
10/08/2018,6077.173
09/08/2018,6065.256
08/08/2018,6094.829
07/08/2018,6091.25
06/08/2018,6101.131
03/08/2018,6007.538
02/08/2018,6011.723
01/08/2018,6033.419
31/07/2018,5936.443
30/07/2018,6027.936
27/07/2018,5989.136
26/07/2018,5946.136
25/07/2018,5933.889
24/07/2018,5931.842
23/07/2018,5915.796
20/07/2018,5872.784
19/07/2018,5871.077
18/07/2018,5890.731
17/07/2018,5861.508
16/07/2018,5905.158
13/07/2018,5944.074
12/07/2018,5907.872
11/07/2018,5893.359
10/07/2018,5881.76
09/07/2018,5807.375
06/07/2018,5694.912
05/07/2018,5739.332
04/07/2018,5733.639
03/07/2018,5633.937
02/07/2018,5746.77
29/06/2018,5799.237
28/06/2018,5667.319
27/06/2018,5787.552
26/06/2018,5825.649
25/06/2018,5859.083
22/06/2018,5821.812
21/06/2018,5822.333
20/06/2018,5884.039
08/06/2018,5993.627
07/06/2018,6106.698
06/06/2018,6069.713
05/06/2018,6088.79
04/06/2018,6014.819
31/05/2018,5983.587
30/05/2018,6011.055
28/05/2018,6068.325
25/05/2018,5975.742
24/05/2018,5946.538
23/05/2018,5792.001
22/05/2018,5751.119
21/05/2018,5733.854
18/05/2018,5783.31
17/05/2018,5815.92
16/05/2018,5841.464
15/05/2018,5838.116
14/05/2018,5947.155
11/05/2018,5956.832
09/05/2018,5907.938
08/05/2018,5774.716
07/05/2018,5885.098
04/05/2018,5792.345
03/05/2018,5858.732
02/05/2018,6012.238
30/04/2018,5994.595
27/04/2018,5919.238
26/04/2018,5909.198
25/04/2018,6079.85
24/04/2018,6229.635
23/04/2018,6308.148
20/04/2018,6337.695
19/04/2018,6355.901
18/04/2018,6320.005
17/04/2018,6285.762
16/04/2018,6286.748
13/04/2018,6270.327
12/04/2018,6310.802
11/04/2018,6360.932
10/04/2018,6325.818
09/04/2018,6246.131
06/04/2018,6175.052
05/04/2018,6183.227
04/04/2018,6157.096
03/04/2018,6229.013
02/04/2018,6240.571
29/03/2018,6188.987
28/03/2018,6140.837
27/03/2018,6209.35
26/03/2018,6200.172
23/03/2018,6210.698
22/03/2018,6254.074
21/03/2018,6312.831
20/03/2018,6243.577
19/03/2018,6289.572
16/03/2018,6304.952
15/03/2018,6321.904
14/03/2018,6382.623
13/03/2018,6412.846
12/03/2018,6500.686
09/03/2018,6433.322
08/03/2018,6443.021
07/03/2018,6368.267
06/03/2018,6500.111
05/03/2018,6550.593
02/03/2018,6582.316
01/03/2018,6606.053
28/02/2018,6597.218
27/02/2018,6598.926
26/02/2018,6554.673
23/02/2018,6619.804
22/02/2018,6593.06
21/02/2018,6643.4
20/02/2018,6662.876
19/02/2018,6689.287
15/02/2018,6591.582
14/02/2018,6594.401
13/02/2018,6578.178
12/02/2018,6523.454
09/02/2018,6505.523
08/02/2018,6544.634
07/02/2018,6534.869
06/02/2018,6478.543
05/02/2018,6589.675
02/02/2018,6628.82
01/02/2018,6598.459
31/01/2018,6605.631
30/01/2018,6575.492
29/01/2018,6680.619
26/01/2018,6660.618
25/01/2018,6615.328
24/01/2018,6615.492
23/01/2018,6635.334
22/01/2018,6500.529
19/01/2018,6490.896
18/01/2018,6472.666
17/01/2018,6444.518
16/01/2018,6429.692
15/01/2018,6382.195
12/01/2018,6370.065
11/01/2018,6386.339
10/01/2018,6371.174
09/01/2018,6373.144
08/01/2018,6385.404
05/01/2018,6353.738
04/01/2018,6292.321
03/01/2018,6251.479
02/01/2018,6339.238
29/12/2017,6355.654
28/12/2017,6314.046
27/12/2017,6277.165
22/12/2017,6221.013
21/12/2017,6183.391
20/12/2017,6109.482
19/12/2017,6167.666
18/12/2017,6133.963
15/12/2017,6119.419
14/12/2017,6113.653
13/12/2017,6054.604
12/12/2017,6032.371
11/12/2017,6026.633
08/12/2017,6030.958
07/12/2017,6006.835
06/12/2017,6035.508
05/12/2017,6000.474
04/12/2017,5998.195
30/11/2017,5952.138
29/11/2017,6061.367
28/11/2017,6070.716
27/11/2017,6064.589
24/11/2017,6067.142
23/11/2017,6063.245
22/11/2017,6069.785
21/11/2017,6031.862
20/11/2017,6053.282
17/11/2017,6051.732
16/11/2017,6037.907
15/11/2017,5972.311
14/11/2017,5988.292
13/11/2017,6021.456
10/11/2017,6021.828
09/11/2017,6042.46
08/11/2017,6049.384
07/11/2017,6060.453
06/11/2017,6050.823
03/11/2017,6039.541
02/11/2017,6031.107
01/11/2017,6038.146
31/10/2017,6005.784
30/10/2017,5974.077
27/10/2017,5975.281
26/10/2017,5995.847
25/10/2017,6025.434
24/10/2017,5952.076
23/10/2017,5950.026
20/10/2017,5929.549
19/10/2017,5910.53
18/10/2017,5929.201
17/10/2017,5947.33
16/10/2017,5949.701
13/10/2017,5924.124
12/10/2017,5926.204
11/10/2017,5882.787
10/10/2017,5905.762
09/10/2017,5914.933
06/10/2017,5905.378
05/10/2017,5901.906
04/10/2017,5951.475
03/10/2017,5939.453
02/10/2017,5914.03
29/09/2017,5900.854
28/09/2017,5841.047
27/09/2017,5863.027
26/09/2017,5863.962
25/09/2017,5894.612
22/09/2017,5911.708
20/09/2017,5906.573
19/09/2017,5901.326
18/09/2017,5884.611
15/09/2017,5872.392
14/09/2017,5852.002
13/09/2017,5845.734
12/09/2017,5872.377
11/09/2017,5871.881
08/09/2017,5857.119
07/09/2017,5832.311
06/09/2017,5824.138
05/09/2017,5829.979
04/09/2017,5813.741
31/08/2017,5864.059
30/08/2017,5872.506
29/08/2017,5888.212
28/08/2017,5903.341
25/08/2017,5915.363
24/08/2017,5894.117
23/08/2017,5914.024
22/08/2017,5880.297
21/08/2017,5861.004
18/08/2017,5893.841
16/08/2017,5891.949
15/08/2017,5835.041
14/08/2017,5801.488
11/08/2017,5766.138
10/08/2017,5825.946
09/08/2017,5824.007
08/08/2017,5810.563
07/08/2017,5749.292
04/08/2017,5777.482
03/08/2017,5780.576
02/08/2017,5824.249
01/08/2017,5805.205
31/07/2017,5840.939
28/07/2017,5831.027
27/07/2017,5819.744
26/07/2017,5800.206
25/07/2017,5813.535
24/07/2017,5801.587
21/07/2017,5765.424
20/07/2017,5825.208
19/07/2017,5806.69
18/07/2017,5822.352
17/07/2017,5841.28
14/07/2017,5831.795
13/07/2017,5830.044
12/07/2017,5819.132
11/07/2017,5773.326
10/07/2017,5771.506
07/07/2017,5814.793
06/07/2017,5849.575
05/07/2017,5825.054
04/07/2017,5865.364
03/07/2017,5910.237
22/06/2017,5829.708
21/06/2017,5818.552
20/06/2017,5791.904
19/06/2017,5741.909
16/06/2017,5723.636
15/06/2017,5776.283
14/06/2017,5792.897
13/06/2017,5707.645
12/06/2017,5691.436
09/06/2017,5675.523
08/06/2017,5702.922
07/06/2017,5717.325
06/06/2017,5707.831
05/06/2017,5748.235
02/06/2017,5742.446
31/05/2017,5738.155
30/05/2017,5693.391
29/05/2017,5712.331
26/05/2017,5716.815
24/05/2017,5703.433
23/05/2017,5730.613
22/05/2017,5749.445
19/05/2017,5791.884
18/05/2017,5645.451
17/05/2017,5615.492
16/05/2017,5646.999
15/05/2017,5688.87
12/05/2017,5675.216
10/05/2017,5653.008
09/05/2017,5697.056
08/05/2017,5707.862
05/05/2017,5683.377
04/05/2017,5669.443
03/05/2017,5647.368
02/05/2017,5675.808
28/04/2017,5685.298
27/04/2017,5707.028
26/04/2017,5726.53
25/04/2017,5680.796
21/04/2017,5664.475
20/04/2017,5595.306
18/04/2017,5606.517
17/04/2017,5577.487
13/04/2017,5616.545
12/04/2017,5644.155
11/04/2017,5627.933
10/04/2017,5644.299
07/04/2017,5653.486
06/04/2017,5680.239
05/04/2017,5676.98
04/04/2017,5651.823
03/04/2017,5606.789
31/03/2017,5568.106
30/03/2017,5592.952
29/03/2017,5592.51
27/03/2017,5541.202
24/03/2017,5567.134
23/03/2017,5563.759
22/03/2017,5534.093
21/03/2017,5543.093
20/03/2017,5533.992
17/03/2017,5540.432
16/03/2017,5518.241
15/03/2017,5432.381
14/03/2017,5431.585
13/03/2017,5409.372
10/03/2017,5390.677
09/03/2017,5402.386
08/03/2017,5393.764
07/03/2017,5402.615
06/03/2017,5409.817
03/03/2017,5391.215
02/03/2017,5408.254
01/03/2017,5363.056
28/02/2017,5386.692
27/02/2017,5382.874
24/02/2017,5385.906
23/02/2017,5372.748
22/02/2017,5358.683
21/02/2017,5340.99
20/02/2017,5359.288
17/02/2017,5350.932
16/02/2017,5377.998
14/02/2017,5380.67
13/02/2017,5409.556
10/02/2017,5371.669
09/02/2017,5372.077
08/02/2017,5361.088
07/02/2017,5381.475
06/02/2017,5395.995
03/02/2017,5360.767
02/02/2017,5353.713
01/02/2017,5327.161
31/01/2017,5294.103
30/01/2017,5302.662
27/01/2017,5312.84
26/01/2017,5317.633
25/01/2017,5293.782
24/01/2017,5292.088
23/01/2017,5250.968
20/01/2017,5254.311
19/01/2017,5298.948
18/01/2017,5294.784
17/01/2017,5266.938
16/01/2017,5270.011
13/01/2017,5272.983
12/01/2017,5292.75
11/01/2017,5301.237
10/01/2017,5309.924
09/01/2017,5316.364
06/01/2017,5347.022
05/01/2017,5325.504
04/01/2017,5301.183
03/01/2017,5275.971
30/12/2016,5296.711
29/12/2016,5302.566
28/12/2016,5209.445
27/12/2016,5102.954
23/12/2016,5027.704
22/12/2016,5042.87
21/12/2016,5111.392
20/12/2016,5162.477
19/12/2016,5191.912
16/12/2016,5231.652
15/12/2016,5254.362
14/12/2016,5262.817
13/12/2016,5293.619
09/12/2016,5308.126
08/12/2016,5303.734
07/12/2016,5265.368
06/12/2016,5272.965
05/12/2016,5268.308
02/12/2016,5245.956
01/12/2016,5198.755
30/11/2016,5148.91
29/11/2016,5136.667
28/11/2016,5114.572
25/11/2016,5122.104
24/11/2016,5107.623
23/11/2016,5211.996
22/11/2016,5204.674
21/11/2016,5148.319
18/11/2016,5170.109
17/11/2016,5193.015
16/11/2016,5185.465
15/11/2016,5078.501
14/11/2016,5115.739
11/11/2016,5231.971
10/11/2016,5450.306
09/11/2016,5414.321
08/11/2016,5470.681
07/11/2016,5386.208
04/11/2016,5362.66
03/11/2016,5329.502
02/11/2016,5405.455
01/11/2016,5416.007
31/10/2016,5422.542
28/10/2016,5410.269
27/10/2016,5416.836
26/10/2016,5399.679
25/10/2016,5397.821
24/10/2016,5420.998
21/10/2016,5409.243
20/10/2016,5403.69
19/10/2016,5409.288
18/10/2016,5430.048
17/10/2016,5410.303
14/10/2016,5399.885
13/10/2016,5340.4
12/10/2016,5364.611
11/10/2016,5381.997
10/10/2016,5360.828
07/10/2016,5377.149
06/10/2016,5409.344
05/10/2016,5420.648
04/10/2016,5472.317
03/10/2016,5463.915
30/09/2016,5364.804
29/09/2016,5431.957
28/09/2016,5425.337
27/09/2016,5419.604
26/09/2016,5352.139
23/09/2016,5388.908
22/09/2016,5380.262
21/09/2016,5342.592
20/09/2016,5302.493
19/09/2016,5321.841
16/09/2016,5267.769
15/09/2016,5265.819
14/09/2016,5146.038
13/09/2016,5215.567
09/09/2016,5281.917
08/09/2016,5371.078
07/09/2016,5381.354
06/09/2016,5372.096
05/09/2016,5356.954
02/09/2016,5353.461
01/09/2016,5334.547
31/08/2016,5386.082
30/08/2016,5362.316
29/08/2016,5370.764
26/08/2016,5438.831
25/08/2016,5454.116
24/08/2016,5403.992
23/08/2016,5417.14
22/08/2016,5427.175
19/08/2016,5416.035
18/08/2016,5461.45
16/08/2016,5371.846
15/08/2016,5320.561
12/08/2016,5377.196
11/08/2016,5419.088
10/08/2016,5423.949
09/08/2016,5440.293
08/08/2016,5458.979
05/08/2016,5420.246
04/08/2016,5373.863
03/08/2016,5351.878
02/08/2016,5373.323
01/08/2016,5361.576
29/07/2016,5215.994
28/07/2016,5299.213
27/07/2016,5274.361
26/07/2016,5224.395
25/07/2016,5220.802
22/07/2016,5197.251
21/07/2016,5216.973
20/07/2016,5242.823
19/07/2016,5172.83
18/07/2016,5127.501
15/07/2016,5110.178
14/07/2016,5083.539
13/07/2016,5133.933
12/07/2016,5099.533
11/07/2016,5069.019
01/07/2016,4971.581
30/06/2016,5016.647
29/06/2016,4980.105
28/06/2016,4882.171
27/06/2016,4836.052
24/06/2016,4834.569
23/06/2016,4874.309
22/06/2016,4896.852
21/06/2016,4878.714
20/06/2016,4863.531
17/06/2016,4835.143
16/06/2016,4814.391
15/06/2016,4814.824
14/06/2016,4821.59
13/06/2016,4807.226
10/06/2016,4848.056
09/06/2016,4876.794
08/06/2016,4916.061
07/06/2016,4933.989
06/06/2016,4896.025
03/06/2016,4853.922
02/06/2016,4833.225
01/06/2016,4839.668
31/05/2016,4796.869
30/05/2016,4836.033
27/05/2016,4814.731
26/05/2016,4784.565
25/05/2016,4772.977
24/05/2016,4710.785
23/05/2016,4743.662
20/05/2016,4711.878
19/05/2016,4704.217
18/05/2016,4734.357
17/05/2016,4729.156
16/05/2016,4731.562
13/05/2016,4761.715
12/05/2016,4803.322
11/05/2016,4799.964
10/05/2016,4763.115
09/05/2016,4749.315
