Date,Price
7/13/2022,21150
7/12/2022,21374
7/11/2022,21839
7/8/2022,21581
7/7/2022,21535
7/6/2022,21849
7/5/2022,22652
7/4/2022,22499
7/1/2022,21824
6/30/2022,22698
6/29/2022,23773
6/28/2022,23158
6/27/2022,22882
6/24/2022,22400
6/23/2022,24038
6/22/2022,24449
6/21/2022,25949
6/20/2022,25738
6/17/2022,25669
6/16/2022,25259
6/15/2022,25857
6/14/2022,25259
6/13/2022,25929
6/10/2022,27264
6/9/2022,28023
6/8/2022,28855
6/7/2022,29481
6/6/2022,29701
6/1/2022,28119
5/31/2022,28392
5/30/2022,29279
5/27/2022,28284
5/26/2022,27198
5/25/2022,26788
5/24/2022,26550
5/23/2022,27732
5/20/2022,27973
5/19/2022,28231
5/18/2022,26159
5/17/2022,26406
5/16/2022,26549
5/13/2022,27262
5/12/2022,27810
5/11/2022,27806
5/10/2022,28414
5/9/2022,28185
5/6/2022,30076
5/5/2022,30114
5/4/2022,30638
5/3/2022,30975
4/29/2022,31771
4/28/2022,32977
4/27/2022,33300
4/26/2022,33076
4/25/2022,32636
4/22/2022,33107
4/21/2022,33911
4/20/2022,33505
4/19/2022,33768
4/14/2022,33175
4/13/2022,32981
4/12/2022,32488
4/11/2022,32483
4/8/2022,33855
4/7/2022,33698
4/6/2022,33467
4/5/2022,33312
4/4/2022,33245
4/1/2022,33223
3/31/2022,32107
3/30/2022,32893
3/29/2022,31803
3/28/2022,32725
3/25/2022,35491
3/24/2022,37235
3/23/2022,32380
3/22/2022,28159
3/21/2022,31380
3/18/2022,36915
3/17/2022,41945
3/16/2022,45590
3/7/2022,48078
3/4/2022,28919
3/3/2022,26897
3/2/2022,25879
3/1/2022,25103
2/28/2022,24282
2/25/2022,24361
2/24/2022,24716
2/23/2022,24396
2/22/2022,24558
2/21/2022,24349
2/18/2022,24144
2/17/2022,23886
2/16/2022,23406
2/15/2022,23292
2/14/2022,23170
2/11/2022,23051
2/10/2022,23526
2/9/2022,23187
2/8/2022,22692
2/7/2022,23398
2/4/2022,22991
2/3/2022,22866
2/2/2022,22866
2/1/2022,22764
1/31/2022,22328
1/28/2022,22332
1/27/2022,22398
1/26/2022,22695
1/25/2022,22340
1/24/2022,22404
1/21/2022,24028
1/20/2022,23795
1/19/2022,23154
1/18/2022,22073
1/17/2022,22063
1/14/2022,22194
1/13/2022,22176
1/12/2022,22064
1/11/2022,21794
1/10/2022,20799
1/7/2022,20734
1/6/2022,20383
1/5/2022,20638
1/4/2022,21137
12/31/2021,20757
12/30/2021,20587
12/29/2021,20383
12/24/2021,20045
12/23/2021,20021
12/22/2021,19951
12/21/2021,19615
12/20/2021,19340
12/17/2021,19648
12/16/2021,19624
12/15/2021,19116
12/14/2021,19485
12/13/2021,19711
12/10/2021,19746
12/9/2021,19875
12/8/2021,20230
12/7/2021,20189
12/6/2021,19820
12/3/2021,20030
12/2/2021,19953
12/1/2021,19946
11/30/2021,19897
11/29/2021,20141
11/26/2021,19897
11/25/2021,20667
11/24/2021,20846
11/23/2021,20349
11/22/2021,20336
11/19/2021,20044
11/18/2021,19639
11/17/2021,19355
11/16/2021,19394
11/15/2021,19594
11/12/2021,19979
11/11/2021,19759
11/10/2021,19754
11/9/2021,19401
11/8/2021,19640
11/5/2021,19434
11/4/2021,19141
