Date,Price
11/6/2024,141.1
11/5/2024,142.9
11/4/2024,143.9
11/1/2024,143.95
10/31/2024,144.05
10/30/2024,145
10/29/2024,145.25
10/28/2024,144.5
10/25/2024,144.9
10/24/2024,145.5
10/23/2024,145.25
10/22/2024,144.7
10/21/2024,145.6
10/18/2024,145.4
10/17/2024,145.75
10/16/2024,145.95
10/15/2024,146.05
10/14/2024,148.2
10/11/2024,146.7
10/10/2024,148
10/9/2024,145.45
10/8/2024,147.8
10/7/2024,148.5
10/4/2024,148.2
10/3/2024,140.8
10/2/2024,140.25
10/1/2024,141.65
9/30/2024,145.1
9/27/2024,139.75
9/26/2024,139.6
9/25/2024,139.75
9/24/2024,139.5
9/23/2024,139.5
9/20/2024,139.5
9/19/2024,139.5
9/18/2024,139
9/17/2024,139.65
9/16/2024,137.25
9/13/2024,137.9
9/12/2024,138.15
9/11/2024,139
9/10/2024,138.75
9/9/2024,141.65
9/6/2024,141.5
9/5/2024,141
9/4/2024,139.5
9/3/2024,142
9/2/2024,143.9
8/30/2024,146.2
8/29/2024,145
8/28/2024,145
8/27/2024,146
8/26/2024,145.7
8/23/2024,145.2
8/22/2024,146.75
8/21/2024,145.9
8/20/2024,146
8/19/2024,146.5
8/16/2024,146.75
8/15/2024,150
8/14/2024,145.75
8/13/2024,146.9
8/12/2024,146.75
8/9/2024,146
8/8/2024,145.5
8/7/2024,145
8/6/2024,145.5
8/5/2024,143.7
8/2/2024,144.1
8/1/2024,142.55
7/31/2024,140.1
7/30/2024,139.25
7/29/2024,140.1
7/26/2024,134.8
7/25/2024,134.75
7/24/2024,134.75
7/23/2024,134.7
7/22/2024,135
7/19/2024,135.1
7/18/2024,135
7/17/2024,134.75
7/16/2024,134.4
7/15/2024,134.95
7/12/2024,133.85
7/11/2024,133.75
7/10/2024,133.75
7/9/2024,135.25
7/8/2024,135.05
7/5/2024,135.75
7/4/2024,136.5
7/3/2024,135
7/2/2024,132.25
7/1/2024,132.1
6/28/2024,133.45
6/27/2024,132.75
6/26/2024,132
6/25/2024,134.1
6/24/2024,132.95
6/21/2024,132.05
6/20/2024,133.9
6/19/2024,134.1
6/18/2024,133.9
6/17/2024,133.9
6/14/2024,133.15
6/13/2024,134.7
6/12/2024,132.95
6/11/2024,131.25
6/10/2024,131.85
6/7/2024,131.45
6/6/2024,134.35
6/5/2024,136
6/4/2024,137.95
6/3/2024,140.2
5/31/2024,142.4
5/30/2024,142.4
5/29/2024,142.4
5/28/2024,142.4
5/27/2024,142.8
5/24/2024,142.8
5/23/2024,142.75
5/22/2024,142.4
5/21/2024,142.05
5/20/2024,141
5/17/2024,141.5
5/16/2024,143.5
5/15/2024,143
5/14/2024,142.65
5/13/2024,142.1
5/10/2024,144.4
5/9/2024,144.95
5/8/2024,145.25
5/7/2024,146.4
5/6/2024,145.3
5/3/2024,145.15
5/2/2024,147.75
5/1/2024,147
4/30/2024,142.25
4/29/2024,137.4
4/26/2024,129.75
4/25/2024,129.25
4/24/2024,129
4/23/2024,129.75
4/22/2024,129.5
4/19/2024,130.6
4/18/2024,129.6
4/17/2024,129.6
4/16/2024,129.25
4/15/2024,129.75
4/12/2024,129.25
4/11/2024,128.75
4/10/2024,128
4/9/2024,127.75
4/8/2024,128.2
4/5/2024,129.1
4/4/2024,128.2
4/3/2024,129.65
4/2/2024,132.25
4/1/2024,132
3/28/2024,129.1
3/27/2024,129
3/26/2024,128.9
3/25/2024,128.95
3/22/2024,127.7
3/21/2024,128.25
3/20/2024,128.9
3/19/2024,129.4
3/18/2024,129.75
3/15/2024,131
3/14/2024,131.5
3/13/2024,131.1
3/12/2024,130.65
3/11/2024,133
3/8/2024,134.4
3/7/2024,135.5
3/6/2024,136.75
3/5/2024,137.45
3/4/2024,136
3/1/2024,132
2/29/2024,131
2/28/2024,129.5
2/27/2024,129.2
2/26/2024,127.75
2/23/2024,119.4
2/22/2024,119.4
2/21/2024,119.4
2/20/2024,119.6
2/19/2024,119.6
2/16/2024,119.25
2/15/2024,119.25
2/14/2024,119.75
2/13/2024,120.5
2/12/2024,120
2/9/2024,120.6
2/8/2024,120.6
2/7/2024,120.5
2/6/2024,119
2/5/2024,119
2/2/2024,116.75
2/1/2024,116
1/31/2024,116.5
1/30/2024,119.55
1/29/2024,116.4
1/26/2024,127.1
1/25/2024,126.8
1/24/2024,127.2
1/23/2024,127.3
1/22/2024,127.45
1/19/2024,128
1/18/2024,128.9
1/17/2024,129.5
1/16/2024,129.5
1/15/2024,129.85
1/12/2024,130.85
1/11/2024,130.75
1/10/2024,133.5
1/9/2024,135.65
1/8/2024,132
1/5/2024,131.55
1/4/2024,130.9
1/3/2024,128.5
1/2/2024,127.75
12/29/2023,146.4
12/28/2023,145.45
12/27/2023,146
12/26/2023,145.5
12/22/2023,145.5
12/21/2023,145.25
12/20/2023,144.25
12/19/2023,145.25
12/18/2023,144.75
12/15/2023,145.25
12/14/2023,145.5
12/13/2023,146.25
12/12/2023,146.25
12/11/2023,152.5
12/8/2023,151
12/7/2023,148.75
12/6/2023,140.45
12/5/2023,134.15
12/4/2023,134.45
12/1/2023,133.5
11/30/2023,132.15
11/29/2023,127.85
11/28/2023,127.45
11/27/2023,127.5
11/24/2023,122
11/23/2023,122.15
11/22/2023,122.15
11/21/2023,122.3
11/20/2023,122.5
11/17/2023,123.25
11/16/2023,123.1
11/15/2023,123.25
11/14/2023,122.5
11/13/2023,122
11/10/2023,123.25
11/9/2023,123
11/8/2023,122.5
11/7/2023,120.1
11/6/2023,119
11/3/2023,122.5
11/2/2023,120
11/1/2023,119.65
10/31/2023,121.1
10/30/2023,131
10/27/2023,135.2
10/26/2023,135.7
10/25/2023,133.5
10/24/2023,136.5
10/23/2023,138.35
10/20/2023,138
10/19/2023,136.5
10/18/2023,140
10/17/2023,142.25
10/16/2023,143.75
10/13/2023,143.85
10/12/2023,142.65
10/11/2023,140.5
10/10/2023,141.9
10/9/2023,141.35
10/6/2023,138.5
10/5/2023,139
10/4/2023,144.65
10/3/2023,149.65
10/2/2023,154.5
9/29/2023,160.1
9/28/2023,159.75
9/27/2023,160.35
9/26/2023,160.35
9/25/2023,160
9/22/2023,160
9/21/2023,160.5
9/20/2023,160.75
9/19/2023,160.75
9/18/2023,160.75
9/15/2023,160.5
9/14/2023,160.15
9/13/2023,162.25
9/12/2023,159
9/11/2023,158
9/8/2023,156.25
9/7/2023,157.65
9/6/2023,160
9/5/2023,160.5
9/4/2023,156.55
9/1/2023,156.25
8/31/2023,156
