Model,Covariates,Window,Horizon,mape_mean,mape_std,da_mean,mase_mean,n_folds
RandomForest,GDP,120,5,1.0388,0.2571416049572687,51.614,1.8199400000000001,5
RandomForest,GDP,120,20,2.02766,0.5847234756703379,49.602,3.5351799999999995,5
RandomForest,Gold,20,1,0.6414799999999999,0.15736421766081382,52.888,1.12022,5
RandomForest,Gold,20,5,1.04558,0.26431402157282535,51.876,1.82942,5
RandomForest,Gold,20,20,2.00052,0.5526296381845619,49.762,3.4936,5
RandomForest,Gold,120,1,0.6408400000000001,0.15555228381479974,51.54600000000001,1.1194199999999999,5
RandomForest,Gold,120,5,1.04372,0.26332115752441915,51.25,1.8264600000000002,5
RandomForest,Gold,120,20,2.0206399999999998,0.5792940945668269,49.392,3.5218599999999993,5
RandomForest,M2,20,1,0.6403399999999999,0.1536964150525314,51.29,1.11846,5
RandomForest,M2,20,5,1.04674,0.2628953460980244,51.40599999999999,1.83182,5
RandomForest,M2,20,20,2.02236,0.5648940989247454,49.339999999999996,3.5296999999999996,5
RandomForest,M2,120,1,0.6395,0.15327604183302748,52.525999999999996,1.11752,5
RandomForest,M2,120,5,1.0417,0.25890882565103884,51.40599999999999,1.82454,5
RandomForest,M2,120,20,2.0279,0.5813638232638836,49.077999999999996,3.536,5
RandomForest,NPL_Ratio,20,1,0.6392,0.15319045335790346,52.784000000000006,1.11668,5
RandomForest,NPL_Ratio,20,5,1.04572,0.2623071615492036,51.40599999999999,1.8297999999999999,5
RandomForest,NPL_Ratio,20,20,2.01126,0.5616553418245036,49.498000000000005,3.50766,5
RandomForest,NPL_Ratio,120,1,0.63826,0.1522600013135426,52.629999999999995,1.11522,5
RandomForest,NPL_Ratio,120,5,1.03804,0.2571436621812796,51.25,1.8191400000000002,5
RandomForest,NPL_Ratio,120,20,2.02508,0.5757082915852438,49.288,3.5305,5
RandomForest,Nickel,20,1,0.6417400000000001,0.1555153786607614,51.49400000000001,1.12142,5
RandomForest,Nickel,20,5,1.0525,0.2697393093340308,51.302,1.8414000000000001,5
RandomForest,Nickel,20,20,2.01532,0.5601776611040462,49.708000000000006,3.51768,5
RandomForest,Nickel,120,1,0.6417200000000001,0.1523755131246487,51.082,1.12194,5
RandomForest,Nickel,120,5,1.04726,0.2566994701981287,50.470000000000006,1.83494,5
RandomForest,Nickel,120,20,2.0596,0.5677542998516172,49.338,3.59606,5
RandomForest,STI,20,1,0.64066,0.15360000976562466,52.424,1.11888,5
RandomForest,STI,20,5,1.0472000000000001,0.26312688954190905,51.510000000000005,1.83216,5
RandomForest,STI,20,20,2.01998,0.5607108675601,49.44799999999999,3.5264200000000003,5
RandomForest,STI,120,1,0.6397600000000001,0.15444362401860423,51.955999999999996,1.11776,5
RandomForest,STI,120,5,1.04398,0.26148667652482804,51.718,1.82726,5
RandomForest,STI,120,20,2.03956,0.5852438192753513,49.498000000000005,3.5549399999999998,5
RandomForest,Screening1,20,1,0.63822,0.15414623576331665,53.91799999999999,1.1152000000000002,5
RandomForest,Screening1,20,5,1.05298,0.26795085743471686,51.512,1.8400400000000001,5
RandomForest,Screening1,20,20,2.00322,0.5468833029083994,49.498000000000005,3.49916,5
RandomForest,Screening1,120,1,0.6393800000000001,0.15250267866499928,50.769999999999996,1.1176400000000002,5
RandomForest,Screening1,120,5,1.04868,0.2614103804365847,51.40599999999999,1.834,5
RandomForest,Screening1,120,20,2.02006,0.562071368244283,49.077999999999996,3.52278,5
RandomForest,Screening2,20,1,0.63898,0.1532157857402428,52.94200000000001,1.11684,5
RandomForest,Screening2,20,5,1.05504,0.2660505835362892,51.408,1.84388,5
RandomForest,Screening2,20,20,2.0092,0.553049283518205,49.236000000000004,3.50772,5
RandomForest,Screening2,120,1,0.63946,0.15163236132171784,50.257999999999996,1.1178000000000001,5
RandomForest,Screening2,120,5,1.0464600000000002,0.25998904399993467,50.364,1.8312000000000002,5
RandomForest,Screening2,120,20,2.0194,0.5655330980588139,49.022000000000006,3.5241,5
RandomForest,Silver,20,1,0.6387,0.15486264882146372,54.742000000000004,1.11622,5
RandomForest,Silver,20,5,1.0563600000000002,0.2721662506630827,51.876,1.8462,5
RandomForest,Silver,20,20,2.01084,0.5606336218957975,49.604,3.51252,5
RandomForest,Silver,120,1,0.63918,0.15529472624657928,52.73199999999999,1.11708,5
RandomForest,Silver,120,5,1.0506,0.26412923919929804,51.720000000000006,1.83874,5
RandomForest,Silver,120,20,2.01802,0.581534678243697,49.763999999999996,3.5191000000000003,5
RandomForest,Tin,20,1,0.6408400000000001,0.15393590549316297,52.836,1.1199999999999999,5
RandomForest,Tin,20,5,1.0539,0.2661589093004402,51.616,1.84298,5
RandomForest,Tin,20,20,2.0248,0.5388961541892836,49.658,3.5386,5
RandomForest,Tin,120,1,0.64318,0.1541089938971765,49.742000000000004,1.12386,5
RandomForest,Tin,120,5,1.0463799999999999,0.25619794495662923,51.617999999999995,1.83266,5
RandomForest,Tin,120,20,2.03312,0.5511834014191644,49.236000000000004,3.5488799999999996,5
RandomForest,USDIDR,20,1,0.64018,0.1548017183367161,52.836,1.11774,5
RandomForest,USDIDR,20,5,1.04558,0.2607229123034645,51.25,1.8296,5
RandomForest,USDIDR,20,20,2.0178000000000003,0.5675204930220582,49.288,3.51958,5
RandomForest,USDIDR,120,1,0.64162,0.15729894150947113,51.498000000000005,1.11988,5
RandomForest,USDIDR,120,5,1.04332,0.260732903562247,51.668000000000006,1.8260200000000002,5
RandomForest,USDIDR,120,20,2.03254,0.5899338971444175,49.604,3.5419400000000003,5
RandomForest,US_Treasury_10Y,20,1,0.64376,0.1474068960395001,50.156,1.1252,5
RandomForest,US_Treasury_10Y,20,5,1.06258,0.23539178405373465,50.624,1.8627600000000002,5
RandomForest,US_Treasury_10Y,20,20,2.03476,0.49837277513925254,49.922,3.56002,5
RandomForest,US_Treasury_10Y,120,1,0.64234,0.14913176388683932,50.152,1.1227800000000001,5
RandomForest,US_Treasury_10Y,120,5,1.05498,0.24386237307136988,51.042,1.8488599999999997,5
RandomForest,US_Treasury_10Y,120,20,2.0417,0.5736629498233259,49.5,3.56132,5
RandomForest,WTI,20,1,0.64082,0.1575729894366417,52.166,1.11848,5
RandomForest,WTI,20,5,1.05684,0.27049736227919113,51.510000000000005,1.84566,5
RandomForest,WTI,20,20,2.0110599999999996,0.5584132502009598,49.605999999999995,3.51098,5
RandomForest,WTI,120,1,0.6380399999999999,0.15315764101082263,52.476,1.11484,5
RandomForest,WTI,120,5,1.0518,0.26745715544737264,51.354,1.83824,5
RandomForest,WTI,120,20,2.0322199999999997,0.5867660666739344,49.496,3.5428799999999994,5
XGBoost,All_Commodity_STI,20,1,0.6873,0.1423772629319724,51.444,1.20532,5
XGBoost,All_Commodity_STI,20,5,1.16546,0.2513687888342545,50.678,2.0487200000000003,5
XGBoost,All_Commodity_STI,20,20,2.327,0.7055308710467602,50.077999999999996,4.08364,5
XGBoost,All_Commodity_STI,120,1,0.67798,0.14419565527435285,52.26800000000001,1.18804,5
XGBoost,All_Commodity_STI,120,5,1.16946,0.23679240486130454,49.688,2.0556200000000002,5
XGBoost,All_Commodity_STI,120,20,2.22822,0.6146803047113193,48.918,3.9108000000000005,5
XGBoost,All_Covariates,20,1,0.69148,0.1287251218682663,50.62,1.2129400000000001,5
XGBoost,All_Covariates,20,5,1.17614,0.2428593584772883,52.134,2.06546,5
XGBoost,All_Covariates,20,20,2.36122,0.5736196753947688,48.866,4.1532,5
XGBoost,All_Covariates,120,1,0.6841,0.1284990661444666,52.322,1.20022,5
XGBoost,All_Covariates,120,5,1.17458,0.20367640265872727,49.742000000000004,2.06868,5
XGBoost,All_Covariates,120,20,2.3729199999999997,0.5135358867693669,49.498000000000005,4.17206,5
XGBoost,All_Macro_no_UST,20,1,0.68596,0.1378162472279666,52.112,1.2014,5
XGBoost,All_Macro_no_UST,20,5,1.1381000000000001,0.2681204486793203,52.396,1.9975200000000002,5
XGBoost,All_Macro_no_UST,20,20,2.21542,0.5924335760235067,50.344,3.8695999999999997,5
XGBoost,All_Macro_no_UST,120,1,0.6811,0.16370233657465,51.444,1.18784,5
XGBoost,All_Macro_no_UST,120,5,1.1382400000000001,0.28928088944830066,51.354,1.9963799999999998,5
XGBoost,All_Macro_no_UST,120,20,2.14446,0.5660114954663024,49.392,3.76288,5
XGBoost,BI_Rate,20,1,0.6793,0.14671777329280866,51.084,1.1896799999999998,5
XGBoost,BI_Rate,20,5,1.14818,0.30257753882269595,50.314,2.00752,5
XGBoost,BI_Rate,20,20,2.24342,0.6873690653499037,49.71,3.9104799999999997,5
XGBoost,BI_Rate,120,1,0.68818,0.16581125414156908,50.824,1.2032,5
XGBoost,BI_Rate,120,5,1.1453,0.32622109833669555,49.896,2.00778,5
XGBoost,BI_Rate,120,20,2.25134,0.7848163180005879,49.866,3.9049,5
XGBoost,Baseline,20,1,0.68122,0.14661588249572424,51.7,1.1926400000000001,5
XGBoost,Baseline,20,5,1.14634,0.27061642226590754,49.739999999999995,2.00644,5
XGBoost,Baseline,20,20,2.1528,0.6873682892016477,50.396,3.7565599999999995,5
XGBoost,Baseline,120,1,0.6852199999999999,0.1575323998420642,51.286,1.19792,5
XGBoost,Baseline,120,5,1.1235,0.3153282971761336,50.989999999999995,1.9683199999999998,5
XGBoost,Baseline,120,20,2.26398,0.7039291349276575,50.396,3.95158,5
XGBoost,CPI,20,1,0.68658,0.15785246909693876,50.720000000000006,1.1993399999999999,5
XGBoost,CPI,20,5,1.13714,0.2813831604769554,50.624,1.98858,5
XGBoost,CPI,20,20,2.19228,0.6213362270140056,49.974000000000004,3.82304,5
XGBoost,CPI,120,1,0.68752,0.1662648850479259,51.032000000000004,1.20144,5
XGBoost,CPI,120,5,1.15334,0.2929609922839558,50.052,2.02534,5
XGBoost,CPI,120,20,2.2397,0.6128191943795496,50.134,3.9279800000000002,5
XGBoost,Coal,20,1,0.68848,0.14829070098964398,51.186,1.20732,5
XGBoost,Coal,20,5,1.14884,0.287698432390585,51.46,2.01452,5
XGBoost,Coal,20,20,2.31298,0.6581379239946595,49.55,4.0409999999999995,5
XGBoost,Coal,120,1,0.70018,0.15428837286069225,47.934,1.22574,5
XGBoost,Coal,120,5,1.1849399999999999,0.2661753707614586,48.908,2.08406,5
XGBoost,Coal,120,20,2.3401,0.51755681330652,48.812,4.09976,5
XGBoost,Copper,20,1,0.68154,0.1522011268026621,51.75599999999999,1.19176,5
XGBoost,Copper,20,5,1.1421800000000002,0.24938386475471905,52.448,2.00486,5
XGBoost,Copper,20,20,2.18272,0.6883170831818718,51.138,3.80394,5
XGBoost,Copper,120,1,0.69744,0.1703161560158049,49.432,1.21834,5
XGBoost,Copper,120,5,1.13814,0.26287006866511076,49.896,1.99814,5
XGBoost,Copper,120,20,2.25874,0.6702495303989403,49.922,3.95124,5
XGBoost,GDP,20,1,0.68686,0.15224990311983777,50.052,1.20184,5
XGBoost,GDP,20,5,1.1435600000000001,0.2665260831513494,50.519999999999996,2.00528,5
XGBoost,GDP,20,20,2.26124,0.6574105665411835,49.762,3.93112,5
XGBoost,GDP,120,1,0.6909,0.16653442587044875,49.434000000000005,1.2055799999999999,5
XGBoost,GDP,120,5,1.13392,0.27397475613640027,49.846000000000004,1.98896,5
XGBoost,GDP,120,20,2.21948,0.6681529854756318,50.5,3.89056,5
XGBoost,Gold,20,1,0.67816,0.15639372749570235,50.308,1.1879,5
XGBoost,Gold,20,5,1.13334,0.28634341794425794,49.634,1.9795000000000003,5
XGBoost,Gold,20,20,2.17512,0.5722021469725539,51.188,3.8133600000000003,5
XGBoost,Gold,120,1,0.6864600000000001,0.154138778378447,51.444,1.20092,5
XGBoost,Gold,120,5,1.1597,0.33130212042786555,49.739999999999995,2.0214,5
XGBoost,Gold,120,20,2.21172,0.6364706803930565,50.342,3.86764,5
XGBoost,M2,20,1,0.68788,0.16306614302178127,51.85600000000001,1.20112,5
XGBoost,M2,20,5,1.16354,0.2928154504120301,50.470000000000006,2.03378,5
XGBoost,M2,20,20,2.19988,0.6419024513117241,49.288,3.8379199999999996,5
XGBoost,M2,120,1,0.68968,0.15379036705853844,50.362,1.20722,5
XGBoost,M2,120,5,1.13728,0.3278611703145099,50.106,1.98916,5
XGBoost,M2,120,20,2.20858,0.6980498671298493,48.284000000000006,3.8652,5
XGBoost,NPL_Ratio,20,1,0.6827799999999999,0.15347197464032314,51.85600000000001,1.1933799999999999,5
XGBoost,NPL_Ratio,20,5,1.14252,0.2731911180840257,50.208,2.0008,5
XGBoost,NPL_Ratio,20,20,2.1997,0.5741148491373481,51.138,3.83434,5
XGBoost,NPL_Ratio,120,1,0.68276,0.1662920563346308,52.424,1.1924199999999998,5
XGBoost,NPL_Ratio,120,5,1.11602,0.29521411212880716,51.196000000000005,1.95588,5
XGBoost,NPL_Ratio,120,20,2.18444,0.6808117639994185,49.763999999999996,3.80974,5
XGBoost,Nickel,20,1,0.68386,0.1421327478099259,50.464,1.19986,5
XGBoost,Nickel,20,5,1.14958,0.2322115673260056,50.208000000000006,2.0197,5
XGBoost,Nickel,20,20,2.17618,0.5805337948819174,50.448,3.8087000000000004,5
XGBoost,Nickel,120,1,0.6970799999999999,0.16305329496824036,48.968,1.2181799999999998,5
XGBoost,Nickel,120,5,1.15252,0.275565150191384,50.260000000000005,2.0228,5
XGBoost,Nickel,120,20,2.3115,0.6173307500845883,48.814,4.0477,5
XGBoost,STI,20,1,0.67616,0.14698798590361054,51.803999999999995,1.1846999999999999,5
XGBoost,STI,20,5,1.14296,0.26599355819267495,50.522000000000006,2.00068,5
XGBoost,STI,20,20,2.3506,0.7592891807473616,49.656,4.071820000000001,5
XGBoost,STI,120,1,0.67974,0.1697865218443443,50.876,1.18612,5
XGBoost,STI,120,5,1.12588,0.304283259480373,50.988,1.96812,5
XGBoost,STI,120,20,2.32236,0.7787306292935962,50.977999999999994,4.0446,5
XGBoost,Screening1,20,1,0.67954,0.1425025192759763,51.596000000000004,1.19052,5
XGBoost,Screening1,20,5,1.17232,0.24805045252931923,49.896,2.05896,5
XGBoost,Screening1,20,20,2.39496,0.6490525579642993,48.074,4.19996,5
XGBoost,Screening1,120,1,0.68952,0.15322074598434773,50.62,1.20686,5
XGBoost,Screening1,120,5,1.1168200000000001,0.23700871713926472,50.416,1.95442,5
XGBoost,Screening1,120,20,2.2392399999999997,0.6697848408257684,49.656,3.90852,5
XGBoost,Screening2,20,1,0.67676,0.15347575704325425,53.866,1.1833399999999998,5
XGBoost,Screening2,20,5,1.13248,0.26100374901522017,52.29,1.98586,5
XGBoost,Screening2,20,20,2.25888,0.6520761588955697,49.71,3.9465000000000003,5
XGBoost,Screening2,120,1,0.6885,0.14119925637197953,50.153999999999996,1.20658,5
XGBoost,Screening2,120,5,1.1434000000000002,0.25037163377667215,50.052,2.0124400000000002,5
XGBoost,Screening2,120,20,2.33454,0.6504186136635391,50.08,4.08004,5
XGBoost,Silver,20,1,0.68172,0.15628516244352822,51.188,1.1959,5
XGBoost,Silver,20,5,1.14874,0.28681627917536334,51.403999999999996,2.0053799999999997,5
XGBoost,Silver,20,20,2.3468799999999996,0.6543810869821959,49.71,4.10136,5
XGBoost,Silver,120,1,0.69238,0.16073845837259984,51.444,1.21142,5
XGBoost,Silver,120,5,1.13948,0.2986207159592248,51.876,1.9941,5
XGBoost,Silver,120,20,2.2203,0.6627663464600481,49.604,3.8702799999999997,5
XGBoost,Tin,20,1,0.68518,0.13404589512551296,52.062,1.2034799999999999,5
XGBoost,Tin,20,5,1.1412200000000001,0.20787209288406175,49.791999999999994,2.00372,5
XGBoost,Tin,20,20,2.40726,0.5953138945128024,48.812,4.241619999999999,5
XGBoost,Tin,120,1,0.69056,0.14801250960645182,51.444,1.21004,5
XGBoost,Tin,120,5,1.141,0.2507352488183502,49.480000000000004,2.00602,5
XGBoost,Tin,120,20,2.32456,0.5341431764985866,49.708000000000006,4.0831800000000005,5
XGBoost,USDIDR,20,1,0.67554,0.15865025370291722,53.556,1.1810199999999997,5
XGBoost,USDIDR,20,5,1.15626,0.271664651730769,49.324,2.02242,5
XGBoost,USDIDR,20,20,2.211,0.7051971249232375,50.394,3.84388,5
XGBoost,USDIDR,120,1,0.68464,0.16674232516071022,52.628,1.19388,5
XGBoost,USDIDR,120,5,1.1286,0.3284157273944108,50.21,1.97648,5
XGBoost,USDIDR,120,20,2.17502,0.6940504210790451,49.446000000000005,3.8057000000000003,5
XGBoost,US_Treasury_10Y,20,1,0.70126,0.14847554680822017,49.69,1.2301,5
XGBoost,US_Treasury_10Y,20,5,1.2012800000000001,0.21272823507940822,48.54,2.11418,5
XGBoost,US_Treasury_10Y,20,20,2.3992999999999998,0.5677114451902483,49.658,4.21974,5
XGBoost,US_Treasury_10Y,120,1,0.713,0.11855483963128628,49.794,1.2521,5
XGBoost,US_Treasury_10Y,120,5,1.2250400000000001,0.2114938131482809,49.22,2.16134,5
XGBoost,US_Treasury_10Y,120,20,2.49628,0.6196945957485832,47.968,4.4031199999999995,5
XGBoost,WTI,20,1,0.67936,0.1565359798896087,52.682,1.18778,5
XGBoost,WTI,20,5,1.1526,0.2518228841864854,49.739999999999995,2.02168,5
XGBoost,WTI,20,20,2.3051,0.5555075021995655,49.182,4.0385,5
XGBoost,WTI,120,1,0.68662,0.1644743657838509,51.238,1.19764,5
XGBoost,WTI,120,5,1.14044,0.31119451794657293,50.782,1.9932200000000002,5
XGBoost,WTI,120,20,2.2851399999999997,0.8419372322210249,49.708,3.96012,5
