feature,importance,covariate_set,scenario
BI_Rate_lag_19,0.0012105917301918723,Macro_Regional,W120_H1
IHSG_lag_83,0.0012070932964272398,Macro_Regional,W120_H1
NPL_Ratio_lag_106,0.001204458687703477,Macro_Regional,W120_H1
IHSG_lag_8,0.0012006413161438204,Macro_Regional,W120_H1
US_Treasury_10Y_lag_116,0.001197956797599323,Macro_Regional,W120_H1
IHSG_lag_53,0.001191943544243209,Macro_Regional,W120_H1
NPL_Ratio_lag_114,0.0011918862950619923,Macro_Regional,W120_H1
GDP_lag_104,0.0011910114507850441,Macro_Regional,W120_H1
IHSG_lag_60,0.0011901534610958366,Macro_Regional,W120_H1
USDIDR_lag_32,0.0011887220611245144,Macro_Regional,W120_H1
NPL_Ratio_lag_108,0.001188300017990854,Macro_Regional,W120_H1
USDIDR_lag_50,0.0011803843954947715,Macro_Regional,W120_H1
IHSG_lag_70,0.0011680705317272696,Macro_Regional,W120_H1
GDP_lag_90,0.0011646282472209796,Macro_Regional,W120_H1
M2_lag_68,0.0011643505039469243,Macro_Regional,W120_H1
IHSG_lag_50,0.0011640650915053484,Macro_Regional,W120_H1
US_Treasury_10Y_lag_97,0.0011631974659706095,Macro_Regional,W120_H1
STI_lag_62,0.0011626665476470277,Macro_Regional,W120_H1
NPL_Ratio_lag_50,0.001157748576735106,Macro_Regional,W120_H1
STI_lag_97,0.0011566928727104917,Macro_Regional,W120_H1
M2_lag_65,0.0011520741240650465,Macro_Regional,W120_H1
IHSG_lag_26,0.0011508757037835362,Macro_Regional,W120_H1
M2_lag_100,0.0011492360359588994,Macro_Regional,W120_H1
USDIDR_lag_26,0.001147079087194004,Macro_Regional,W120_H1
US_Treasury_10Y_lag_64,0.0011459019153931226,Macro_Regional,W120_H1
IHSG_lag_102,0.0011452658533790713,Macro_Regional,W120_H1
BI_Rate_lag_30,0.0011414689530968387,Macro_Regional,W120_H1
IHSG_lag_94,0.001138758865250627,Macro_Regional,W120_H1
BI_Rate_lag_6,0.0011350622764835388,Macro_Regional,W120_H1
BI_Rate_lag_76,0.0011329568609351266,Macro_Regional,W120_H1
GDP_lag_17,0.001129247684195409,Macro_Regional,W120_H1
NPL_Ratio_lag_120,0.0011279024014908246,Macro_Regional,W120_H1
IHSG_lag_59,0.0011243098939575553,Macro_Regional,W120_H1
US_Treasury_10Y_lag_34,0.0011236228982513079,Macro_Regional,W120_H1
CPI_lag_86,0.001123041706302461,Macro_Regional,W120_H1
GDP_lag_66,0.0011229929308906018,Macro_Regional,W120_H1
NPL_Ratio_lag_92,0.0011214992935681405,Macro_Regional,W120_H1
IHSG_lag_38,0.0011163005874146497,Macro_Regional,W120_H1
GDP_lag_58,0.001114582992100387,Macro_Regional,W120_H1
US_Treasury_10Y_lag_96,0.0011103583273038894,Macro_Regional,W120_H1
GDP_lag_25,0.0010975141545256704,Macro_Regional,W120_H1
GDP_lag_12,0.0010967254552037096,Macro_Regional,W120_H1
M2_lag_87,0.0010924417561122269,Macro_Regional,W120_H1
IHSG_lag_81,0.0010897924155861185,Macro_Regional,W120_H1
USDIDR_lag_120,0.0010826714155976413,Macro_Regional,W120_H1
IHSG_lag_52,0.001081007267560503,Macro_Regional,W120_H1
USDIDR_lag_58,0.001080873454435171,Macro_Regional,W120_H1
IHSG_lag_46,0.001078477215049643,Macro_Regional,W120_H1
US_Treasury_10Y_lag_120,0.001074799572446449,Macro_Regional,W120_H1
IHSG_lag_24,0.0010735758904695078,Macro_Regional,W120_H1
M2_lag_70,0.0010715576332473167,Macro_Regional,W120_H1
US_Treasury_10Y_lag_11,0.0010696118375782976,Macro_Regional,W120_H1
IHSG_lag_98,0.001069523101699377,Macro_Regional,W120_H1
M2_lag_98,0.0010630707864848015,Macro_Regional,W120_H1
CPI_lag_23,0.0010628241669968957,Macro_Regional,W120_H1
BI_Rate_lag_50,0.001060003111359585,Macro_Regional,W120_H1
IHSG_lag_105,0.001059673960091915,Macro_Regional,W120_H1
NPL_Ratio_lag_97,0.001059243722715966,Macro_Regional,W120_H1
GDP_lag_98,0.0010590867754500248,Macro_Regional,W120_H1
CPI_lag_40,0.0010535865178058338,Macro_Regional,W120_H1
M2_lag_120,0.0010493660070906687,Macro_Regional,W120_H1
US_Treasury_10Y_lag_104,0.0010491845995308235,Macro_Regional,W120_H1
BI_Rate_lag_42,0.0010488679990148658,Macro_Regional,W120_H1
IHSG_lag_5,0.0010408663969222235,Macro_Regional,W120_H1
M2_lag_74,0.0010333703236559387,Macro_Regional,W120_H1
IHSG_lag_37,0.0010316972875175133,Macro_Regional,W120_H1
NPL_Ratio_lag_64,0.0010261479205157576,Macro_Regional,W120_H1
USDIDR_lag_36,0.0010258437587203893,Macro_Regional,W120_H1
IHSG_lag_93,0.0010253832864802557,Macro_Regional,W120_H1
IHSG_lag_75,0.0010251852931039546,Macro_Regional,W120_H1
BI_Rate_lag_104,0.0010251358978027143,Macro_Regional,W120_H1
USDIDR_lag_76,0.0010233093042086435,Macro_Regional,W120_H1
USDIDR_lag_11,0.0010217113097940405,Macro_Regional,W120_H1
US_Treasury_10Y_lag_82,0.001020419801594891,Macro_Regional,W120_H1
NPL_Ratio_lag_82,0.001011879051624599,Macro_Regional,W120_H1
GDP_lag_42,0.0010102140925644335,Macro_Regional,W120_H1
GDP_lag_3,0.00101000561775417,Macro_Regional,W120_H1
GDP_lag_44,0.0010082802733313006,Macro_Regional,W120_H1
US_Treasury_10Y_lag_41,0.000998106272050787,Macro_Regional,W120_H1
NPL_Ratio_lag_98,0.0009975763644330838,Macro_Regional,W120_H1
STI_lag_109,0.0009968922095509437,Macro_Regional,W120_H1
GDP_lag_118,0.000996730049923428,Macro_Regional,W120_H1
IHSG_lag_43,0.000994330491433758,Macro_Regional,W120_H1
USDIDR_lag_20,0.0009933391196211131,Macro_Regional,W120_H1
GDP_lag_20,0.0009915287928305993,Macro_Regional,W120_H1
BI_Rate_lag_86,0.000991085051691875,Macro_Regional,W120_H1
M2_lag_40,0.000985971331507404,Macro_Regional,W120_H1
USDIDR_lag_12,0.0009850425671426052,Macro_Regional,W120_H1
GDP_lag_10,0.0009773526624086571,Macro_Regional,W120_H1
CPI_lag_42,0.0009748654875266048,Macro_Regional,W120_H1
US_Treasury_10Y_lag_14,0.0009746164980301054,Macro_Regional,W120_H1
IHSG_lag_82,0.000973351599693246,Macro_Regional,W120_H1
IHSG_lag_12,0.0009699250369946951,Macro_Regional,W120_H1
US_Treasury_10Y_lag_66,0.0009695450145227631,Macro_Regional,W120_H1
BI_Rate_lag_60,0.0009652250711393226,Macro_Regional,W120_H1
IHSG_lag_68,0.0009538624986190914,Macro_Regional,W120_H1
M2_lag_64,0.0009505939712959033,Macro_Regional,W120_H1
IHSG_lag_34,0.0009503867429583852,Macro_Regional,W120_H1
USDIDR_lag_8,0.0009483825043335361,Macro_Regional,W120_H1
GDP_lag_84,0.0009477897284773408,Macro_Regional,W120_H1
