Date,IHSG_target_lag-12,IHSG_target_lag-11,IHSG_target_lag-10,IHSG_target_lag-9,IHSG_target_lag-8,IHSG_target_lag-7,IHSG_target_lag-6,IHSG_target_lag-5,IHSG_target_lag-4,IHSG_target_lag-3,IHSG_target_lag-2,IHSG_target_lag-1,Inflation_YoY_pastcov_lag-1,M2_YoY_pastcov_lag-1,USDIDR_pastcov_lag-1,BI_Rate_pastcov_lag-1,NPL_Ratio_pastcov_lag-1
2023-01-31,-0.004449617304850577,-0.005536059983204948,0.0172346105687816,-0.0041582070288051064,0.01159204146735517,0.027808236513628536,0.04532644518560561,0.06418094488294043,0.10583627242130648,0.11858528840095181,0.15039059214915265,0.15236232848425407,-0.0025763596318670824,-0.004987230215870693,0.003862360639334602,-0.0036334234888487763,-0.0021587383471783042
2023-02-28,-0.004449617304850577,-0.005536059983204948,0.0172346105687816,-0.003719021863403485,0.01159204146735517,0.027158579173223573,0.04414859353153319,0.06335211824602288,0.10158249983046679,0.11670525639093982,0.14494587996825584,0.15313785577573924,-0.001558681965096048,-0.004987230215870693,0.002953429841858651,-0.004199865736531869,-0.0021587383471783042
2023-03-31,-0.004449617304850577,-0.005609046401204759,0.0172346105687816,-0.003719021863403485,0.011365240697372284,0.027100040192391612,0.04414859353153319,0.06335211824602288,0.10485938859580184,0.11778147303854283,0.14571708133912753,0.15249418647626567,-0.0025763596318670824,-0.004987230215870693,0.002953429841858651,-0.0036334234888487763,-0.0021587383471783042
2023-04-30,-0.004449617304850577,-0.005783085571176467,0.0172346105687816,-0.0041582070288051064,0.011365240697372284,0.027100040192391612,0.04429330001793479,0.06390566604925348,0.10485938859580184,0.11743053467578604,0.1472543535065695,0.15236232848425407,-0.0025763596318670824,-0.005992019945630524,0.002953429841858651,-0.0036334234888487763,-0.0021587383471783042
2023-05-31,-0.004449617304850577,-0.005609046401204759,0.0172346105687816,-0.0041582070288051064,0.011365240697372284,0.027434256678030202,0.04429330001793479,0.06197956233050497,0.10485938859580184,0.11761880221468748,0.1463047016255616,0.15124897259207915,-0.0025763596318670824,-0.004987230215870693,0.002953429841858651,-0.013665223781245666,-0.0021587383471783042
2023-06-30,-0.004449617304850577,-0.005783085571176467,0.0172346105687816,-0.0041582070288051064,0.011365240697372284,0.027100040192391612,0.04536473944922853,0.06197956233050497,0.10485938859580184,0.1179859670701584,0.14810016369971252,0.15388862971739034,-0.0025763596318670824,-0.005992019945630524,0.002953429841858651,-0.013665223781245666,-0.0021587383471783042
2023-07-31,-0.004449617304850577,-0.005783085571176467,0.0172346105687816,-0.003719021863403485,0.010856165087368422,0.02757831668833998,0.046542591103300945,0.06250361087380142,0.10552804052380316,0.118504150793211,0.15402721747029793,0.15412288249722286,-0.001558681965096048,-0.005992019945630524,0.0031509901557386973,-0.013665223781245666,-0.0021587383471783042
2023-08-31,-0.004449617304850577,-0.005783085571176467,0.0172346105687816,-0.0041582070288051064,0.010856165087368422,0.02757831668833998,0.044972408708716646,0.06256370038745088,0.10489958119706003,0.11856876426211413,0.15333628989450895,0.15135136737990001,-0.0005098764046211463,-0.005992019945630524,0.0031509901557386973,-0.013665223781245666,-0.0021587383471783042
2023-09-30,-0.004449617304850577,-0.005710099153176656,0.0172346105687816,-0.0041582070288051064,0.011082965857351305,0.027158579173223573,0.04379455705464422,0.06203965184415443,0.10453916116656203,0.1164642834190206,0.14689523498095733,0.1511706306121769,-0.0005098764046211463,-0.005992019945630524,0.002953429841858651,-0.013665223781245666,-0.0021587383471783042
2023-10-31,-0.004449617304850577,-0.005783085571176467,0.0172346105687816,-0.0041582070288051064,0.010856165087368422,0.027158579173223573,0.04369376178799925,0.06371698585329345,0.1042309292690587,0.11602931624666346,0.14700191141683483,0.15228398650435182,-0.00014604058378053293,-0.005992019945630524,0.003862360639334602,-0.0036334234888487763,-0.0021587383471783042
2023-11-30,-0.004449617304850577,-0.005609046401204759,0.0172346105687816,-0.0041582070288051064,0.010856165087368422,0.027158579173223573,0.04383846827440084,0.06396575556290293,0.1042309292690587,0.11594657098758579,0.1457164060812258,0.15228398650435182,-0.00014604058378053293,-0.004987230215870693,0.002953429841858651,-0.0036334234888487763,-0.0021587383471783042
2023-12-31,-0.004449617304850577,-0.005609046401204759,0.0172346105687816,-0.0041582070288051064,0.010856165087368422,0.027158579173223573,0.04415722087139143,0.06396575556290293,0.1042309292690587,0.11594657098758579,0.14593479772008813,0.153051994309555,-3.7457391980868e-05,-0.004987230215870693,0.002953429841858651,-0.0036334234888487763,-0.0021587383471783042
2024-01-31,-0.004449617304850577,-0.005609046401204759,0.0172346105687816,-0.0041582070288051064,0.011365240697372284,0.027158579173223573,0.04415722087139143,0.06396575556290293,0.1042309292690587,0.11618802633834976,0.14648004819716812,0.15355686318654846,-3.7457391980868e-05,-0.004987230215870693,0.002953429841858651,-0.0036334234888487763,-0.0021587383471783042
2024-02-29,-0.004449617304850577,-0.005609046401204759,0.0172346105687816,-0.0041582070288051064,0.010856165087368422,0.027532559008821914,0.04533507252546386,0.06461561813278101,0.10489958119706003,0.11607925847041534,0.14948844598146696,0.1530284390937535,-0.0001452979861936786,-0.004987230215870693,0.002929874626057146,-0.005522132036612238,-0.0021587383471783042
