Date,IHSG_target_lag-12,IHSG_target_lag-11,IHSG_target_lag-10,IHSG_target_lag-9,IHSG_target_lag-8,IHSG_target_lag-7,IHSG_target_lag-6,IHSG_target_lag-5,IHSG_target_lag-4,IHSG_target_lag-3,IHSG_target_lag-2,IHSG_target_lag-1,Inflation_YoY_pastcov_lag-1,M2_YoY_pastcov_lag-1,USDIDR_pastcov_lag-1,BI_Rate_pastcov_lag-1,NPL_Ratio_pastcov_lag-1
2023-01-31,0.7407179885830515,0.7433116606089976,0.7180458208735696,0.7915491682878506,0.6035595270026088,0.62260641076923,0.8019604619757836,0.8165368055837496,0.8076396519674174,0.6827274221748652,0.9013825596354885,1.029206597258042,-0.49831649831649816,-1.2826475849731664,0.48635724331926866,0.17647058823529393,-1.367346938775511
2023-02-28,0.7433116606089976,0.7180458208735696,0.7915491682878506,0.6035595270026088,0.62260641076923,0.8019604619757836,0.8165368055837496,0.8076396519674174,0.6827274221748652,0.9013825596354885,1.029206597258042,0.9860412924300319,-0.5791245791245792,-0.9355992844364938,0.7018284106891706,0.17647058823529393,-1.0408163265306127
2023-03-31,0.7180458208735696,0.7915491682878506,0.6035595270026088,0.62260641076923,0.8019604619757836,0.8165368055837496,0.8076396519674174,0.6827274221748652,0.9013825596354885,1.029206597258042,0.9860412924300319,1.0580344931091656,-0.5185185185185184,-0.9624329159212881,0.6652601969057663,0.17647058823529393,-1.0408163265306127
2023-04-30,0.7915491682878506,0.6035595270026088,0.62260641076923,0.8019604619757836,0.8165368055837496,0.8076396519674174,0.6827274221748652,0.9013825596354885,1.029206597258042,0.9860412924300319,1.0580344931091656,1.0398661433621101,-0.4175084175084174,-0.6189624329159213,0.7440225035161756,0.17647058823529393,-1.2448979591836737
2023-05-31,0.6035595270026088,0.62260641076923,0.8019604619757836,0.8165368055837496,0.8076396519674174,0.6827274221748652,0.9013825596354885,1.029206597258042,0.9860412924300319,1.0580344931091656,1.0398661433621101,1.003516132746491,-0.43434343434343425,-0.6797853309481217,0.9718706047819978,0.2941176470588234,-1.0816326530612246
2023-06-30,0.62260641076923,0.8019604619757836,0.8165368055837496,0.8076396519674174,0.6827274221748652,0.9013825596354885,1.029206597258042,0.9860412924300319,1.0580344931091656,1.0398661433621101,1.003516132746491,0.8281680635579431,-0.4882154882154882,-0.5509838998211092,0.966244725738397,0.2941176470588234,-1.0612244897959195
2023-07-31,0.8019604619757836,0.8165368055837496,0.8076396519674174,0.6827274221748652,0.9013825596354885,1.029206597258042,0.9860412924300319,1.0580344931091656,1.0398661433621101,1.003516132746491,0.8281680635579431,0.8899589551568288,-0.5993265993265994,-0.5366726296958857,1.0365682137834042,0.2941176470588234,-1.2244897959183687
2023-08-31,0.8165368055837496,0.8076396519674174,0.6827274221748652,0.9013825596354885,1.029206597258042,0.9860412924300319,1.0580344931091656,1.0398661433621101,1.003516132746491,0.8281680635579431,0.8899589551568288,1.0178688495131127,-0.7272727272727273,-0.5509838998211092,0.9718706047819978,0.2941176470588234,-1.204081632653062
2023-09-30,0.8076396519674174,0.6827274221748652,0.9013825596354885,1.029206597258042,0.9860412924300319,1.0580344931091656,1.0398661433621101,1.003516132746491,0.8281680635579431,0.8899589551568288,1.0178688495131127,1.2940553196898779,-0.7306397306397305,-0.6028622540250448,0.5189873417721529,0.2941176470588234,-1.2244897959183687
2023-10-31,0.6827274221748652,0.9013825596354885,1.029206597258042,0.9860412924300319,1.0580344931091656,1.0398661433621101,1.003516132746491,0.8281680635579431,0.8899589551568288,1.0178688495131127,1.2940553196898779,1.1990112498943435,-0.8249158249158248,-0.6225402504472273,0.3417721518987342,0.17647058823529393,-1.3265306122448983
2023-11-30,0.9013825596354885,1.029206597258042,0.9860412924300319,1.0580344931091656,1.0398661433621101,1.003516132746491,0.8281680635579431,0.8899589551568288,1.0178688495131127,1.2940553196898779,1.1990112498943435,1.2296867294108567,-0.8686868686868686,-0.6976744186046513,0.6551336146272853,0.17647058823529393,-1.3469387755102042
2023-12-31,1.029206597258042,0.9860412924300319,1.0580344931091656,1.0398661433621101,1.003516132746491,0.8281680635579431,0.8899589551568288,1.0178688495131127,1.2940553196898779,1.1990112498943435,1.2296867294108567,0.9236953270642387,-0.9225589225589225,-0.740608228980322,0.7383966244725748,0.17647058823529393,-1.367346938775511
2024-01-31,0.9860412924300319,1.0580344931091656,1.0398661433621101,1.003516132746491,0.8281680635579431,0.8899589551568288,1.0178688495131127,1.2940553196898779,1.1990112498943435,1.2296867294108567,0.9236953270642387,0.9008261547564298,-0.9158249158249158,-1.0572450805008946,0.8829817158931093,0.17647058823529393,-1.591836734693878
2024-02-29,1.0580344931091656,1.0398661433621101,1.003516132746491,0.8281680635579431,0.8899589551568288,1.0178688495131127,1.2940553196898779,1.1990112498943435,1.2296867294108567,0.9236953270642387,0.9008261547564298,0.9203209577618154,-1.1885521885521886,-0.932021466905188,0.9943741209563992,0.05882352941176494,-1.387755102040817
