Date,IHSG_target_lag-1,STI_pastcov_lag-3,Gold_pastcov_lag-3,Coal_pastcov_lag-3,Copper_pastcov_lag-3,Silver_pastcov_lag-3,Tin_pastcov_lag-3,Nickel_pastcov_lag-3,STI_pastcov_lag-2,Gold_pastcov_lag-2,Coal_pastcov_lag-2,Copper_pastcov_lag-2,Silver_pastcov_lag-2,Tin_pastcov_lag-2,Nickel_pastcov_lag-2,STI_pastcov_lag-1,Gold_pastcov_lag-1,Coal_pastcov_lag-1,Copper_pastcov_lag-1,Silver_pastcov_lag-1,Tin_pastcov_lag-1,Nickel_pastcov_lag-1
2023-11-02,0.5925838248858052,-0.0008050481202059842,0.0030946109811348186,-7.063013444732978e-05,2.889230199759018e-05,-0.00048779775721168137,0.00031714300738177936,-0.009904003725424894,0.0077752397223604655,-0.00024316275157900956,-0.0003807625411380466,-0.0004135435766372083,-6.93200367766898e-05,-0.0004384874737925063,-0.0012221683796094281,-0.00031548660975798853,-0.0004818174921758806,-0.0003879429135548661,0.0002709036736271234,0.00038512860080849767,0.00038502201455476056,0.0006676573704107563
2023-11-03,0.5581490437248384,-0.0007327699143609737,0.002185810499625666,-0.0018184069132590088,0.00014231346833249266,0.00033453581439639175,0.000499327509652998,0.009803083652622967,0.0005168004804553942,0.0013760471810911974,-0.0040063010602953445,-0.0004977312734397191,-3.517101671391864e-05,-0.0005384806556341456,-0.001293522446424942,-0.0004589454361858277,-0.0005273395394771429,-0.0003224261856624323,-0.0003909352052675228,0.00023105520369050509,-0.0017258722560518232,0.0007226772410340107
2023-11-06,0.5354860307098059,0.0017057966841354019,0.0023352591841278155,-0.0007191342369860458,-0.0005685825391289266,-0.00036609303539952056,0.0007326621328916693,0.03185184204991416,0.0034933885583524715,-0.00027522398476351634,-0.001382477115946867,-0.00041415527365100033,-9.369903876170967e-06,-0.000181962475657206,-0.002730932815122705,0.003911998294043726,-0.0006233774777567839,0.000710748748142093,-0.00030025721681692255,0.00037731606560287604,2.4712824670312385e-05,0.0006158961412734441
2023-11-07,0.5583838471404161,-0.0006684790361194464,0.0021499928368633263,-0.001933656120590739,-8.373341467951557e-05,0.00033508870091135515,0.0005915215433876679,0.00855860952820675,0.00014065611537338857,0.0013981597261919425,-0.004087149759476378,-0.000602074256863563,8.06677571974818e-06,-0.0004575242281598913,-0.0014838014512122322,-0.000511064379712392,-0.0005228774208598754,-0.0003758926271092898,-0.00042101630764700555,0.00025078180320217306,0.0002656131388626579,0.0006777245662608646
2023-11-08,0.5357565130372574,0.0017552252549062235,0.0023838702780409828,-0.0007506798626578329,-0.0006042167622509806,-0.0003852664946660785,0.0007098576580416342,0.03244234761146881,0.0028259151055963893,-0.0003103751958078019,-0.0015690943262044552,-0.0004301125536361831,4.617891664953304e-05,-0.00018530730046976016,-0.0027231419410417316,0.004159705822542714,-0.0006344451923407915,0.0007525938305481725,-0.0002622195059674557,0.00040095174897895566,-3.981501531475405e-05,0.0005191651482844213
2023-11-09,0.5372398552753027,0.0017655697960871416,0.0023450301830375336,-0.0007534273792717595,-0.0006572649088207498,-0.0004633398152322155,0.0007255112739558334,0.03098905184654719,0.0027113778278215366,-0.00014084436339251616,-0.0015547536717434207,-0.00043123561262861394,2.375921437394292e-05,-0.00019733935122617457,-0.0026488798672465175,0.004118965660874815,-0.0006447574329867779,0.0007412771337186225,-0.00026627150063869944,0.0003974194733413584,-4.857233314228151e-05,0.0005147363411739078
2023-11-10,0.597064706810422,-0.0004912986644081081,0.0032938986559944722,-6.827403355484245e-06,1.583490861654122e-05,-0.0004312283997677505,0.0006564633077705608,-0.009698628526708148,0.007575559667861344,-0.00027864883150695416,-0.0006366076852129631,-0.0003441677249539581,0.0006089825992295909,3.468420584426524e-05,-0.0013651664308757224,2.6805845090272434e-06,-0.0005196412432635963,-0.00040360699001306034,0.000262695967670522,0.00038480621426060764,0.0007738135440509053,0.0010224561589797776
2023-11-13,0.6341659391894412,-0.0010807664664858317,0.011950066270708501,-0.0005174217462291957,0.0003617763263564501,-0.000171719914884399,0.0008303741855498991,0.002556683920863721,0.00036966114199017165,0.00017907909915932383,-0.0012372173801228543,-0.00045634327223915137,0.0003543440451763594,-0.0002721641062052438,-0.001491354561199236,-0.00019489452264486435,-0.000874741611691677,-0.0013821816174281974,-0.0002564661193296696,0.00037741812880964776,-1.0174407543255607e-05,0.001252786670221492
2023-11-14,0.6348633613022975,-0.0010143677013393678,0.011838909940594316,-0.0005157590704499338,0.00038314570828238055,-0.00020804525981490117,0.0008395702786076301,0.0024741802456854046,0.00034099690268553254,0.00010557776219864197,-0.0012154888111900668,-0.000465544051113918,0.0003586321116148576,-0.0002640172857389235,-0.0014990648167630505,-0.00020541074213903984,-0.0008796303274083078,-0.0013875142529088077,-0.0002540390787571563,0.00036805839267059536,-9.060895619734098e-07,0.0008382219697880798
2023-11-15,0.6513945287639489,-0.00036035921737896925,0.002030775663400908,-0.0008044511112509031,0.00031937307579172144,-0.0007611943425989153,0.00045300723326741467,-0.0039362389673726315,0.00021440659136915657,0.002410459980275662,-0.0015199063583754078,-0.00045580236014600313,-0.00017757057332574422,-0.0003453695600875153,-0.00011600852044705526,-0.00018343792809516745,-0.0006313442339313877,-0.0001318721921143426,-0.00025203456933934503,0.003075989372491593,5.153963675474914e-06,0.0006866077084345636
2023-11-16,0.6469699412045725,-0.00023801490605577147,0.0020687541894574726,-0.0007656571957529218,0.00031850803908927897,-0.000607547931902703,0.00047396397795930825,-0.004765932870116666,0.0002145488093320554,0.004815452866584062,-0.0015478623253959525,-0.0004776889972725836,-0.00014258280728659078,-0.00031994452445103854,-0.00010231347123477983,0.00011848008858973919,-0.0006361656348450679,-0.00015255439797137824,-0.00039931192239288306,0.004871512650615105,1.5976479209369365e-05,0.0006605559366803371
2023-11-17,0.6330429010218341,-0.0008427644161565819,0.00999984545269217,-0.0005134915351090045,0.0003819767898789085,-0.00013191583817823697,0.0008709131195646885,0.0025899969608918286,0.0003457869022018142,7.096347085197134e-05,-0.0012208107951771551,-0.00039053859678633547,0.000407117073976383,-0.0002674557734888991,-0.0014780046159546922,3.7194913199825475e-05,-0.0008976642910489511,-0.0014425745195978071,-0.00023036493274993002,0.0003640614401043776,-1.3753395063358152e-05,0.0008528034818226968
2023-11-20,0.6087215120671677,-0.0004803739490839957,0.007898977435031516,-0.0007438433988422526,0.00041753565921644285,1.437208253850796e-06,0.0007781430154257052,-0.004250417646128879,0.008658069273006353,2.5329581948138808e-05,-0.0015039549105629925,-0.0004775054146480145,0.00011832336582283768,-0.00046285258959958143,-0.0015693488364903225,0.0005510995440226847,-0.0004323155007025383,2.2344145207964933e-05,-0.0003121902893983459,0.0003873337265561231,0.001364455666498507,0.0005734944171539984
2023-11-21,0.6617095503113373,-0.0004741412396316882,0.0021557746579452045,-0.0008161118756121718,0.0001259853383715218,-0.0002653536380065766,0.0007204470721011229,0.002359086554711946,0.00033529745052519617,4.3911901973946026e-05,-0.0042970340957826135,-0.0006378640536190602,5.973255819254091e-05,-0.00024340638821337626,-0.0015599581174183912,0.0008109455523878994,-0.008559898695031223,-0.0002555785869153735,-9.498170058623027e-05,-0.00017815568499387092,-0.004013698141582366,0.0005800713668246476
2023-11-22,0.6570757796013375,-0.00035762022073838553,0.0021618480223413875,-0.0008274037109457847,0.00018498683371589387,-0.0002697364816417591,0.0007335310122032803,0.0022157708055487836,0.0003345316333354546,0.00013801270579896037,-0.004319637622392876,-0.0006165957903046321,1.2720377174585198e-05,-0.00021873689564458142,-0.0016653175408512125,-0.0038611458085298727,-0.010680737367394721,-0.0002599229841419911,-8.47089504923445e-05,-2.5331443723353706e-05,-0.005394329151044502,0.0006468799153625441
2023-11-23,0.6571916277176045,-0.0004226323898246097,0.0021371939518943324,-0.0008265899987802348,0.00013056166488308613,-0.000270954579378096,0.0007335041608831311,0.0022651537695200143,0.00043092042295331495,0.00014193218438864958,-0.004319372457394515,-0.0006131709527858686,4.1725536573809755e-05,-0.00022173106539357328,-0.0015832597631170748,-0.003850321663067346,-0.010890785167743056,-0.00025428802662314854,-7.585997141891007e-05,-7.5295169484418816e-06,-0.005456491983276532,0.0006432050660212941
2023-11-24,0.6555661293005628,-0.00044173202613086496,0.002143893012940635,-0.0007917785761267153,0.00012885355473635205,-0.0002828415540721616,0.0007240110049770989,0.0024111485496873418,0.00044704714603126304,-0.00034484899921024,-0.004281851126819625,-0.0006089620721546326,3.7910923754065395e-05,7.669103447565332e-05,-0.0016038974626286656,-0.0036384076560507864,-0.011174717721140124,-0.00023961483770374207,-3.131047917099267e-05,-0.0001223104853318199,-0.0037937823899112533,0.0006763929038491763
2023-11-27,0.656620518404003,-0.00043338836191488233,0.0021094545299895568,-0.0007839280407652993,0.0001334233880487209,-0.0002843492828863862,0.0006928499431639194,0.002414244222197479,0.0005011887275329924,-0.0003482053764940455,-0.004234830727948022,-0.0006169084343780419,3.44274095799557e-05,0.00010756466388376494,-0.0016366794546035148,-0.003740973774121424,-0.010864347601893407,-0.0002323506079443611,-4.250184457267757e-05,-0.00012018228083167009,-0.005093885375353009,0.0006748819198641978
2023-11-28,0.6704206305833604,-0.004031290022059464,0.002248723358644207,-0.0006739226613521554,0.0003808727180239135,-0.00025396742413701714,0.0007789249599425792,0.0027683594450307503,-0.0027560705570808426,0.00013569237175528641,-0.0014169494822558189,-0.00043940583239776576,5.210950660151775e-05,6.210659815599097e-05,-0.0019200650541907004,-0.004513332471043802,-0.00020749020488362087,-0.000911056590143252,-0.010321099882380804,0.00042491298619028964,-0.00023355585891683507,0.00022195926642119723
2023-11-29,0.6694208243139051,-0.006092824475360292,0.0022180131744196077,-0.0006699104534113691,0.0002891732586687989,-0.00030112756287191937,0.0005737701831967766,0.0035344578450515014,-0.004460688817719174,0.0003609344340552534,-0.001379375541343175,-0.0004481931644130271,4.084763022261694e-05,-4.3519790708073515e-05,-0.0018423581090336774,-0.006272904692893701,-0.0001755835627028265,-0.001013778221283973,-0.0065626370493129405,0.0003940656173788016,0.0008534386259954941,0.0003518348880276347
2023-11-30,0.6713981927631587,-0.006591660229665831,0.0022075220458580482,-0.0006674593208675826,0.00028955705516531754,-0.0003145011560752986,0.0006627265639875501,0.0025112224561767323,-0.005003488177663613,0.000356296505880999,-0.0013366743833098675,-0.00043195412697838616,3.358816412724003e-05,0.00019165103449984697,-0.0018559970348948867,-0.007475831813857344,-0.00032846362381883006,-0.0010489871978040844,-0.005494733147970763,0.0003582642371159966,0.00046620249900337967,0.00026984411314321635
2023-12-01,0.6710611760427907,-0.006269738720036323,0.0022026715387732983,-0.0006863348501220297,0.000360363052064715,-0.00022822998817861878,0.0006274700713184083,0.002683264483033299,-0.004998697273829799,0.00021994026343421206,-0.0013829020840537473,-0.000453156901133123,4.542299205942079e-05,-0.00013585944927041514,-0.0017927969602962498,-0.007293973608845874,-0.0003302940849594043,-0.0010628665492940792,-0.00551230548181702,0.000370162005409551,0.00045651119845938683,0.00032383969370413355
2023-12-04,0.6724045492461118,-0.007597083155504325,0.002247400801390502,-0.000680636305159157,0.0001829021394683001,-0.0002745978240116657,0.0009860129024696672,0.0025722924355607124,-0.006437127213438095,0.00015136755882029436,-0.0014195397146251254,-0.00045494617914685427,4.499462694197724e-05,-0.00018770462536343944,-0.0017559520360323055,-0.00910121834375865,-0.0003687416106103289,-0.001229722528858651,-0.0032400636532608344,0.00037312887110173775,0.000404453777497704,0.0004237558332010116
2023-12-05,0.7458146586313084,-0.0008347749340644532,0.0019063897485305289,-0.0010115073921606239,6.269725601112746e-05,-0.00051192936236431,0.0005377146577832857,0.0022805260000874116,0.0007047551977126323,-0.0005553837082908626,-0.0015040885280157277,-0.000723772348349587,-0.0005111673756112425,-0.0006233060901976697,-0.0015538900393345294,-0.004850624208276534,-0.000822286024452481,-0.000532131228243721,-0.0002657695727431678,0.0002912833857323759,-5.295820301694893e-05,0.023243112068320075
2023-12-06,0.7448625066545416,-0.00019283710392364493,0.001922063699180741,-0.001021056577522513,6.38227977356728e-05,-0.0005169246411218591,0.0005257315507287369,0.002292908918975449,0.0006942150631873783,-0.0005514328201554607,-0.0014907853491101122,-0.0007453561144467426,-0.0005095178219467569,-0.0006338654633786443,-0.0015410202765337765,-0.004596119566441006,-0.000573892358480811,-0.0005288869511596272,-0.0002682989045995043,0.0001876182302377192,-8.464385730434138e-05,0.023268452297862598
2023-12-07,0.6718404053638344,-0.007252062192818045,0.0022828074100691414,-0.0006681559087355634,0.0002279647458624706,-0.0002707263615190769,0.0009946055040120794,0.002369318643672247,-0.00659559261284373,0.0006060409774299581,-0.001445148298525915,-0.0004656940767291513,1.4974298406929035e-05,-0.0001889514430118048,-0.0017994491322213682,-0.008986332967717676,-0.000134301101675485,-0.0012638324381820784,-0.0032450776084745944,0.0002608589576733922,0.0003954368582854199,0.0003664363860046298
2023-12-08,0.7449199995474691,-0.00018921064974718806,0.00193420046556277,-0.0010211283993719563,-1.3134399484902017e-05,-0.0006211543664962563,0.0005001752613955413,0.0022458292249943218,0.0006094660196766178,-0.00011211298807311436,-0.0015237899241883329,-0.000745099522183349,-0.000506990775450791,-0.000599929433230764,-0.0015333594386090482,-0.004650698310656372,-0.0005839980843105273,-0.0005505572617269536,-0.00029795502852787524,0.00017422205476397593,-0.00010882873482457223,0.023203343493366668
2023-12-11,0.6696306749763434,-0.006916419671330431,0.0022685652734524553,-0.0007223033014648396,0.00021255574652179863,-0.00039935029607422257,0.0011513973705152237,0.002935179230246466,-0.006527669980793427,0.0008113327578216102,-0.0014213345437678866,-0.0004728226138983982,1.744096162804858e-05,-6.421194777789028e-05,-0.0017396105311185412,-0.00873635785890209,-0.0002541107346654509,-0.0012883632345229384,-0.002943006348633591,0.00036724026663959746,0.0007678676477480557,0.00036683183482540734
2023-12-12,0.7468957812957908,-0.0002725012493702744,0.0019153865353504487,-0.0010408374940798206,6.081908632115118e-05,-0.0006218239065599245,0.000515605933189882,0.0020897557824223097,0.0007046204284235801,-0.00042148035119132077,-0.001500361158494402,-0.0007382644193434101,-0.000557315860015543,-0.0006248721361024196,-0.0015533247676393243,-0.004922480438804657,-0.0007880408655339548,-0.0005526712642071214,-0.0002455010173836954,0.00028386262033336005,-3.783759803946808e-05,0.024206358356780883
2023-12-13,0.7781608089046651,-8.806234810197625e-05,0.0020543046404597333,-0.0007744558297615095,-0.00908090781778658,0.005893594304688234,0.0007192473127189488,0.002405550088535602,0.00513324627247243,-0.0003037490718378835,-0.0014565051409905732,-0.0004371313068185839,4.883568689940398e-05,-0.00022200294670866004,-0.0008672316725790689,0.00021369725840740788,-0.0006029329523858499,-0.00041999417270288653,-0.0002902739867224679,0.0002864416292016202,1.2579702014459645e-05,0.0005319944270113249
2023-12-14,0.7450733553633275,-0.00011996719788395453,0.0018881577452029357,-0.0010347734528350118,6.860739487693184e-05,-0.0005108736015365026,0.0005099161001635729,0.0022289050750669086,0.0006704255540312697,-0.0004934987095221929,-0.0014720836954320719,-0.0007092901501795217,-0.0005133581231434148,-0.0006249644207170672,-0.0015532578391166973,-0.0045960979328926324,-0.0007932157700150616,-0.0005421371257353932,-0.0002982876738272004,0.00029134509801522347,-5.0038573858808425e-05,0.023110420686345563
2023-12-15,0.7781908456058793,-4.020203138933551e-05,0.0020249979547555816,-0.0007700706329455643,-0.00906766830210565,0.005894186923960602,0.0007052570253541295,0.0025084252251646477,0.005142712002044884,-0.00042643980443900323,-0.001455201669924387,-0.00044027805793629313,2.106790492255326e-05,-0.00022654916871018207,-0.0008899383703899814,0.0002364099741721443,-0.0005996862651347455,-0.00043453865672243055,-0.00028798616035514946,0.00028524319339937965,1.3999706049053257e-05,0.0005324665850234769
2023-12-18,0.7782051025931956,-4.20265591578536e-05,0.002026926317924822,-0.0007744754347925537,-0.009016029044602223,0.005901551965348977,0.0007166279393229337,0.002370706048369071,0.005140647199128198,-0.00033398830219531675,-0.0014492439981637574,-0.0004352889939996532,4.7043517309555994e-05,-0.0002226138928924751,-0.0008919406162619263,0.00022630231099781168,-0.0005840623095855349,-0.00040413612807645643,-0.0002889531289971105,0.0002843668533075159,1.301680423628612e-05,0.0005441811426428071
2023-12-19,0.7781463331978455,-3.906303567989925e-05,0.0020336507285938004,-0.0007707435837364027,-0.009017057020889133,0.005901610998477496,0.0007065853357579308,0.0025175295937389743,0.0051414519060263226,-0.00042529056412583783,-0.0014539683082751245,-0.0004336528097985614,5.101717849895007e-05,-0.00022303263556660462,-0.0008851199819682848,0.00023170780216168397,-0.0005849562931916894,-0.00041106661884511016,-0.00029018502676630617,0.0002801789687663928,1.3924524850574955e-05,0.0005438599271835062
2023-12-20,0.7785114648316772,-0.000215245456204754,0.0020193974347548667,-0.0007671339828566529,-0.009067822117452735,0.005998855408458653,0.0007048478270984184,0.0024928884592731004,0.005235397693990921,-0.00036000114454260774,-0.0014489240896052588,-0.0004331657445645798,-3.86336963839483e-06,-0.000220232134947977,-0.0008912049333907143,-0.00010124964392607664,-0.0005664782603706813,-0.0004171377670456204,-0.00026354008678872534,0.0002796671820944344,1.2798318856972613e-05,0.0004803984425043431
2023-12-21,0.778464685785826,-0.00015744285670745594,0.0020316500148761392,-0.000769577781336627,-0.009068944965908512,0.005995659776110332,0.0007083916218443616,0.002493642071863103,0.005233250659439753,-0.00036602652406366864,-0.001445082455186811,-0.0004331820588215095,9.782987598754724e-07,-0.00022682613523313804,-0.0009198339547451408,-0.00010096293311225778,-0.0005648480552939124,-0.00040670483216565775,-0.0002639091315006788,0.000279954606151719,1.2598501784502414e-05,0.00048224721479729876
2023-12-22,0.7785704165094782,-0.00022596279583416695,0.002030737825789337,-0.0007731748827693554,-0.009069167582366339,0.005996793354867712,0.0007042401017439683,0.00235459079166779,0.005232177366071716,-0.00027681783061400043,-0.0014431655303243501,-0.0004335004978906971,-3.8150488378213847e-07,-0.00022429345568607034,-0.0008829975582941638,-0.00010840264785322217,-0.000567211632662465,-0.0004154010202577759,-0.0002624570779440869,0.00027958833955641965,1.0675265568768343e-05,0.0004834313300117642
2023-12-25,0.8169132018096563,0.012565914494286724,0.0020294921314808548,-0.0006705640528593271,8.0359001207568e-05,-0.00023439718844172404,0.0033450244889462652,0.002027941477345881,0.0004214586744587125,-0.0002113399029084038,-0.001287671040349264,-0.0004979833618570151,1.852569522784425e-05,-0.0003487159115883172,-0.0018107411736806836,-0.000375229604723569,-0.0006556534686385417,-0.00027686246940169287,-0.00025649257448927834,0.003507491127031796,-6.391980514586687e-05,0.0003687998751276155
2023-12-26,0.8156502251174014,0.012830787524724429,0.00201590976792259,-0.0006181343670628003,8.887274737021434e-05,-0.00023922994319316128,0.0033130318811566955,0.0020379835920680896,0.001126359491123726,-0.00021938111228257228,-0.0012588844418519557,-0.0004995711386078438,1.6570493037909865e-05,-0.00033800916820192126,-0.001817530543614401,-0.00032963260097065595,-0.0006486242423076758,-0.00027910375474253545,-0.00026483222218356723,0.0034586577972596172,-5.76517736511461e-05,0.0004004655368472259
2023-12-27,0.8168184273588723,0.01265286635613154,0.001971349551641355,-0.0006092466738640102,8.702269719893599e-05,-0.00024922655794221697,0.0033371763316439977,0.0023975129550707283,6.80134384208634e-05,-0.00024976710142588985,-0.0013022699302901613,-0.0005056897505949494,-1.509453758081103e-05,-0.0003357978385049138,-0.0016201205435658617,-0.00044119016444090273,-0.000731738570832823,-0.0002739354999613173,-0.00031673712507600407,0.0034955788079046144,-5.5514751676978484e-05,0.00024666018910947894
2023-12-28,0.8170432368650523,0.012397814132533557,0.0019349905531726055,-0.0006180410122721597,8.173577919934679e-05,-0.0002436052693725392,0.003345335328695569,0.0023103084693099143,0.00027475765652217304,-0.00023898091390402415,-0.0013000930909881912,-0.0005058750492482889,-2.5427152849364797e-05,-0.00033880676747000127,-0.0016429114928069185,-0.00047340632196904203,-0.0007303539144360214,-0.000288936720340254,-0.0003120376068299541,0.003498168860246022,-4.5950102533428016e-05,0.00024635641053310007
2023-12-29,0.8168619893538828,0.012800195381735763,0.0019300012039645863,-0.0006226942501460529,7.784549520199589e-05,-0.0002455060240420581,0.0032678148770433845,0.002174790395544017,0.0002706408964466701,-0.00015066748416486635,-0.001298402868212837,-0.0005047516475815186,-2.7784466517989736e-05,-0.0003292613172827699,-0.0016359050157072753,-0.0005102214174619234,-0.000727173625635538,-0.0002708093103346818,-0.00031087215613913305,0.003419900206535972,-4.351560020125658e-05,0.0002426660133196392
2024-01-01,0.81717399361628,0.012544011458585294,0.0019402056276384572,-0.0006150469797883964,7.461470324872348e-05,-0.0002386680072234928,0.0033025776273085633,0.002147301066183962,0.00023116462862121008,-0.00011793656473369873,-0.001324255960858712,-0.0005059183245109334,-2.4750721938569566e-05,-0.00033534415117542765,-0.0016797886423732516,-0.0005599824601724001,-0.0007336690218647029,-0.00023976466406504184,-0.0002640960315404917,0.0033409262426165012,-5.0826670209851624e-05,0.0003035318702363464
2024-01-02,0.8169985317114714,0.012717514726515916,0.0019478880363448475,-0.0006123729491504621,7.779481503241044e-05,-0.00024245692043315978,0.0033099200041104447,0.0021168175160574468,-2.9954770588146574e-05,-0.00012576706449262504,-0.001303676535884308,-0.0005078293335277153,-2.1349992906174877e-05,-0.00032646467160878003,-0.0016543588051484506,-0.0004376840086151753,-0.0007336734157053878,-0.00022591282793857302,-0.0002644437383328673,0.0033493761663430494,-4.7724797622397525e-05,0.00038410549633477204
2024-01-03,0.8163356670429049,0.01274638680958077,0.002020136343567782,-0.0006127015915149153,6.761570006576454e-05,-0.00034841641587193974,0.003308574307404794,0.001911299743270938,0.001082332481134623,-0.00011343647691119897,-0.0013079149269442833,-0.0005135385366893801,-1.9651485757412578e-05,-0.0003505211972099191,-0.001783303876521175,-0.0005009087182217663,-0.0006576587708442334,-0.00022650612587198784,-0.00026429192163393274,0.0033903285066264263,-0.00011593155129335987,0.00032071930098010425
2024-01-04,0.8169177977283711,0.012662821454664583,0.001975534044321945,-0.0005906370626802301,6.207744996707796e-06,-0.00035120711896474097,0.003320000555741493,0.002474014597797812,0.00010285761113897868,-0.00023160339150908946,-0.001308351634418011,-0.0005150701273924453,-1.9088720402605257e-05,-0.00035091657725058896,-0.0016620441506986086,-0.0005176642934222996,-0.000734840614054582,-0.00021613761221969853,-0.0002214172337673878,0.0033444507279235943,-0.0001105675851959269,0.0003941402972872304
