Date,IHSG,STI,Gold,Coal,Copper,Silver,Tin,Nickel
2017-04-03,5606.789,3187.51,1253.5,89.5,5753.0,18.271,20050,9850
2017-04-04,5651.823,3179.06,1256.28,89.75,5779.5,18.3105,20025,9980
2017-04-05,5676.98,3176.55,1255.76,89.45,5895.0,18.314,20105,10295
2017-04-06,5680.239,3175.59,1251.7,89.65,5858.0,18.2621,20325,10080
2017-04-07,5653.486,3177.27,1254.53,88.2,5834.0,18.0305,20265,10180
2017-04-10,5644.299,3181.45,1254.68,86.75,5747.0,17.9535,20275,10180
2017-04-11,5627.933,3174.75,1274.86,84.85,5767.0,18.3395,20000,9840
2017-04-12,5644.155,3186.01,1286.78,84.55,5628.0,18.493,19405,9735
2017-04-13,5616.545,3169.24,1287.92,84.15,5692.0,18.544,19605,9750
2017-04-18,5606.517,3137.54,1289.76,84.35,5572.0,18.303,19475,9310
2017-04-20,5595.306,3137.88,1281.9,84.15,5623.0,18.0331,19875,9480
2017-04-21,5664.475,3139.83,1284.44,84.2,5623.0,17.932,19750,9345
2017-04-25,5680.796,3163.93,1264.13,83.85,5706.0,17.607,19625,9320
2017-04-26,5726.53,3173.76,1269.22,83.8,5715.0,17.4927,19910,9230
2017-04-27,5707.028,3171.36,1264.3,84.8,5692.0,17.2675,19825,9335
2017-04-28,5685.298,3175.44,1268.28,83.55,5735.5,17.2154,19900,9450
2017-05-02,5675.808,3211.11,1256.76,79.0,5802.0,16.8335,19960,9515
2017-05-03,5647.368,3237.81,1238.17,78.0,5600.0,16.4735,19895,9230
2017-05-04,5669.443,3228.62,1228.16,78.0,5543.0,16.327,19850,9015
2017-05-05,5683.377,3229.73,1228.01,78.0,5585.0,16.343,19575,9140
2017-05-08,5707.862,3236.98,1226.23,74.2,5486.0,16.231,19700,9145
2017-05-09,5697.056,3249.97,1221.23,73.85,5512.0,16.1922,19675,9215
2017-05-12,5675.216,3255.29,1228.43,73.6,5559.5,16.4672,19845,9315
2017-05-15,5688.87,3264.21,1230.82,73.3,5613.0,16.633,19875,9235
2017-05-16,5646.999,3227.71,1237.24,73.25,5611.0,16.856,19925,9120
2017-05-17,5615.492,3224.1,1261.36,73.8,5610.0,16.905,20380,9215
2017-05-18,5645.451,3221.66,1247.07,74.05,5580.0,16.585,20200,9175
2017-05-19,5791.884,3216.92,1255.93,74.25,5682.0,16.87,20400,9360
2017-05-22,5749.445,3213.57,1260.63,74.8,5703.0,17.167,20480,9395
2017-05-23,5730.613,3222.69,1251.22,74.35,5714.0,17.0646,20500,9345
2017-05-24,5703.433,3231.24,1258.73,74.45,5682.0,17.2346,20375,9100
2017-05-26,5716.815,3219.42,1266.76,74.45,5657.5,17.352,20425,9080
2017-05-30,5693.391,3204.79,1263.09,74.1,5656.0,17.405,20435,9115
2017-05-31,5738.155,3210.82,1268.92,73.45,5682.0,17.3278,20325,8970
2017-06-02,5742.446,3240.01,1279.17,76.0,5665.0,17.555,20300,8915
2017-06-05,5748.235,3238.31,1279.8,75.9,5628.0,17.5455,20145,8910
2017-06-06,5707.831,3235.75,1294.39,76.95,5616.0,17.715,19670,8865
2017-06-07,5717.325,3230.49,1287.15,78.45,5621.0,17.6042,19310,8810
2017-06-08,5702.922,3237.05,1278.01,79.3,5729.5,17.4394,19180,8815
2017-06-09,5675.523,3254.19,1266.76,79.45,5804.0,17.2063,18800,8980
2017-06-12,5691.436,3248.34,1266.18,79.45,5772.0,16.962,19050,8795
2017-06-13,5707.645,3257.52,1266.55,80.85,5717.0,16.8594,19400,8800
2017-06-14,5792.897,3253.43,1260.86,80.5,5699.0,16.8992,19225,8945
2017-06-15,5776.283,3232.09,1253.98,80.8,5661.0,16.7515,19500,8850
2017-06-16,5723.636,3231.44,1253.73,80.85,5663.0,16.703,19640,8940
2017-06-19,5741.909,3247.18,1243.84,81.2,5724.0,16.503,19550,9010
2017-06-20,5791.904,3230.42,1243.01,80.75,5657.0,16.4663,19505,8820
2017-06-21,5818.552,3201.77,1246.48,80.7,5742.0,16.4673,19500,9005
2017-06-22,5829.708,3215.55,1250.51,80.6,5742.0,16.5554,19250,9020
2017-07-03,5910.237,3223.46,1220.2,79.45,5928.0,16.132,20150,9390
2017-07-04,5865.364,3211.17,1223.42,81.15,5892.0,16.088,19950,9180
2017-07-05,5825.054,3248.71,1227.04,83.05,5841.0,16.0913,19680,9160
2017-07-06,5849.575,3226.34,1225.22,83.2,5851.0,16.0455,19945,9075
2017-07-07,5814.793,3229.01,1212.46,82.55,5828.0,15.615,19565,8920
2017-07-10,5771.506,3246.35,1214.36,82.35,5824.0,15.6568,19880,9000
2017-07-11,5773.326,3218.8,1217.72,83.35,5875.0,15.856,19775,9130
2017-07-12,5819.132,3208.91,1220.51,83.2,5905.0,15.9183,19900,9205
2017-07-13,5830.044,3235.67,1217.58,83.8,5876.0,15.7025,19805,9210
2017-07-14,5831.795,3287.43,1228.7,83.95,5926.0,15.99,19810,9575
2017-07-17,5841.28,3298.24,1234.11,84.3,5996.0,16.1177,19925,9600
2017-07-18,5822.352,3306.08,1242.47,85.55,6007.0,16.2883,20000,9780
2017-07-19,5806.69,3325.07,1241.25,85.85,5966.5,16.2862,20095,9650
2017-07-20,5825.208,3293.13,1244.49,86.7,5958.5,16.3338,20075,9495
2017-07-21,5765.424,3314.12,1254.98,86.45,6004.0,16.5196,20225,9520
2017-07-24,5801.587,3310.8,1255.3,86.35,6027.0,16.4865,20155,9780
2017-07-25,5813.535,3327.83,1250.06,86.8,6225.0,16.495,20305,10005
2017-07-26,5800.206,3336.72,1260.53,87.25,6329.0,16.6507,20325,10040
2017-07-27,5819.744,3354.71,1259.15,87.3,6330.0,16.5804,20650,10130
2017-07-28,5831.027,3330.75,1269.64,87.2,6325.0,16.757,20600,10200
2017-07-31,5840.939,3329.52,1269.44,93.2,6369.0,16.8271,20650,10215
2017-08-01,5805.205,3338.2,1268.76,94.7,6345.0,16.7129,20525,10290
2017-08-02,5824.249,3348.8,1266.65,95.05,6352.0,16.585,20590,10350
2017-08-03,5780.576,3342.92,1268.6,94.55,6352.0,16.6589,20650,10380
2017-08-04,5777.482,3326.52,1258.88,95.35,6372.0,16.27,20510,10250
2017-08-07,5749.292,3320.67,1257.85,95.0,6414.0,16.2775,20600,10400
2017-08-08,5810.563,3318.08,1260.96,94.05,6480.0,16.4565,20210,10630
2017-08-10,5825.946,3323.24,1286.53,95.85,6423.0,17.1225,20325,10985
2017-08-11,5766.138,3279.72,1289.31,95.8,6411.0,17.1175,20305,10660
2017-08-14,5801.488,3308.69,1282.15,95.45,6397.0,17.0815,20300,10450
2017-08-15,5835.041,3294.93,1271.53,94.95,6379.0,16.6365,20100,10350
2017-08-16,5891.949,3278.95,1283.11,97.45,6532.0,17.118,20025,10760
2017-08-18,5893.841,3251.99,1284.13,98.3,6486.0,16.97,20240,10980
2017-08-21,5861.004,3246.99,1291.88,98.35,6586.0,17.0147,20500,11315
2017-08-22,5880.297,3263.79,1285.08,98.4,6580.0,16.9846,20350,11415
2017-08-23,5914.024,3260.05,1290.96,98.35,6565.0,17.0977,20525,11660
2017-08-24,5894.117,3272.16,1286.4,98.4,6696.0,16.9735,20490,11745
2017-08-25,5915.363,3259.57,1291.35,98.6,6666.0,17.0665,20325,11485
2017-08-29,5888.212,3249.34,1309.23,97.05,6791.5,17.3815,20350,11710
2017-08-30,5872.506,3265.26,1308.6,97.4,6769.0,17.4314,20600,11585
2017-08-31,5864.059,3277.26,1321.43,95.3,6788.0,17.5791,20670,11800
2017-09-04,5813.741,3230.97,1333.87,96.9,6917.0,17.8742,20790,12250
2017-09-05,5829.979,3251.26,1339.71,97.8,6900.0,17.8865,20730,12080
2017-09-06,5824.138,3232.47,1334.22,97.9,6901.0,17.8793,20790,12165
2017-09-07,5832.311,3228.06,1349.22,97.65,6898.5,18.1262,20750,12150
2017-09-08,5857.119,3228.56,1346.59,98.45,6693.0,17.9695,20550,11590
2017-09-11,5871.881,3228.51,1327.54,99.55,6748.0,17.8075,20750,11765
2017-09-12,5872.377,3235.69,1331.81,99.75,6668.0,17.908,20675,11990
2017-09-13,5845.734,3230.36,1322.37,100.3,6553.0,17.7723,20515,11360
2017-09-14,5852.002,3220.95,1329.74,100.0,6498.0,17.7952,20535,11200
2017-09-15,5872.392,3209.56,1320.18,99.2,6507.0,17.5885,20540,11090
2017-09-18,5884.611,3241.85,1307.44,98.25,6527.0,17.211,20700,11235
2017-09-19,5901.326,3225.95,1311.15,98.2,6539.0,17.315,20650,11140
2017-09-20,5906.573,3218.07,1301.1,97.95,6526.0,17.1826,20625,11380
2017-09-22,5911.708,3220.25,1297.3,97.2,6457.0,16.9986,20525,10420
2017-09-25,5894.612,3215.91,1310.78,96.95,6450.0,17.1827,20700,10580
2017-09-26,5863.962,3212.04,1293.98,97.0,6413.0,16.818,20710,10480
2017-09-27,5863.027,3236.15,1282.78,97.25,6437.0,16.7693,20700,10240
2017-09-28,5841.047,3227.14,1287.3,97.1,6522.0,16.8815,20600,10440
2017-09-29,5900.854,3219.91,1279.75,97.25,6481.0,16.655,20675,10500
2017-10-02,5914.03,3262.1,1271.13,95.9,6493.0,16.5849,20675,10390
2017-10-03,5939.453,3246.08,1271.66,97.0,6520.0,16.636,20800,10620
2017-10-04,5951.475,3236.65,1274.85,99.0,6521.0,16.5843,20775,10615
2017-10-05,5901.906,3261.84,1268.22,98.65,6700.0,16.5967,20950,10535
2017-10-06,5905.378,3291.29,1276.68,97.35,6666.5,16.8368,20550,10600
2017-10-09,5914.933,3291.56,1284.05,96.65,6666.0,16.97,20770,11015
2017-10-10,5905.762,3288.95,1288.03,95.35,6760.0,17.1219,20725,11055
2017-10-11,5882.787,3280.28,1291.72,96.05,6800.0,17.175,20870,11135
2017-10-12,5926.204,3303.09,1293.72,95.15,6887.0,17.2495,20740,11395
2017-10-13,5924.124,3319.11,1303.82,95.75,6882.0,17.42,20600,11720
2017-10-16,5949.701,3323.06,1295.79,96.15,7134.5,17.2291,20600,11865
2017-10-17,5947.33,3329.03,1285.12,96.15,7027.0,17.0375,20350,11765
2017-10-19,5910.53,3334.91,1290.13,96.75,6967.0,17.2535,19850,11740
2017-10-20,5929.549,3340.73,1280.47,97.15,6952.0,17.0293,19575,11735
2017-10-23,5950.026,3349.8,1282.27,96.55,7004.0,17.085,19580,11860
2017-10-24,5952.076,3334.67,1276.58,97.2,7035.5,16.9475,19775,11995
2017-10-25,6025.434,3343.88,1277.53,97.15,7010.0,16.95,19890,11865
2017-10-26,5995.847,3356.25,1266.99,97.1,6986.0,16.792,19850,11750
2017-10-27,5975.281,3386.44,1273.35,97.45,6830.0,16.866,19875,11580
2017-10-30,5974.077,3375.97,1276.29,99.4,6867.0,16.855,19425,11675
2017-10-31,6005.784,3374.08,1271.45,99.9,6839.0,16.7175,19375,12295
2017-11-01,6038.146,3391.61,1274.66,100.0,6930.0,17.14,19400,12725
2017-11-02,6031.107,3380.5,1276.13,100.2,6929.0,17.1144,19645,12605
2017-11-03,6039.541,3382.31,1269.91,99.0,6895.0,16.843,19550,12725
2017-11-06,6050.823,3381.85,1281.95,98.75,6970.0,17.2204,19450,12920
2017-11-07,6060.453,3413.1,1275.3,98.5,6826.0,16.9499,19480,12655
2017-11-08,6049.384,3421.25,1281.36,98.0,6855.0,17.0395,19450,12700
2017-11-09,6042.46,3423.91,1285.07,97.7,6808.0,16.9993,19425,12300
2017-11-10,6021.828,3420.1,1275.07,97.65,6786.0,16.8835,19425,12110
2017-11-13,6021.456,3419.13,1278.31,97.8,6895.0,17.056,19500,12490
2017-11-14,5988.292,3399.09,1280.25,97.6,6759.0,17.0223,19470,11780
2017-11-15,5972.311,3368.7,1278.14,97.55,6773.0,16.999,19335,11690
2017-11-16,6037.907,3341.3,1278.58,96.75,6737.0,17.09,19350,11350
2017-11-17,6051.732,3382.38,1292.42,96.55,6777.0,17.3104,19475,11575
2017-11-20,6053.282,3386.59,1276.92,96.25,6828.0,16.9088,19475,11660
2017-11-21,6031.862,3423.38,1280.61,95.9,6909.0,16.9645,19280,11870
2017-11-22,6069.785,3430.02,1292.12,96.2,6954.0,17.151,19400,11840
2017-11-23,6063.245,3423.17,1291.47,96.1,6963.0,17.089,19420,11930
2017-11-24,6067.142,3442.15,1288.37,96.55,7002.0,17.055,19510,12035
2017-11-27,6064.589,3436.36,1294.52,95.05,6942.0,17.0475,19525,11570
2017-11-28,6070.716,3442.35,1293.98,96.4,6805.0,16.8687,19550,11350
2017-11-29,6061.367,3438.99,1283.64,96.8,6760.0,16.542,19525,11520
2017-11-30,5952.138,3433.54,1275.01,96.8,6762.0,16.4385,19620,11110
2017-12-04,5998.195,3438.47,1276.18,97.3,6826.0,16.3206,19525,11385
2017-12-05,6000.474,3438.06,1265.77,96.55,6543.0,16.104,19525,10865
2017-12-06,6035.508,3397.21,1263.37,97.1,6550.0,15.964,19480,10805
2017-12-07,6006.835,3388.14,1247.22,97.25,6564.0,15.7262,19425,11040
2017-12-08,6030.958,3424.64,1248.49,97.55,6571.0,15.863,19450,10950
2017-12-11,6026.633,3460.45,1242.02,98.05,6670.0,15.709,19400,11240
2017-12-12,6032.371,3465.54,1244.49,98.65,6663.0,15.729,19165,11070
2017-12-13,6054.604,3468.77,1255.5,99.65,6729.0,16.07,18800,11095
2017-12-14,6113.653,3435.78,1252.96,99.7,6793.0,15.8909,18900,11155
2017-12-15,6119.419,3416.94,1256.44,100.0,6886.0,16.056,19150,11580
2017-12-18,6133.963,3414.82,1262.26,100.15,6905.0,16.139,19350,11830
2017-12-19,6167.666,3404.47,1261.7,100.3,6942.0,16.134,19355,11755
2017-12-20,6109.482,3394.87,1265.57,100.25,7044.0,16.189,19475,12040
2017-12-21,6183.391,3382.53,1266.6,100.2,7086.0,16.1303,19350,12070
2017-12-22,6221.013,3385.71,1274.16,100.2,7125.0,16.3263,19530,12130
2017-12-27,6277.165,3391.67,1287.18,100.2,7240.0,16.6917,19695,12110
2017-12-28,6314.046,3399.1,1295.04,101.2,7289.0,16.863,19925,12350
2017-12-29,6355.654,3402.92,1302.8,100.8,7247.0,16.9375,20025,12760
2018-01-02,6339.238,3430.3,1317.56,102.65,7205.0,17.19,20040,12620
2018-01-03,6251.479,3464.28,1313.21,103.8,7147.0,17.136,19900,12415
2018-01-04,6292.321,3501.16,1323.01,104.95,7188.5,17.2285,19850,12650
2018-01-05,6353.738,3489.45,1319.59,105.3,7121.0,17.2222,19975,12525
2018-01-08,6385.404,3512.18,1320.4,106.75,7125.0,17.134,20000,12535
2018-01-09,6373.144,3524.65,1312.85,107.0,7102.0,16.9725,19950,12695
2018-01-10,6371.174,3520.45,1316.89,106.55,7153.0,16.9765,20065,12935
2018-01-11,6386.339,3512.68,1322.44,106.1,7140.5,16.9875,20225,12620
2018-01-12,6370.065,3520.56,1337.64,105.85,7110.0,17.2075,20275,12725
2018-01-15,6382.195,3536.41,1339.99,106.4,7210.0,17.355,20300,12860
2018-01-16,6429.692,3550.21,1338.41,106.45,7078.0,17.193,20470,12545
2018-01-17,6444.518,3541.91,1326.84,106.55,7034.0,17.001,20495,12410
2018-01-18,6472.666,3521.31,1327.03,106.75,7076.0,16.957,20430,12470
2018-01-19,6490.896,3550.36,1331.84,106.75,7041.0,17.0215,20600,12720
2018-01-22,6500.529,3569.43,1333.92,106.5,7068.0,17.018,20750,12760
2018-01-23,6635.334,3592.08,1341.21,106.5,6923.0,17.0515,20710,12850
2018-01-24,6615.492,3609.24,1358.46,106.95,7150.0,17.5539,21090,13575
2018-01-25,6615.328,3572.62,1348.26,106.5,7138.0,17.2985,21380,13685
2018-01-26,6660.618,3567.14,1349.12,106.5,7085.0,17.4068,21600,13650
2018-01-29,6680.619,3577.07,1340.33,109.0,7085.0,17.1665,21925,13805
2018-01-30,6575.492,3548.74,1338.59,107.15,7050.0,17.1415,21625,13350
2018-01-31,6605.631,3533.99,1345.14,104.35,7118.0,17.3455,21680,13600
2018-02-01,6598.459,3547.23,1348.79,104.4,7119.0,17.238,21400,14000
2018-02-02,6628.82,3529.82,1333.39,104.75,7045.0,16.591,21530,13435
2018-02-05,6589.675,3482.93,1339.67,104.55,7169.0,16.736,21920,13745
2018-02-06,6478.543,3406.38,1324.16,104.0,7076.0,16.6443,21725,13385
2018-02-07,6534.869,3383.77,1318.39,102.75,6880.0,16.3717,21610,13175
2018-02-08,6544.634,3415.9,1318.76,100.9,6845.0,16.4212,21325,13140
2018-02-09,6505.523,3377.24,1316.65,101.15,6755.0,16.365,21025,12970
2018-02-12,6523.454,3384.98,1322.7,101.65,6831.0,16.5465,21095,13100
2018-02-13,6578.178,3415.07,1329.55,102.65,6988.0,16.5818,21500,13450
2018-02-14,6594.401,3402.86,1350.73,104.4,7163.0,16.8595,21550,14100
2018-02-15,6591.582,3443.51,1353.67,104.15,7182.0,16.8685,21570,14150
2018-02-19,6689.287,3487.88,1346.46,105.3,7118.0,16.6745,21550,13590
2018-02-20,6662.876,3476.53,1329.19,105.25,7090.0,16.4509,21375,13610
2018-02-21,6643.4,3516.23,1324.63,105.55,7119.0,16.51,21625,13845
2018-02-22,6593.06,3488.46,1332.05,105.65,7162.0,16.6095,21575,13830
2018-02-23,6619.804,3533.22,1328.71,105.1,7095.0,16.5327,21650,13765
2018-02-26,6554.673,3555.85,1333.68,104.6,7110.0,16.66,21600,13925
2018-02-27,6598.926,3540.39,1318.36,104.3,7021.0,16.4281,21725,13845
2018-02-28,6597.218,3517.94,1318.31,104.25,6931.0,16.415,21530,13790
2018-03-01,6606.053,3513.85,1317.03,102.9,6922.0,16.466,21655,13460
2018-03-02,6582.316,3479.2,1322.75,102.9,6898.0,16.523,21475,13450
2018-03-05,6550.593,3438.61,1320.11,102.0,6910.0,16.4275,21550,13430
2018-03-06,6500.111,3491.92,1334.56,101.5,7004.0,16.7615,21430,13680
2018-03-07,6368.267,3450.69,1325.57,99.75,6950.0,16.501,21375,13590
2018-03-08,6443.021,3480.44,1321.99,99.95,6833.0,16.496,21545,13270
2018-03-09,6433.322,3485.57,1323.93,99.4,6962.0,16.5886,21400,13860
2018-03-12,6500.686,3540.19,1323.1,98.0,6913.0,16.5344,21375,13675
2018-03-13,6412.846,3553.73,1326.51,98.0,6945.0,16.59,21160,13875
2018-03-14,6382.623,3539.41,1324.85,97.7,6988.5,16.546,21150,13835
2018-03-15,6321.904,3517.73,1316.1,97.85,6920.0,16.4065,21025,13630
2018-03-16,6304.952,3512.14,1314.24,97.15,6888.0,16.3383,21000,13625
2018-03-19,6289.572,3498.29,1316.85,96.75,6854.0,16.3265,20775,13480
2018-03-20,6243.577,3513.31,1311.31,97.35,6755.0,16.204,20675,13455
2018-03-21,6312.831,3511.13,1332.24,97.15,6793.0,16.57,21000,13460
2018-03-22,6254.074,3491.37,1329.03,96.7,6695.0,16.391,20850,13190
2018-03-23,6210.698,3421.39,1347.33,96.75,6660.0,16.567,20775,12950
2018-03-26,6200.172,3412.46,1353.5,96.6,6602.0,16.7028,20860,12955
2018-03-27,6209.35,3439.35,1345.05,96.9,6649.0,16.5275,20875,13000
2018-03-28,6140.837,3382.78,1325.01,96.65,6665.0,16.298,20890,13130
2018-03-29,6188.987,3427.97,1325.5,96.4,6714.0,16.3785,21100,13300
2018-04-03,6229.013,3412.15,1332.74,92.0,6796.0,16.4175,21200,13465
2018-04-04,6157.096,3339.7,1333.19,93.55,6724.0,16.3175,20900,13150
2018-04-05,6183.227,3405.65,1326.57,94.15,6816.0,16.4404,21050,13325
2018-04-06,6175.052,3442.5,1333.03,93.9,6769.0,16.383,21050,13270
2018-04-09,6246.131,3449.96,1336.35,94.2,6830.0,16.495,21180,13435
2018-04-10,6325.818,3466.38,1339.64,93.5,6945.0,16.5785,20875,13695
2018-04-11,6360.932,3479.76,1353.38,93.65,6950.0,16.6773,21000,13865
2018-04-12,6310.802,3468.61,1334.94,93.65,6821.0,16.468,20900,13715
2018-04-13,6270.327,3501.3,1346.2,93.4,6830.0,16.6554,21050,13940
2018-04-16,6286.748,3497.19,1345.93,93.0,6910.5,16.673,21025,14335
2018-04-17,6285.762,3498.2,1347.52,92.05,6877.0,16.7825,21475,14215
2018-04-18,6320.005,3557.82,1349.41,92.65,7022.0,17.1942,21475,15275
2018-04-19,6355.901,3598.73,1345.53,93.75,6984.0,17.2496,21450,15075
2018-04-20,6337.695,3573.38,1336.36,93.45,6992.0,17.1187,21725,14830
2018-04-23,6308.148,3579.54,1324.83,93.35,6943.5,16.6225,21050,14265
2018-04-24,6229.635,3584.56,1330.35,93.25,7013.0,16.728,21100,13985
2018-04-25,6079.85,3568.01,1323.13,93.45,7008.0,16.5588,21250,14145
2018-04-26,5909.198,3570.02,1316.8,93.5,6965.0,16.518,21400,14235
2018-04-27,5919.238,3577.21,1324.0,93.65,6797.0,16.51,20900,13885
2018-04-30,5994.595,3613.93,1315.39,99.4,6807.0,16.3318,21175,13650
2018-05-02,6012.238,3615.28,1304.96,101.0,6820.0,16.3752,21080,13980
2018-05-03,5858.732,3575.68,1312.06,100.1,6827.0,16.4313,21205,13775
2018-05-04,5792.345,3545.38,1314.5,100.55,6826.0,16.5304,21230,14025
2018-05-08,5774.716,3543.17,1314.63,101.0,6745.0,16.4844,20925,13885
2018-05-09,5907.938,3548.54,1312.72,100.7,6810.0,16.4933,21110,13925
2018-05-11,5956.832,3570.17,1319.3,101.75,6942.0,16.6685,20975,14055
2018-05-14,5947.155,3562.46,1313.5,102.5,6885.0,16.5245,20950,14500
2018-05-15,5838.116,3540.23,1290.53,104.25,6808.0,16.2675,20875,14425
2018-05-16,5841.464,3533.05,1290.73,104.6,6826.0,16.3785,20725,14475
2018-05-17,5815.92,3536.76,1290.79,104.15,6879.0,16.4333,20650,14595
2018-05-18,5783.31,3529.27,1293.04,104.35,6855.0,16.4436,20780,14750
2018-05-21,5733.854,3548.23,1292.6,104.6,6879.0,16.5103,20700,14675
2018-05-22,5751.119,3543.18,1291.14,105.2,6979.0,16.545,20530,14780
2018-05-23,5792.001,3496.27,1293.41,104.75,6867.0,16.453,20625,14650
2018-05-24,5946.538,3528.92,1304.63,104.7,6880.0,16.6665,20425,14900
2018-05-25,5975.742,3513.23,1302.25,105.45,6885.0,16.511,20150,14780
2018-05-30,6011.055,3443.95,1301.38,108.65,6840.0,16.5065,20575,15130
2018-05-31,5983.587,3428.18,1298.51,110.15,6852.0,16.4275,20600,15220
2018-06-04,6014.819,3467.48,1292.02,113.3,6975.0,16.415,20575,15485
2018-06-05,6088.79,3483.16,1296.4,113.0,7099.0,16.484,20650,15750
2018-06-06,6069.713,3467.81,1296.4,112.8,7220.0,16.679,20975,15635
2018-06-07,6106.698,3473.08,1297.18,114.1,7332.0,16.7095,21325,15520
2018-06-08,5993.627,3436.37,1298.17,113.85,7312.0,16.7892,21225,15420
2018-06-20,5884.039,3315.9,1267.86,114.45,6773.0,16.2843,20650,14975
2018-06-21,5822.333,3300.0,1267.19,114.0,6786.0,16.3175,20500,14990
2018-06-22,5821.812,3287.4,1270.56,114.05,6789.0,16.4587,20400,15265
2018-06-25,5859.083,3260.84,1265.64,114.5,6755.0,16.3307,20125,14730
2018-06-26,5825.649,3280.87,1259.04,114.75,6713.0,16.2975,20100,14785
2018-06-27,5787.552,3254.77,1252.35,114.4,6692.5,16.0583,19855,14880
2018-06-28,5667.319,3257.57,1248.25,114.4,6623.0,16.0033,19600,14785
2018-06-29,5799.237,3268.7,1252.6,114.4,6626.0,16.1185,19750,14900
2018-07-02,5746.77,3238.94,1242.04,115.0,6523.0,15.851,19750,14550
2018-07-03,5633.937,3235.9,1252.73,115.35,6491.0,16.0205,19655,14445
2018-07-04,5733.639,3244.89,1254.99,116.5,6386.0,16.0839,19600,14145
2018-07-05,5739.332,3256.71,1257.91,116.6,6345.0,16.0505,19425,14195
2018-07-06,5694.912,3191.82,1255.48,116.1,6282.0,16.0472,19325,13945
2018-07-09,5807.375,3228.82,1257.68,116.1,6390.0,16.1158,19645,14065
2018-07-10,5881.76,3274.83,1255.54,117.45,6332.5,16.058,19775,14155
2018-07-11,5893.359,3249.08,1241.96,117.9,6145.0,15.803,19375,13880
2018-07-12,5907.872,3253.01,1247.39,118.05,6228.0,15.9485,19650,14195
2018-07-13,5944.074,3260.35,1244.32,117.7,6237.0,15.815,19795,13975
2018-07-16,5905.158,3232.79,1240.93,118.25,6192.0,15.7885,19500,13670
2018-07-17,5861.508,3239.64,1227.54,118.7,6152.0,15.5745,19515,13490
2018-07-18,5890.731,3240.5,1227.51,119.6,6150.0,15.5575,19475,13615
2018-07-19,5871.077,3277.58,1222.97,119.3,6065.0,15.316,19495,13340
2018-07-20,5872.784,3297.83,1229.53,117.7,6147.5,15.5141,19485,13530
2018-07-23,5915.796,3293.71,1224.5,118.65,6130.0,15.3792,19475,13400
2018-07-24,5931.842,3292.65,1224.52,119.3,6295.0,15.465,19675,13600
2018-07-25,5933.889,3326.83,1231.63,119.9,6290.0,15.61,19750,13680
2018-07-26,5946.136,3328.6,1222.69,119.9,6291.0,15.3813,19850,13775
2018-07-27,5989.136,3324.98,1224.22,119.9,6297.0,15.507,19925,13860
2018-07-30,6027.936,3307.15,1221.45,115.55,6250.0,15.4867,20025,13860
2018-07-31,5936.443,3319.85,1224.15,117.55,6300.0,15.523,20080,14030
2018-08-01,6033.419,3328.95,1215.96,117.8,6172.0,15.3832,19825,13590
2018-08-02,6011.723,3286.32,1207.83,117.35,6139.5,15.3147,19605,13330
2018-08-03,6007.538,3265.73,1214.9,117.45,6206.0,15.418,19600,13550
2018-08-06,6101.131,3285.34,1207.64,116.8,6133.0,15.292,19525,13685
2018-08-07,6091.25,3340.0,1210.97,116.0,6175.0,15.3853,19575,13850
2018-08-08,6094.829,3326.74,1213.88,115.9,6173.0,15.4272,19400,14050
2018-08-10,6077.173,3284.78,1210.57,116.65,6190.0,15.313,19500,13820
2018-08-13,5861.246,3245.34,1193.5,117.5,6153.5,14.998,19395,13555
2018-08-14,5769.873,3242.87,1194.09,118.4,6044.0,15.057,19020,13425
2018-08-15,5816.59,3234.12,1174.85,118.15,5801.0,14.4425,18405,12850
2018-08-16,5783.798,3211.93,1174.16,118.1,5938.0,14.654,18615,13325
2018-08-20,5892.192,3204.71,1190.48,117.65,5991.5,14.759,18800,13560
2018-08-21,5944.301,3199.89,1195.99,117.55,6045.0,14.785,19045,13560
2018-08-23,5982.985,3249.89,1185.56,117.15,5986.5,14.5028,19100,13275
2018-08-24,5968.75,3213.0,1205.35,117.9,6105.0,14.8204,19000,13415
2018-08-28,6042.65,3247.55,1201.0,117.5,6147.0,14.708,19055,13675
2018-08-29,6065.149,3243.92,1206.6,117.65,6086.0,14.757,18940,13500
2018-08-30,6018.964,3225.72,1199.98,117.5,6066.0,14.5492,19195,13285
2018-08-31,6018.46,3213.48,1201.15,118.0,5975.0,14.5405,18990,12800
2018-09-03,5967.579,3207.2,1201.27,116.25,5967.0,14.5173,18840,12790
2018-09-04,5905.301,3210.51,1191.52,115.35,5815.0,14.156,18825,12470
2018-09-05,5683.501,3156.28,1196.73,114.8,5871.0,14.188,18825,12440
2018-09-06,5776.095,3147.69,1199.98,114.8,5927.5,14.1538,18850,12445
2018-09-07,5851.465,3134.39,1196.93,114.55,5933.0,14.1728,19055,12355
2018-09-10,5831.117,3120.92,1195.88,115.3,5910.0,14.1765,19005,12410
2018-09-12,5798.151,3124.65,1206.24,115.05,5997.0,14.254,19050,12620
2018-09-13,5858.274,3131.77,1201.47,115.3,6033.0,14.168,19025,12605
2018-09-14,5931.281,3161.42,1194.85,115.4,5973.0,14.0617,19040,12655
2018-09-17,5824.257,3141.4,1201.46,114.6,5945.0,14.1833,19025,12240
2018-09-18,5811.79,3139.34,1198.36,114.15,6086.0,14.1525,18975,12400
