Date,IHSG,STI,Gold,Coal,Copper,Silver,Tin,Nickel
2018-09-19,5873.597,3176.57,1204.04,114.5,6121.0,14.244,18870,12510
2018-09-20,5931.266,3180.43,1207.18,113.15,6082.0,14.3225,18960,12625
2018-09-21,5957.744,3217.68,1200.04,113.45,6363.0,14.303,19000,13250
2018-09-24,5882.22,3219.16,1199.03,113.75,6353.0,14.2555,18925,12955
2018-09-25,5874.299,3236.08,1201.22,113.7,6318.0,14.4635,18900,12950
2018-09-26,5873.271,3239.1,1194.44,113.7,6282.0,14.3265,18875,12820
2018-09-27,5929.216,3236.26,1182.83,113.7,6187.0,14.2515,18850,12560
2018-09-28,5976.553,3257.05,1190.88,113.85,6258.0,14.6554,18875,12600
2018-10-01,5944.601,3255.46,1188.99,114.6,6249.0,14.489,18975,12505
2018-10-02,5875.619,3242.65,1203.32,114.05,6280.0,14.691,18955,12515
2018-10-03,5867.737,3267.4,1197.35,113.9,6267.0,14.635,18990,12770
2018-10-04,5756.619,3231.59,1199.92,113.75,6290.0,14.595,18975,12490
2018-10-05,5731.935,3209.79,1203.63,113.65,6173.0,14.6339,18975,12620
2018-10-08,5761.073,3181.45,1188.08,112.75,6178.0,14.3705,18900,12575
2018-10-09,5796.79,3166.6,1189.77,110.95,6292.0,14.385,18990,13010
2018-10-10,5820.668,3131.48,1194.79,109.85,6239.0,14.3,19025,12680
2018-10-11,5702.822,3047.39,1224.09,108.7,6242.0,14.584,19275,12675
2018-10-12,5756.49,3069.17,1217.05,109.2,6302.0,14.5794,19125,12655
2018-10-15,5727.256,3045.97,1227.06,109.25,6301.0,14.6943,19145,12615
2018-10-16,5800.817,3034.31,1224.95,109.1,6215.0,14.6635,19200,12595
2018-10-17,5868.62,3071.1,1222.29,109.15,6219.0,14.61,19080,12375
2018-10-18,5845.242,3069.67,1225.81,109.75,6157.0,14.5755,19025,12350
2018-10-19,5837.291,3062.51,1226.49,110.0,6220.0,14.6189,19170,12450
2018-10-22,5840.435,3078.06,1222.1,110.1,6242.0,14.5632,19225,12530
2018-10-23,5797.891,3031.39,1230.3,109.5,6196.0,14.7347,19300,12375
2018-10-24,5709.417,3032.08,1233.79,109.75,6179.0,14.6855,19275,12225
2018-10-25,5754.965,3012.84,1232.17,109.75,6226.0,14.6438,19325,12150
2018-10-26,5784.921,2972.02,1233.53,109.65,6160.0,14.6964,19300,11900
2018-10-29,5754.607,2981.54,1229.42,108.0,6160.0,14.458,19125,11755
2018-10-30,5789.1,2966.45,1222.93,107.5,6032.0,14.4725,19075,11765
2018-10-31,5831.65,3018.8,1214.76,105.2,5992.0,14.2485,19100,11500
2018-11-01,5835.92,3060.85,1233.43,102.85,6090.0,14.7455,19100,11785
2018-11-02,5906.292,3116.39,1232.89,103.4,6283.0,14.7146,19100,11930
2018-11-05,5920.594,3060.62,1231.49,103.9,6191.0,14.6412,19075,11750
2018-11-07,5939.886,3065.36,1226.49,105.45,6153.0,14.5782,19050,11820
2018-11-08,5976.806,3093.24,1224.0,105.35,6155.0,14.4427,19325,11780
2018-11-09,5874.154,3077.97,1209.65,105.9,6056.0,14.1558,19150,11470
2018-11-12,5777.053,3068.15,1200.37,105.85,6049.0,13.9986,19265,11400
2018-11-13,5835.198,3053.6,1202.23,105.5,6073.0,14.0007,19270,11345
2018-11-14,5858.293,3043.19,1210.88,103.35,6090.0,14.1367,19305,11310
2018-11-15,5955.736,3054.53,1213.36,104.15,6184.0,14.2978,19390,11260
2018-11-16,6012.35,3083.6,1223.36,102.5,6205.0,14.4245,19350,11360
2018-11-19,6005.297,3065.07,1224.17,102.95,6259.0,14.4265,19600,11180
2018-11-21,5948.052,3038.65,1226.04,102.45,6235.0,14.5028,19240,11020
2018-11-22,5990.81,3041.38,1228.64,102.4,6255.0,14.51,19250,10970
2018-11-23,6006.202,3052.49,1223.05,101.75,6207.0,14.29,18800,10915
2018-11-26,6022.778,3093.38,1222.4,101.4,6189.0,14.227,18900,10875
2018-11-27,6013.589,3090.4,1215.05,101.55,6121.5,14.1497,18275,10775
2018-11-28,5991.246,3094.48,1221.23,101.55,6200.0,14.3265,18240,10800
2018-11-29,6107.168,3109.44,1224.21,101.55,6212.0,14.3118,18525,11055
2018-11-30,6056.124,3117.61,1220.52,101.7,6198.5,14.2048,18400,11200
2018-12-03,6118.32,3190.62,1230.67,102.45,6295.0,14.3877,18865,11250
2018-12-04,6152.86,3167.79,1238.54,102.85,6209.0,14.5285,19175,11150
2018-12-05,6133.12,3155.92,1237.29,102.65,6175.0,14.5025,19180,11225
2018-12-06,6115.493,3115.52,1237.78,102.55,6070.0,14.4713,18925,10850
2018-12-07,6126.356,3111.12,1249.31,102.55,6145.0,14.625,19000,10910
2018-12-10,6111.36,3072.44,1244.46,102.65,6089.0,14.53,18950,10800
2018-12-11,6076.587,3059.28,1243.25,102.15,6168.0,14.566,19125,10770
2018-12-12,6115.577,3099.99,1245.66,101.65,6140.0,14.737,19325,10795
2018-12-13,6177.72,3111.08,1241.99,102.15,6155.0,14.7505,19400,10850
2018-12-14,6169.843,3077.09,1239.02,102.3,6131.5,14.5811,19330,11080
2018-12-17,6089.305,3114.25,1245.85,101.85,6123.0,14.6635,19350,10985
2018-12-18,6081.867,3045.54,1249.42,101.5,5970.0,14.6395,19210,10835
2018-12-19,6176.094,3058.65,1243.08,101.6,6015.0,14.598,19270,10950
2018-12-20,6147.876,3050.62,1259.86,101.65,6000.0,14.7668,19320,10910
2018-12-21,6163.596,3046.04,1256.94,101.7,5991.0,14.6529,19350,10875
2018-12-27,6190.643,3044.74,1275.71,101.55,5986.5,15.2275,19300,10765
2018-12-28,6194.498,3053.43,1280.71,101.9,5997.0,15.3839,19485,10730
2019-01-02,6181.175,3038.89,1284.59,101.1,5842.0,15.5217,19480,10875
2019-01-03,6221.01,3012.88,1294.28,99.6,5736.0,15.7415,19570,10875
2019-01-04,6274.54,3059.23,1286.05,99.5,5918.0,15.6988,19550,11110
2019-01-07,6287.224,3102.8,1289.21,99.05,5923.0,15.6535,19750,11155
2019-01-08,6262.847,3122.94,1285.39,97.8,5906.0,15.6543,19940,11180
2019-01-09,6272.238,3158.07,1293.56,98.1,5958.0,15.7535,20065,11250
2019-01-10,6328.714,3183.51,1286.65,97.85,5930.0,15.5685,20140,11250
2019-01-11,6361.465,3198.65,1290.25,98.05,5942.0,15.597,20300,11460
2019-01-14,6336.116,3173.46,1291.72,97.35,5897.0,15.6493,20475,11390
2019-01-15,6408.784,3212.3,1289.51,98.7,5920.0,15.5802,20670,11670
2019-01-16,6413.36,3229.11,1293.67,99.7,5970.0,15.5925,20575,11630
2019-01-17,6423.78,3214.44,1292.05,100.3,5992.0,15.5278,20585,11590
2019-01-18,6448.156,3224.34,1282.11,99.75,6052.0,15.3387,20625,11820
2019-01-21,6450.834,3220.56,1280.47,99.35,5981.0,15.27,20650,11800
2019-01-22,6468.562,3192.71,1285.22,99.2,5935.0,15.3385,20425,11585
2019-01-23,6451.17,3171.11,1282.72,99.2,5951.5,15.371,20700,11700
2019-01-24,6466.655,3190.73,1281.21,99.0,5922.0,15.3195,20925,11770
2019-01-25,6482.843,3202.25,1305.25,98.75,6056.0,15.7675,20675,11965
2019-01-28,6458.712,3199.5,1303.36,99.45,6002.0,15.744,20675,11825
2019-01-29,6436.48,3187.69,1311.79,99.2,6050.0,15.8385,20700,12120
2019-01-30,6464.189,3174.38,1319.91,99.3,6136.0,16.066,20800,12350
2019-01-31,6532.969,3190.17,1321.25,99.0,6169.0,16.061,20850,12480
2019-02-01,6538.638,3188.68,1317.98,98.35,6139.0,15.9106,20890,12660
2019-02-04,6481.451,3184.56,1312.25,98.2,6168.0,15.8685,20800,13260
2019-02-07,6536.457,3200.64,1310.11,97.8,6246.0,15.736,20950,12985
2019-02-08,6521.663,3202.04,1314.29,97.2,6210.0,15.8242,21050,12570
2019-02-11,6495.002,3206.27,1308.12,96.7,6150.0,15.7075,21025,12490
2019-02-12,6426.325,3201.15,1310.8,95.65,6106.0,15.7065,20925,12410
2019-02-13,6419.116,3244.77,1306.27,95.7,6125.0,15.5715,21100,12405
2019-02-14,6420.018,3253.16,1312.57,94.95,6137.0,15.6215,20900,12200
2019-02-15,6389.085,3239.74,1322.49,94.85,6188.0,15.7875,21200,12400
2019-02-18,6497.815,3265.97,1326.89,95.0,6275.0,15.81,21135,12455
2019-02-19,6494.667,3259.8,1340.94,95.2,6319.0,15.9915,21160,12660
2019-02-20,6512.784,3278.38,1338.44,95.2,6405.0,16.0491,21250,12905
2019-02-21,6537.766,3277.91,1323.63,95.2,6380.0,15.8142,21425,12850
2019-02-22,6501.378,3269.9,1329.4,95.05,6478.0,15.9237,21495,12990
2019-02-25,6525.358,3272.35,1327.58,93.7,6480.0,15.8995,21740,12975
2019-02-26,6540.95,3261.66,1328.96,94.8,6493.0,15.934,21610,12960
2019-02-27,6525.683,3250.02,1319.86,94.9,6506.5,15.7395,21530,13055
2019-02-28,6443.348,3212.69,1313.32,96.05,6509.0,15.612,21650,13050
2019-03-01,6499.884,3220.4,1293.44,97.0,6478.0,15.2022,21620,13195
2019-03-04,6488.42,3251.08,1286.74,98.15,6409.0,15.0905,21450,13255
2019-03-05,6441.28,3234.07,1288.01,98.05,6478.0,15.1375,21565,13650
2019-03-06,6457.956,3222.84,1286.36,97.45,6468.0,15.0775,21400,13585
2019-03-08,6383.068,3195.87,1298.3,95.55,6395.0,15.3355,21375,13090
2019-03-11,6366.434,3191.42,1293.35,94.55,6407.0,15.309,21050,12900
2019-03-12,6353.774,3212.25,1301.58,95.05,6472.0,15.4405,21325,13105
2019-03-13,6377.575,3195.59,1309.12,94.5,6472.5,15.4545,21150,13210
2019-03-14,6413.266,3197.92,1296.17,94.6,6404.0,15.1895,21170,12890
2019-03-15,6461.183,3200.18,1302.4,93.85,6431.0,15.2877,21075,12930
2019-03-18,6509.447,3212.96,1303.71,93.8,6425.0,15.3498,21175,13023
2019-03-19,6480.276,3220.92,1306.56,93.45,6459.0,15.373,21275,13149
2019-03-20,6482.71,3207.66,1312.53,93.55,6457.0,15.475,21375,13218
2019-03-21,6501.776,3213.65,1309.36,93.5,6421.0,15.473,21375,12996
2019-03-22,6525.274,3212.1,1313.68,93.3,6312.0,15.424,21425,12995
2019-03-25,6411.251,3182.92,1321.9,93.55,6340.0,15.5385,21350,12966
2019-03-26,6469.999,3200.28,1315.71,93.2,6330.0,15.4305,21300,13080
2019-03-27,6444.738,3198.39,1309.55,93.5,6335.0,15.2943,21350,13064
2019-03-28,6480.788,3203.58,1290.42,92.95,6360.0,15.0145,21420,12887
2019-03-29,6468.755,3212.88,1292.38,92.75,6482.5,15.1183,21400,12984
2019-04-01,6452.611,3250.51,1287.72,82.5,6471.0,15.106,21475,13107
2019-04-02,6476.066,3279.78,1292.46,81.1,6426.5,15.1203,21195,13141
2019-04-04,6494.63,3316.21,1292.21,77.7,6451.0,15.151,21075,13160
2019-04-05,6474.018,3322.64,1291.76,78.85,6401.0,15.1086,21000,13071
2019-04-08,6425.734,3315.42,1297.48,80.4,6475.0,15.2485,20825,13182
2019-04-09,6484.348,3325.6,1304.1,81.2,6487.0,15.2218,20875,13196
2019-04-10,6478.326,3327.65,1307.99,82.2,6464.0,15.2395,20850,13221
2019-04-11,6410.166,3330.82,1292.52,84.15,6408.0,14.9713,20575,12976
2019-04-12,6405.866,3331.98,1290.43,84.2,6484.0,14.9743,20625,13022
2019-04-15,6435.151,3325.86,1287.95,84.35,6480.0,15.0015,20575,12991
2019-04-16,6481.541,3332.04,1276.79,84.1,6495.0,15.003,20500,12953
2019-04-18,6507.221,3347.58,1275.82,84.45,6476.0,15.009,20265,12672
2019-04-23,6462.822,3353.47,1272.42,84.6,6407.0,14.8435,19890,12391
2019-04-24,6447.885,3362.43,1275.76,84.65,6448.0,14.9463,19700,12407
2019-04-25,6372.787,3350.28,1277.17,85.45,6365.0,14.946,19820,12325
2019-04-26,6401.08,3356.95,1286.16,85.2,6400.0,15.085,19925,12424
2019-04-29,6425.895,3407.02,1279.9,86.9,6396.0,14.9175,19655,12410
2019-04-30,6455.352,3400.2,1283.53,87.3,6415.0,14.9525,19650,12201
2019-05-02,6374.422,3393.33,1270.69,87.2,6167.0,14.6285,19275,12124
2019-05-03,6319.459,3392.29,1279.11,87.6,6236.0,14.9405,19325,12179
2019-05-07,6297.318,3312.52,1284.43,87.0,6180.0,14.9113,19400,12039
2019-05-08,6270.202,3283.84,1280.88,87.2,6148.0,14.839,19425,11944
2019-05-09,6198.804,3269.7,1284.08,86.25,6102.0,14.762,19260,11778
2019-05-10,6209.118,3273.5,1286.05,86.15,6126.0,14.787,19625,11921
2019-05-13,6135.396,3234.28,1299.91,85.55,6011.0,14.7642,19325,11786
2019-05-14,6071.202,3223.71,1296.92,84.8,6027.0,14.7875,19795,11920
2019-05-15,5980.885,3218.77,1296.49,84.45,6085.0,14.7965,19845,12149
2019-05-16,5895.738,3230.26,1286.72,84.15,6100.0,14.5595,19475,12176
2019-05-17,5826.868,3205.46,1277.53,84.1,6056.0,14.3999,19500,12013
2019-05-21,5951.372,3183.26,1274.68,83.85,5996.0,14.4535,19475,12071
2019-05-22,5939.636,3183.14,1273.34,84.0,5928.0,14.4435,19325,11981
2019-05-23,6032.696,3160.72,1283.45,83.75,5926.0,14.591,19325,11895
2019-05-24,6057.353,3169.89,1284.93,83.65,5955.0,14.565,19300,12355
2019-05-28,6033.142,3165.32,1279.33,83.3,5960.0,14.3525,19200,12128
2019-05-29,6104.106,3163.28,1279.78,83.45,5883.0,14.4255,18715,12050
2019-05-31,6209.117,3117.76,1305.58,83.4,5830.0,14.5942,18715,12017
2019-06-10,6289.61,3188.11,1327.98,73.5,5874.0,14.703,19240,11646
2019-06-11,6305.992,3209.58,1326.84,74.15,5876.0,14.745,19160,11885
2019-06-12,6276.177,3207.74,1333.58,71.95,5852.0,14.7792,19300,11841
2019-06-13,6273.082,3220.66,1342.31,71.85,5858.0,14.9075,19350,11836
2019-06-14,6250.265,3222.63,1341.7,71.4,5822.0,14.8785,19205,11864
2019-06-17,6190.525,3207.99,1339.66,71.15,5845.0,14.8405,18950,11769
2019-06-18,6257.33,3238.73,1346.61,70.8,5949.0,15.0105,19170,11950
2019-06-19,6339.262,3288.17,1360.38,70.6,5918.0,15.157,18900,12090
2019-06-20,6335.698,3314.51,1388.44,70.5,5973.0,15.424,19175,12300
2019-06-21,6315.436,3321.4,1399.63,71.3,5971.0,15.3473,19025,12090
2019-06-24,6288.465,3311.53,1419.72,70.6,5960.0,15.4435,19075,12140
2019-06-25,6320.445,3304.27,1423.44,70.95,6042.0,15.3715,19050,12300
2019-06-26,6310.489,3301.25,1409.0,70.9,5988.0,15.2692,18780,12490
2019-06-27,6352.71,3328.6,1409.78,71.0,5989.0,15.2585,18850,12710
2019-06-28,6358.629,3321.61,1409.55,70.9,5993.0,15.315,18825,12690
2019-07-01,6379.688,3372.26,1384.19,68.0,5954.5,15.145,18900,12350
2019-07-02,6384.898,3370.8,1418.65,70.0,5887.0,15.3165,17700,12095
2019-07-03,6362.622,3367.8,1418.78,72.75,5918.0,15.305,18310,12350
2019-07-04,6375.967,3372.25,1416.08,77.0,5920.0,15.2871,18350,12340
2019-07-05,6373.477,3366.81,1399.45,76.2,5902.0,14.9988,18350,12480
2019-07-08,6351.827,3334.23,1395.53,75.2,5892.0,15.032,18495,12720
2019-07-09,6388.323,3329.46,1397.61,74.9,5822.0,15.107,18225,12700
2019-07-10,6410.683,3340.42,1419.02,75.45,5940.0,15.2412,18195,12990
2019-07-11,6417.066,3350.45,1403.81,75.05,5955.0,15.122,18345,13130
2019-07-12,6373.345,3357.34,1415.75,74.6,5935.0,15.2192,18200,13470
2019-07-15,6418.234,3347.95,1414.13,74.35,5983.0,15.3837,17900,13665
2019-07-16,6401.88,3360.03,1406.23,73.3,6012.0,15.559,18000,14070
2019-07-17,6394.609,3364.87,1426.57,74.3,5980.0,15.968,17925,14450
2019-07-18,6403.294,3361.05,1446.1,73.85,5983.0,16.35,17845,14860
2019-07-19,6456.539,3377.96,1425.37,74.1,6065.0,16.1988,17800,14730
2019-07-22,6433.547,3357.22,1424.88,74.5,6017.5,16.3632,17900,14300
2019-07-23,6403.81,3373.13,1417.83,73.85,5968.0,16.405,17675,14170
2019-07-24,6384.987,3368.44,1425.86,74.2,5999.0,16.602,17925,14550
2019-07-25,6401.365,3381.26,1414.58,74.4,6007.0,16.412,17850,14075
2019-07-26,6325.237,3363.76,1418.9,74.25,5963.0,16.3989,17650,14100
2019-07-29,6299.035,3346.39,1426.8,71.6,6018.0,16.4585,17600,14350
2019-07-30,6376.996,3350.54,1430.88,69.65,5948.0,16.5695,17450,14360
2019-07-31,6390.505,3300.75,1413.78,69.45,5927.0,16.2645,17315,14490
2019-08-01,6381.542,3291.75,1445.18,69.45,5899.0,16.3355,17325,14595
2019-08-02,6340.18,3261.11,1440.83,69.15,5729.5,16.2043,16980,14450
2019-08-05,6175.703,3194.51,1463.7,68.9,5685.0,16.3962,16905,14880
2019-08-06,6119.471,3170.47,1474.42,68.05,5683.0,16.4465,17000,14945
2019-08-07,6204.195,3184.69,1501.16,67.75,5705.0,17.1063,16755,14810
2019-08-08,6274.671,3168.94,1500.95,67.8,5798.0,16.933,16855,15880
2019-08-13,6210.962,3146.73,1501.51,67.15,5828.5,16.9665,17100,15925
2019-08-14,6267.335,3147.6,1516.36,66.85,5765.0,17.217,17125,15970
2019-08-15,6257.586,3126.09,1523.29,66.35,5751.0,17.266,17145,16250
2019-08-16,6286.657,3115.03,1513.52,66.3,5744.0,17.1133,16575,16200
2019-08-19,6296.715,3128.45,1495.92,66.35,5774.0,16.8765,16475,15920
2019-08-20,6295.738,3135.95,1507.2,65.95,5711.0,17.1625,16475,15860
2019-08-21,6252.967,3122.57,1502.65,65.45,5732.0,17.1215,16200,15825
2019-08-22,6239.245,3127.74,1498.06,65.35,5683.0,17.0415,16175,15660
2019-08-23,6255.597,3110.35,1526.96,65.75,5633.0,17.425,15880,15660
2019-08-27,6278.171,3067.52,1542.81,65.4,5683.0,18.201,15750,15700
2019-08-28,6281.646,3056.47,1539.01,65.6,5690.0,18.3565,15750,16085
2019-08-29,6289.119,3081.83,1527.63,65.3,5726.5,18.267,15795,16450
2019-08-30,6328.47,3106.52,1520.38,65.75,5652.0,18.3759,16350,17900
2019-09-02,6290.546,3082.96,1529.29,65.05,5620.0,18.4694,16800,18060
2019-09-03,6261.59,3090.63,1547.1,66.5,5610.0,19.264,16710,17985
2019-09-04,6269.664,3130.57,1552.55,66.35,5748.0,19.5968,17200,18000
2019-09-05,6306.803,3147.06,1519.05,66.9,5845.0,18.651,17450,17500
2019-09-06,6308.95,3144.48,1506.82,66.25,5833.0,18.178,17375,17685
2019-09-09,6326.213,3146.33,1499.13,65.55,5815.0,18.0085,17300,18050
2019-09-10,6336.673,3155.71,1485.78,65.8,5825.0,18.0035,17420,18045
2019-09-11,6381.954,3204.52,1497.2,65.35,5772.5,18.12,17775,17850
2019-09-12,6342.174,3194.96,1499.26,65.5,5833.0,18.1005,17125,17990
2019-09-13,6334.843,3211.49,1488.53,65.7,5974.5,17.4445,16475,17750
2019-09-16,6219.435,3203.93,1498.43,66.15,5870.0,17.8517,17150,17370
2019-09-17,6236.69,3183.0,1501.38,65.6,5821.0,18.0165,16850,17045
2019-09-18,6276.633,3166.84,1494.0,65.35,5814.0,17.7555,16670,17200
2019-09-19,6244.47,3158.8,1499.03,65.55,5788.0,17.79,16475,17280
2019-09-20,6231.473,3159.68,1516.9,65.45,5798.0,17.991,16725,17455
2019-09-23,6206.199,3143.24,1522.24,65.35,5778.0,18.64,16530,17470
2019-09-24,6137.608,3155.46,1531.87,65.2,5780.0,18.6084,16500,17180
2019-09-25,6146.404,3125.82,1504.05,65.4,5787.0,17.911,16530,17325
2019-09-26,6230.334,3125.81,1504.78,65.15,5722.0,17.8235,16300,17210
2019-09-27,6196.889,3125.63,1497.01,65.55,5767.0,17.5409,16130,17205
2019-09-30,6169.102,3119.99,1472.49,70.05,5725.0,16.9958,15925,17050
2019-10-01,6138.25,3146.03,1479.14,67.4,5686.0,17.2355,16250,17220
2019-10-02,6055.425,3103.45,1499.45,66.25,5678.0,17.56,16550,17485
2019-10-03,6038.529,3087.97,1505.19,64.8,5662.0,17.56,16475,17625
2019-10-04,6061.252,3078.36,1504.66,65.2,5643.0,17.548,16475,17790
2019-10-07,6000.582,3099.48,1493.5,66.45,5722.0,17.4388,16330,17725
2019-10-08,6039.601,3110.85,1505.51,66.9,5675.5,17.733,16395,17570
2019-10-09,6029.16,3089.9,1505.57,67.45,5684.0,17.734,16445,17360
2019-10-10,6023.641,3089.48,1493.99,67.4,5781.0,17.5138,16450,17625
2019-10-11,6105.8,3113.97,1489.01,66.4,5796.0,17.5413,16525,17550
2019-10-14,6126.877,3124.45,1493.21,66.52,5818.0,17.6558,16520,16550
2019-10-15,6158.166,3116.17,1481.01,66.9,5773.0,17.4137,16680,16995
2019-10-16,6169.592,3134.71,1490.13,67.3,5730.0,17.4005,16875,16450
2019-10-17,6181.014,3126.14,1491.87,67.55,5739.0,17.549,17150,16270
2019-10-18,6191.947,3114.16,1490.05,67.5,5806.0,17.5525,16950,16230
2019-10-21,6198.987,3139.15,1484.5,67.6,5828.0,17.561,16775,16100
2019-10-22,6225.497,3160.67,1487.68,67.45,5818.0,17.5225,16850,16500
2019-10-23,6257.806,3144.28,1492.12,67.0,5881.0,17.553,16550,16590
2019-10-24,6339.647,3168.87,1503.98,67.25,5880.0,17.8095,16775,16860
2019-10-25,6252.345,3185.53,1504.63,67.65,5925.0,18.0395,16675,16775
2019-10-29,6281.138,3197.04,1487.72,66.95,5927.5,17.812,16850,16830
2019-10-30,6295.747,3207.92,1495.66,66.95,5908.0,17.86,16800,16780
2019-10-31,6228.317,3229.88,1512.99,66.9,5797.0,18.1065,16525,16645
2019-11-01,6207.191,3229.43,1514.34,67.25,5850.0,18.13,16525,16775
2019-11-04,6180.344,3236.4,1509.82,67.35,5877.0,18.0572,16425,16380
2019-11-05,6264.152,3248.63,1483.61,67.15,5940.0,17.5788,16455,16280
2019-11-06,6217.545,3262.69,1490.57,66.55,5907.0,17.6367,16565,16245
2019-11-07,6165.624,3285.72,1468.48,66.45,5974.0,17.108,16575,16200
2019-11-08,6177.986,3264.3,1459.0,66.8,5923.0,16.814,16700,16190
2019-11-11,6148.74,3240.65,1455.86,66.95,5878.5,16.8592,16575,15565
2019-11-12,6180.992,3267.8,1456.32,66.55,5869.0,16.7699,16340,15660
2019-11-13,6142.501,3239.22,1463.58,66.7,5835.0,16.9745,16000,15380
2019-11-14,6098.95,3231.85,1471.4,66.7,5812.0,17.0295,16200,15150
2019-11-15,6128.345,3238.86,1468.21,67.15,5849.0,16.9629,16100,14975
2019-11-18,6122.625,3258.66,1471.51,67.5,5830.0,17.046,16060,14845
2019-11-19,6152.09,3238.87,1472.46,67.4,5875.0,17.151,16000,14690
2019-11-20,6155.109,3229.78,1471.61,67.45,5875.0,17.151,16030,14360
2019-11-21,6117.364,3192.21,1464.41,67.55,5829.0,17.104,16400,14485
2019-11-22,6100.242,3225.65,1461.93,67.9,5855.0,17.022,16350,14635
2019-11-25,6070.762,3220.63,1455.26,66.75,5868.0,16.89,16470,14480
2019-11-26,6026.188,3207.85,1461.39,67.4,5924.0,17.0765,16325,14595
2019-11-27,6023.039,3215.53,1454.44,67.75,5945.0,16.9635,16400,14380
2019-11-28,5953.06,3200.61,1456.27,67.45,5892.0,16.92,16420,14010
2019-11-29,6011.83,3193.92,1463.98,67.85,5864.0,17.03,16495,13670
2019-12-02,6130.055,3187.97,1462.44,67.6,5883.0,16.912,16490,13715
2019-12-03,6133.896,3173.08,1477.61,67.4,5815.0,17.1733,16750,13375
2019-12-04,6112.879,3159.79,1474.59,66.8,5885.0,16.8557,16750,13120
2019-12-05,6152.117,3174.19,1476.0,66.55,5888.0,16.9665,16800,13275
2019-12-06,6186.868,3194.71,1460.17,66.4,5990.0,16.5765,17075,13475
2019-12-09,6193.791,3179.82,1461.68,66.2,6075.0,16.6063,17125,13340
2019-12-10,6183.505,3162.89,1464.39,66.0,6100.0,16.665,17390,13405
2019-12-11,6180.099,3172.9,1474.88,66.1,6156.0,16.8628,17290,13850
2019-12-12,6139.397,3194.67,1469.8,66.5,6156.0,16.9287,17250,14100
2019-12-13,6197.318,3214.05,1476.33,66.3,6130.0,16.9326,17225,14170
2019-12-16,6211.592,3206.09,1476.18,66.45,6199.0,17.0395,17175,14200
2019-12-17,6244.352,3200.8,1476.22,65.9,6200.0,17.0105,17325,13960
2019-12-18,6287.25,3209.54,1475.4,66.2,6174.5,17.0165,17295,13870
2019-12-19,6249.93,3207.42,1478.8,66.45,6215.0,17.0637,17375,14170
2019-12-20,6284.372,3212.39,1478.22,66.35,6175.0,17.1984,17340,14525
2019-12-23,6305.91,3214.0,1485.79,65.8,6190.0,17.4525,17300,14350
2019-12-27,6329.314,3226.53,1510.56,66.55,6214.0,17.7675,17120,14210
2019-12-30,6299.539,3222.44,1515.16,67.7,6219.0,17.9292,17000,14315
2020-01-02,6283.581,3252.0,1529.13,67.9,6188.0,18.0222,17190,14260
2020-01-03,6323.466,3238.82,1552.2,67.5,6129.5,18.06,16800,13755
2020-01-06,6257.403,3218.86,1565.74,67.25,6138.5,18.1523,16850,13820
2020-01-07,6279.346,3247.86,1574.37,67.15,6149.0,18.406,17005,13935
2020-01-08,6225.686,3245.89,1556.42,67.1,6178.0,18.103,17140,14050
2020-01-09,6274.493,3247.48,1552.32,68.95,6180.0,17.9015,17250,14085
2020-01-10,6274.941,3255.95,1562.34,70.9,6198.0,18.115,17225,14190
2020-01-13,6296.567,3251.07,1547.88,72.25,6290.0,17.9598,17375,14095
2020-01-14,6325.406,3270.54,1546.39,70.8,6302.0,17.803,17430,13870
2020-01-15,6283.365,3256.98,1556.25,70.5,6287.0,18.004,17450,14340
2020-01-16,6286.048,3278.0,1552.51,70.45,6277.5,17.943,17670,13775
2020-01-17,6291.657,3281.03,1557.24,70.0,6273.0,18.0412,17810,13910
2020-01-20,6245.043,3280.09,1560.77,69.9,6259.0,18.0776,17850,14020
2020-01-21,6238.153,3247.17,1558.17,69.05,6160.0,17.7875,17575,13665
2020-01-22,6233.453,3253.93,1558.78,67.9,6106.0,17.8397,17425,13640
2020-01-23,6249.21,3234.56,1562.94,69.1,5987.0,17.7995,17030,13350
2020-01-24,6244.109,3240.02,1571.53,69.1,5926.0,18.1002,16850,12950
2020-01-28,6111.184,3181.25,1567.17,68.35,5703.0,17.472,16325,12550
2020-01-29,6113.045,3182.57,1576.83,68.6,5641.0,17.5585,16200,12550
2020-01-30,6057.596,3170.68,1574.28,68.65,5587.5,17.8398,16025,12620
2020-01-31,5940.048,3153.73,1589.16,68.5,5567.0,18.0425,16375,12850
2020-02-03,5884.17,3116.31,1576.73,66.3,5525.0,17.6822,16205,12725
2020-02-04,5922.339,3156.57,1552.92,68.55,5618.0,17.5945,16325,12830
2020-02-05,5978.51,3200.13,1556.02,69.3,5722.0,17.6112,16570,13160
2020-02-06,5987.145,3231.55,1566.66,69.7,5735.0,17.823,16700,13060
2020-02-07,5999.607,3181.48,1570.44,68.5,5663.0,17.701,16175,12770
2020-02-10,5952.083,3163.15,1572.15,68.1,5667.0,17.767,16325,12885
2020-02-11,5954.397,3175.57,1567.89,68.95,5745.0,17.6472,16475,13110
2020-02-12,5913.081,3223.37,1566.06,68.9,5764.0,17.4865,16500,13100
2020-02-13,5871.954,3220.09,1576.0,69.1,5790.0,17.6485,16590,13285
2020-02-14,5866.945,3220.03,1584.06,69.45,5760.0,17.7413,16525,13015
2020-02-17,5867.523,3213.0,1581.13,69.1,5812.0,17.694,16600,13110
